Claart,Descripción,Existencia,Stock Minimo,Stock Maximo,Stock de Seguridad
0615503,Llave perica 12 15503,2.0,6.5,13.0,1.5
0615690,Llave española 9/16x5/8,5.0,6.5,13.0,1.5
0615694,Llave española 5/8 x 1 1/16 15694,5.0,6.5,13.0,1.5
0615906,Cabo para marro 23 y 4 lbs,7.0,13.0,26.0,3.0
0615954,Cabo para marro 6 y 8 lbs de 25,3.0,13.0,26.0,3.0
0616026,Escalera ext 16 peldaños,0.0,6.5,13.0,1.5
0616661,Martillo pulido imantado,7.0,6.5,13.0,1.5
0616683,Esmeriladora angular 4/12 800w  16683,5.0,6.5,13.0,1.5
0616736,Rotomartillo 3/8 profesional 600 W 16736,2.0,6.5,13.0,1.5
0616920,Soplete con manguera p/gas,0.0,6.5,13.0,1.5
0616952,Navaja de repuesto para raspador 16952,40.0,6.5,13.0,1.5
0616956,Repuesto navaja multiusos,57.0,6.5,13.0,1.5
0616962,Repuesto para Cutter 9mm 16962,39.0,6.5,13.0,1.5
0616965,Repuesto para cutter CUT-6 y CUT-6X,61.0,6.5,13.0,1.5
0616968,Navaja cutter mini 16968,43.0,6.5,13.0,1.5
0616969,Navaja Exacto prof 6 17902,9.0,6.5,13.0,1.5
0616974,Navaja cutter 6 sin grip,16.0,6.5,13.0,1.5
0616977,Navaja Cutter 6 16977,47.0,9.75,19.5,2.25
0616981,Navaja 4 abatible mango metalico,7.0,6.5,13.0,1.5
0617034N,Nivel 3 gotas 45cm cod 17034,3.0,13.0,26.0,3.0
0617065,Guante de Nylon nitrilo arenoso G,36.0,6.5,13.0,1.5
0617164,Pala Carbonera chica truper,13.0,6.5,13.0,1.5
0617303,Pinza electricista 7,7.0,6.5,13.0,1.5
0617367,Mini Pinza corte diagonal comfort grip 417367,13.0,6.5,13.0,1.5
0617419,Pinza de presión 4 mordaza curva,7.0,6.5,13.0,1.5
0617421,Pinza de presión 7 mordaza curva,4.0,6.5,13.0,1.5
0617527,Carda circular 4 Trenzada 17527,15.0,6.5,13.0,1.5
0617529,Carda trenzado 3 truper 17529,10.0,6.5,13.0,1.5
0617543,Cables pasa corriente 3mt 800w,2.0,6.5,13.0,1.5
0617550,Pistola calafateadora p/ silicon,8.0,8.125,16.25,1.875
0617606,Hilo Para Desbrozadora Verde,24.0,6.5,13.0,1.5
0617624,Aceite p/motor 2 tiempos 4oz 17624,16.0,6.5,13.0,1.5
0617629,Hilo Para Desbrozadora Rojo,9.0,19.5,39.0,4.5
0617831,Punta phillips Cruz 2x2,2.0,19.5,39.0,4.5
0617880,Rastrillo 16 dient Truper,8.0,6.5,13.0,1.5
0617960,Remachadora 9 profesional,5.0,6.5,13.0,1.5
0618100,Segueta bimetalica p/arco 18 dpp,97.0,19.5,39.0,4.5
0618101,Segueta bimetilca p/arco 24 dpp,123.0,9.75,19.5,2.25
0618244,Calibrador de Presion Uso Rudo Truper 10-200psi 18244,3.0,6.5,13.0,1.5
0618318,Sierra Circular 7  1/4  30 dientes centro 5/8,0.0,6.5,13.0,1.5
0618531,Tijera de aviacion recta,3.0,6.5,13.0,1.5
0618574,Tiralineas 15 m cuerpo de plastico nivel c/gis,15.0,6.5,13.0,1.5
0618578,Polvo para tiralineas Rojo truper,6.0,8.666666666666666,17.333333333333332,2.0
0618592,Tornillo de banco 4 uso industrial 18592,0.0,6.5,13.0,1.5
0618646,Zapapico 5 lbs c/mango 36 18646,6.0,6.5,13.0,1.5
0619073,Aerosol verde fluorescente 19073,8.0,19.5,39.0,4.5
0619075,Manguera resorte 1/4 19075,5.0,6.5,13.0,1.5
0619204,Rodillo Exi 9 de Choncho 13878,6.0,47.125,94.25,10.875
0619295,Filtro de cartucho para aspiradoras 58 12 y 16 gal 19295,0.0,13.0,26.0,3.0
0619658,Llanta Imponchable Truper,11.0,9.75,19.5,2.25
0619679,Lima triangulo 6 con mango,6.0,6.5,13.0,1.5
0619680,Lima triangulo 7,13.0,6.5,13.0,1.5
0619710,Martillo pulido uña 16 pz mango fibra vidrio 19710,6.0,6.5,13.0,1.5
0620401,Lente pretul transparente,107.0,13.0,26.0,3.0
0620402,Lente seguridad negro pretul 20402,79.0,8.666666666666666,17.333333333333332,2.0
0620576,Cabo para Talache,3.0,29.25,58.5,6.75
0621025,Chaleco de Seguridad con cintas reflejantes eco.,8.0,71.5,143.0,16.5
0621606,Flexometro 5 mts 21606,16.0,10.833333333333334,21.666666666666668,2.5
0621624,Flexometros 5.5 mt pretul 21624,15.0,9.75,19.5,2.25
0621641,Cuñas sin mango 13x10cm jgo 21641,58.0,6.5,13.0,1.5
0621690,Bomba para inflar 23 pretul,6.0,19.5,39.0,4.5
0621854,Juego de llaves Allen org plastico abatible 21854,2.0,6.5,13.0,1.5
0621855,Juego llave allen cod. 21855,11.0,6.5,13.0,1.5
0622502,Pala Redonda 22502,13.0,13.0,26.0,3.0
0623512,Candado laton 75mm antipalanca hermex,6.0,13.0,26.0,3.0
0625991,Zapato industrial #26 25991,1.0,6.5,13.0,1.5
0625993,Zapatos industriales #28 25993,2.0,6.5,13.0,1.5
0626030,Conector senc 1/2 hembra 26030,27.0,6.5,13.0,1.5
0626031,Conector senc 1/2 macho 26031,13.0,6.5,13.0,1.5
0627175,Aerosol blanco mate 400 ml Pretul 27175,24.0,32.5,65.0,7.5
0643030,Guardapolvo 100m aluminio,18.0,6.5,13.0,1.5
0643318,Candado de hierro en blister 38 mm,10.0,32.5,65.0,7.5
0643319,Candado de hierro en blister 45mm,10.0,19.5,39.0,4.5
0643320,Candado de hierro en blister 50mm,19.0,6.5,13.0,1.5
0643321,Candados Gemelos 43321,9.0,6.5,13.0,1.5
0643327,Candado hierro 45mm largo,35.0,32.5,65.0,7.5
0643338,Candado acero redondo 65mm tetra,15.0,13.0,26.0,3.0
0643355,Candado antipalanca 50mm cuerpo de laton,25.0,19.5,39.0,4.5
0643427,Candado laton 30mm,19.0,19.5,39.0,4.5
0643430,Candado Laton 50mm  43430,16.0,32.5,65.0,7.5
0644020,Bandola c/seguro 1/8,14.0,26.0,52.0,6.0
0644021,Bandola c/seguro 3/16,7.0,13.0,26.0,3.0
0644075,Ganchos eslinga 3/4 44075,6.0,6.5,13.0,1.5
0644076,Ganchos eslinga 5/8 44076,7.0,6.5,13.0,1.5
0644099,Destorcedores metalicos 3/16 44099,0.0,39.0,78.0,9.0
0644100,Destorcedores metalicos 1/4 44100,10.0,13.0,26.0,3.0
0644213,Cable de acero 7x19 1/4 cod. 44213,144.7,1300.0,2600.0,300.0
0644241,Abrazadera sin fin #32 44241,106.0,32.5,65.0,7.5
0644242,Abrazadera sin fin #36 44242,90.0,65.0,130.0,15.0
0644243,Abrazadera sin fin #40 44243,107.0,39.0,78.0,9.0
0644245,Abrazadera sin fin #48 44245,108.0,13.0,26.0,3.0
0644248,Abrazadera sin fin # 60,105.0,32.5,65.0,7.5
0644309,Cincho plastico truper 350 mm,34.0,19.5,39.0,4.5
0644322,Cincho plástico 200 mm negro cod 0644322,185.0,6.5,13.0,1.5
0644323,Cincho Plastico 40lb 15cm Negro  44323,12.0,7.8,15.6,1.7999999999999998
0644328,Cincho plastico 300 mm Ngo,69.0,6.5,13.0,1.5
0644330,Cincho plástico 400 mm negro cod 0644330,91.0,9.75,19.5,2.25
064434,Acoplador p/válvula de llenado  3/4,9.0,6.5,13.0,1.5
0644345,Pija multiusos #8 x1 1/2 44345,3004.0,325.0,650.0,75.0
0644347,Pija multiusos 8x2 44347,2276.0,3250.0,6500.0,750.0
0644350,Pija multiusos # 10 2 44350,4538.0,221.0,442.0,51.0
0644486,Mecate Cuerda de polipropileno de 8 mm( 5/16),420.05,130.0,260.0,30.0
0644487,Mecate Cuerda de polipropileno de 10 mm (3/8) 44487,160.0,314.1666666666667,628.3333333333334,72.5
0644489,Mecate Cuerda de polipropileno de 13 mm ( 1/2),500.0,54.16666666666667,108.33333333333334,12.5
0645004,Caja cuadrada plas 4x4,55.0,26.0,52.0,6.0
0645067,Regadera Redonda 4-1/4 c/brazo 45067,10.0,6.5,13.0,1.5
0645305,Canastilla malla p/lavabo 1/2 45305,8.0,13.0,26.0,3.0
0646102,Contacto duplex 2 polos 3 hilos std 46102,78.0,13.0,26.0,3.0
0646207,Clavija indus ref 2 polo 3 hilos 15a 125v 46207,46.0,9.75,19.5,2.25
0646226,Lampara led alta pot 250w 46226,5.0,16.25,32.5,3.75
0646308,Calentador de agua #6 voltech,34.0,35.285714285714285,70.57142857142857,8.142857142857142
0646331,Tapa de acero para caja octagonal 4x4,70.0,6.5,13.0,1.5
0647223,taquete fiero 1/4-3/8 47223,367.0,26.0,52.0,6.0
0647311,PUNTA POL CON ORING 47311,36.0,32.5,65.0,7.5
0647339,Taquete fiero 3/8 xx 1/2,307.0,166.83333333333334,333.6666666666667,38.5
0648006,Extencion blanca 3 mts 48006,11.0,6.5,13.0,1.5
0648036,Extencion blanca 10 mts 48036,15.0,6.5,13.0,1.5
0648150,Parrilla de Gas 4 Quemadores Bca 48150,3.0,10.214285714285714,20.428571428571427,2.357142857142857
0648216,Foco 55w Espiral T5 Caja Voltech 48216,10.0,13.0,26.0,3.0
0648690,Pija multiusos 8x 21/2 48690,3331.0,1950.0,3900.0,450.0
0648691,Pija multiusos #8x3,3335.0,1950.0,3900.0,450.0
0649033,Valvula p/flotador de laton 1/2 refo,9.0,6.5,13.0,1.5
0649185,Gas Coflex 1.50mts Truper 49185,8.0,19.5,39.0,4.5
0649191,Mezcladora fregadero cuello cobra,2.0,6.5,13.0,1.5
0649221,Mezcladora fregadero Truper 49221,5.0,6.5,13.0,1.5
0649242,Juego de 2 manerales para regadera acrilico,8.0,26.0,52.0,6.0
0649245,Regadera redonda 2 1/2 49245,16.0,32.5,65.0,7.5
0649282,Mezcladora plastico lavabo cuello curvo,11.0,9.75,19.5,2.25
0649283,Mezcladora Fregadero Plastico Std 49283,6.0,52.0,104.0,12.0
0649330,Pijas p/wc 49330,63.0,8.666666666666666,17.333333333333332,2.0
0649370,Cespol p/ fregadero foset,45.0,6.5,13.0,1.5
0657006,Cepillo 12cm plastico,10.0,6.5,13.0,1.5
0657008,Cepillo de Plastico Tipo Plancha 57008,7.0,6.5,13.0,1.5
0657024,Recogedor con bastón 57024,11.0,6.5,13.0,1.5
0657095,Liquido protector vinil 960ml 57095,4.0,6.5,13.0,1.5
06ABRASF10,Abrazadera sin fin # 10 12.7 mm,122.0,58.5,117.0,13.5
06ABRASF16,Abrazadera sin fin #16 44237,183.0,6.5,13.0,1.5
06ABRASF4,Abrazadera sin fin #4 44230,426.0,39.0,78.0,9.0
06ABRASF6,Abrazadera sin fin #6  44233,271.0,55.9,111.8,12.899999999999999
06ABRASNF12,Abrazadera sin fin # 12 12.7 mm,113.0,19.5,39.0,4.5
06ACE31,Aceite Multi Usos 90ml,13.0,6.5,13.0,1.5
06AERDOSV,Aerosol verde manzana 102850,13.0,13.0,26.0,3.0
06AEROAMM,Aerosol amarillo 19049,4.0,19.5,39.0,4.5
06AEROB,Aerosol blanco brillante 19032,16.0,34.125,68.25,7.875
06AEROC,Aerosol cafe/Tabaco 19050,6.0,6.5,13.0,1.5
06AEROCR,Aerosol cromo 19053,8.0,9.75,19.5,2.25
06AERONE,Aerosol negro brillante 19031,10.0,15.88888888888889,31.77777777777778,3.666666666666667
06AERONEM,Aerosol Negro Mate 19033,18.0,6.5,13.0,1.5
06AERORM,Aerosol rojo metalico brillante 19040,17.0,13.0,26.0,3.0
06AEROSLV,Aerosol azul claro cielo real diamante 19039,4.0,13.0,26.0,3.0
06AEROSPL,Aerosol Plata metalica 19059,10.0,8.666666666666666,17.333333333333332,2.0
06AERT,Aerosol transparente 19036,8.0,6.5,13.0,1.5
06ALAG145,Alambre galv c14.5,74.0,14.083333333333332,28.166666666666664,3.25
06ARE,Arco segueta pretul 20017,13.0,13.0,26.0,3.0
06BALCA,Balero p/carretilla,24.0,6.5,13.0,1.5
06BC3164,Broca concreto 3/16x6,17.0,19.5,39.0,4.5
06BRC144,Broca concreto 1/4x4,1.0,6.5,13.0,1.5
06BRC146,Broca concreto 1/4x6,81.0,9.75,19.5,2.25
06BRC386,Broca concreto 3/8x6,13.0,6.5,13.0,1.5
06BRC516,Broca concreto 5/16x4,7.0,6.5,13.0,1.5
06BRF116,Broca fierro 1/16,14.0,6.5,13.0,1.5
06BRF12,Broca fierro 1/2,12.0,6.5,13.0,1.5
06BRF14,Broca fierro 1/4,31.0,6.5,13.0,1.5
06BRF18,Broca fierro 1/8,38.0,6.5,13.0,1.5
06BRF316,Broca fierro 3/16,6.0,13.0,26.0,3.0
06BRF38,Broca fierro 3/8,9.0,6.5,13.0,1.5
06BRIC1,Brocha 1,18.0,35.75,71.5,8.25
06BRIC112,Brocha 1 1/2,25.0,30.333333333333336,60.66666666666667,7.0
06BRIC2,Brocha 2,30.0,23.833333333333332,47.666666666666664,5.5
06BRIC3,Brocha 3,20.0,16.25,32.5,3.75
06BRIC4,Brocha 4,2.0,48.285714285714285,96.57142857142857,11.142857142857142
06BRIC5,Brocha 5,22.0,31.2,62.4,7.199999999999999
06BRIC6,Brocha 6,35.0,45.5,91.0,10.5
06CABMZT,Cabo p/zapapico y talacho,10.0,13.0,26.0,3.0
06CADG18,Cadena 1/8,137.0,19.5,39.0,4.5
06CADP14,Cadena  1/4,7.4,66.3,132.6,15.299999999999999
06CAT60ND,Carretilla Truper 6 ft 11776,7.0,10.833333333333334,21.666666666666668,2.5
06CHALB14667,Chaleco Brigadista c/cinta reflejante14667,20.0,6.5,13.0,1.5
06CINAIS6018,Cinta aislar 18mts 12500,123.0,41.29411764705882,82.58823529411764,9.529411764705882
06CINT1,Cinta Teflon 1 12511,169.0,6.5,13.0,1.5
06CINT12,Cinta Teflon 1/2  12520,208.0,37.375,74.75,8.625
06CINT34,Cinta Teflon 3/4  12521,421.0,13.0,26.0,3.0
06CONCR,Concertina rollo,24.0,58.5,117.0,13.5
06CONMX12,Conexion p/mang jardin 1/2 juego 12704,32.0,26.0,52.0,6.0
06CORT24B,Cortapernos 24 truper 12833,1.0,6.5,13.0,1.5
06CORTP,Cortapernos Truper 36,0.0,6.5,13.0,1.5
06CUCH,Cuchara p/albañileria 9 12991,12.0,6.5,13.0,1.5
06CUCH21053,Cuchara p/albañileria 9 21053,9.0,6.5,13.0,1.5
06CUÑ,Cuñas c/mang juego 4 pz,9.0,6.5,13.0,1.5
06DESC516,Destorcedor galv 5/16,4.0,13.0,26.0,3.0
06DL740,Disco Laminado 7 grano 40 7/8,13.0,6.5,13.0,1.5
06EC12,Escuadra Carpintero 12 14376,4.0,6.5,13.0,1.5
06ESCC,Escuadra Combinacion 12 14380,8.0,6.5,13.0,1.5
06ESCJ22,Escoba t/ Cepillo Med 57054,10.0,22.75,45.5,5.25
06ESP10,Espatula Tapizadora 10 14460,11.0,6.5,13.0,1.5
06ESPMA4,Espatula Mango Madera 4 14450,19.0,6.5,13.0,1.5
06FEL,Felpa 9 para rodillo 13885,0.0,61.75,123.5,14.25
06FRANE,Franela roja,53.0,6.5,13.0,1.5
06FRANG,Franela gris,64.0,6.5,13.0,1.5
06GASTPC,Gas tuerca izquierda p/pigtail,18.0,35.75,71.5,8.25
06GRAPP6,Grapa p/cable 6mm 48272 redonda,17.0,13.0,26.0,3.0
06GUAN,Guantes Nailon p/mecanico 13291,57.0,13.0,26.0,3.0
06GUANH,Guante de hule 23260,54.0,74.75,149.5,17.25
06GUAPVC,Guantes algodón puntos PVC trupper,23.0,15.166666666666668,30.333333333333336,3.5
06GUIA15,Guia p/cable 15m 17751,2.0,6.5,13.0,1.5
06IMPERUN,Impermeable Conjunto Med 14418,6.0,19.5,39.0,4.5
06LA120,Lija grano 120,45.0,32.5,65.0,7.5
06LAG125R,Alambre galv c12.5,18.0,16.25,32.5,3.75
06LI1000,Lija a 99 1000,43.0,6.5,13.0,1.5
06LIJA99150,Lija grano 150,41.0,32.5,65.0,7.5
06LIJA99220,Lija grano 220,62.0,32.5,65.0,7.5
06LIJA99240,Lija grano 240,46.0,162.5,325.0,37.5
06LIJA99280,Lija grano 280,56.0,32.5,65.0,7.5
06LIJA99320,Lija grano 320,44.0,22.75,45.5,5.25
06LIJAA99360,Lija grano 360,46.0,32.5,65.0,7.5
06LIJAA99500,Lija grano 500,27.0,32.5,65.0,7.5
06LIJAC99100,Lija grano 100,30.0,52.0,104.0,12.0
06LIJAC99180,Lija grano 180,49.0,17.875,35.75,4.125
06LIJACOB,LIJA COBRE,45.0,9.75,19.5,2.25
06LIJAESM,Lija j73 fino Lona 120 esmeril,65.0,17.875,35.75,4.125
06LIJAETG,Lija j73 grueso Lona 50 esmeril,93.0,6.5,13.0,1.5
06LIJAJ7380,Lija j73 mediano 80 lona esmeril,150.0,19.5,39.0,4.5
06LIJAMA,Lija k61 mediano p/madera,99.0,19.5,39.0,4.5
06LIJGRAN15,Lija grano 1500,34.0,32.5,65.0,7.5
06LIJGRAN20,Lija grano 2000,15.0,81.25,162.5,18.75
06LIMA8,Lima triangulo 8,1.0,6.5,13.0,1.5
06LLANDC,Llana diente cuadrado,10.0,19.5,39.0,4.5
06LLAV12,Llave p/taladro 1/2,14.0,6.5,13.0,1.5
06LLAV38,Llave p/taladro 3/8 16559,9.0,6.5,13.0,1.5
06LMC11243,Lima Media Caña 10,7.0,6.5,13.0,1.5
06MAC22,Machete pulido std 22,4.0,6.5,13.0,1.5
06MANG1ML,Manguera ind. trans 1,2.2,214.5,429.0,49.5
06MANGPN,Manguera nivel trans 5/16,199.55,113.75,227.5,26.25
06MANPJARML,Manguera jardin 1/2,399.35,108.33333333333334,216.66666666666669,25.0
06MANPN12,Manguera p/nivel 1/2,219.51,97.5,195.0,22.5
06MANPN14,Manguera p/nivel trans 1/4,337.86,84.5,169.0,19.5
06MANPNT38,Manguera p/nivel trans 3/8,226.78,58.5,117.0,13.5
06MARROB2,Marro Truper 2 lb 16506,6.0,6.5,13.0,1.5
06MARROB3,Marro Truper 3 lb 16507,5.0,6.5,13.0,1.5
06MASHUL,Mazo de hule 16oz,10.0,6.5,13.0,1.5
06MRT16,Martillo uña 16 TRUPER 16752,4.0,9.75,19.5,2.25
06NAVA6,Navaja multiusos 16950,27.0,6.5,13.0,1.5
06NIV36,Nivel 3 gotas 36 90cm 17038,2.0,9.75,19.5,2.25
06PALT,Pala cuadrada truper 17202 17161,18.0,6.5,13.0,1.5
06PASTSOLD,Pasta para soldar 100 g.,7.0,6.5,13.0,1.5
06PIJM8X1,Pija multiusos 8x1 44343,3754.0,1105.0,2210.0,255.0
06PINE8,Pinza electricista 8 17304,8.0,6.5,13.0,1.5
06PINT300,Pinza p/tierra truper 14234,5.0,6.5,13.0,1.5
06PIPC7,Pinza de punta y corte 7,7.0,6.5,13.0,1.5
06PISN10,Pison 10x10,2.0,6.5,13.0,1.5
06PLOMPAL,Plomada p/albañil,1.0,6.5,13.0,1.5
06PPC10,Pinza pela cables 10 17358,2.0,6.5,13.0,1.5
06R09521,Carrucho Hilo de Plastico,31.0,6.5,13.0,1.5
06RAF1,Rafia 44492 1 kilo,67.0,6.5,13.0,1.5
06RAF12,Rafia 45032 1/2 kilo,0.0,6.5,13.0,1.5
06RAYPA,Rayador p/acabados,9.0,6.5,13.0,1.5
06REGIUSA1,Regulador Gas 1 via 49225,20.0,9.75,19.5,2.25
06RODRUG,Rodillo rugoso 9 13877,38.0,32.5,65.0,7.5
06SERRS20,Serrote supremo 20 18168,1.0,19.5,39.0,4.5
06SOL1,Soldadura Premium 1mt 50/50,4.06,32.5,65.0,7.5
06SUJMAT,Sujetador con matraca 675 kg truper 19281,4.0,6.5,13.0,1.5
06TALAHAB,Talache Hacha truper 5 lb 18648,3.0,6.5,13.0,1.5
06VALVCH,Valvula chek colum 1/2,55.0,0.0,0.0,0.0
06VALVCO14,Valvula chek 3/4 49077,20.0,19.5,39.0,4.5
06VOLTAL,Volteador aluminio 15421,6.0,6.5,13.0,1.5
0827107,Contacto 2 polos tierra Volteck Basic,60.0,0.0,0.0,0.0
0846001,Contacto apagador Voltech 46001,40.0,13.0,26.0,3.0
0846079,Cable duplex 12 truper,83.6,65.0,130.0,15.0
0846113,Contacto Blindado 2 Polos 3 Hilos 46113,42.0,6.5,13.0,1.5
0846120,Contacto indust ref 2 polo 3 hilos 46120,75.0,10.833333333333334,21.666666666666668,2.5
0846122,Clavija de hule bolsa 2 pz voltech,35.0,6.5,13.0,1.5
0846202,Clavija blindad 2 polo 3 hilos 46202,33.0,8.125,16.25,1.875
0846284,Canaleta 1v 46284 c/ad,51.0,13.0,26.0,3.0
0846315,Pila alcalina AA 46315,30.0,6.5,13.0,1.5
0846509,Portalampara hule c/cable Voltech,91.0,71.5,143.0,16.5
0846856,Foco Led 6w 46856,86.0,19.5,39.0,4.5
0846858,Foco Led 9w 46858,46.0,81.25,162.5,18.75
0846860,Foco Led 12w  46860,65.0,26.0,52.0,6.0
0846985,Condulet FS 1/2,39.0,13.0,26.0,3.0
0847276,Cartucho Fusible 30A,56.0,13.0,26.0,3.0
0848018,Extencion blanca 5 mts 48018,13.0,6.5,13.0,1.5
0848051,Extencion uso rudo 30m voltech,6.0,6.5,13.0,1.5
0848130,Contacto duplex aterrizado blanco linea iltaliana,23.0,49.833333333333336,99.66666666666667,11.5
0848132,Apagador blanco 48132,52.0,26.0,52.0,6.0
0848133,Placa 2 Ventanas Blanca 48133,78.0,15.166666666666668,30.333333333333336,3.5
0848134,Placa 1 Ventana Blanca 48134,67.0,24.375,48.75,5.625
0848139,Interruptor para timbre linea italiana blanco,46.0,6.5,13.0,1.5
0848215,Foco 24w Espiral T4 Voltech 48215,33.0,13.0,26.0,3.0
08AP48137,Apagador Escalera 48137,36.0,9.75,19.5,2.25
08APASA,Apagador Blanco volteck,0.0,13.0,26.0,3.0
08CABEX16,Cable p/extencion 16,30.5,130.0,260.0,30.0
08CAJCHR,Caja chalupa ref,464.0,128.47058823529412,256.94117647058823,29.647058823529413
08CAJO4R,Caja octagonal 4x4 ref,405.0,92.02631578947368,184.05263157894737,21.236842105263158
08CON48135,Contacto Blanco 48132,0.0,39.0,78.0,9.0
08CONDOC34,Condulet oc 3/4,8.0,32.5,65.0,7.5
08CONSEN,Contacto sencillo 48135,56.0,68.25,136.5,15.75
08CSV48131,Contacto sencillo volteck 48131,67.0,13.0,26.0,3.0
08EXTENCID,Extencion uso rudo 6m 48044,21.0,6.5,13.0,1.5
08FOCE13,Foco Espiral 13w 20100,23.0,9.75,19.5,2.25
08FOCOO75,Foco espiral 85w 48223,5.0,13.0,26.0,3.0
08PALB,Probador de Corriente Alt. 13989,5.0,6.5,13.0,1.5
08SOQCCC,Soquet con cadena,74.0,68.25,136.5,15.75
08SOQS,Soquet sencillo,42.0,71.5,143.0,16.5
08TAPD,Tapa duplex,29.0,13.0,26.0,3.0
08TAPDM,Tapa duplex marfil,31.0,24.7,49.4,5.699999999999999
04CHPFANL,Chapa Fanal 175,201.0,0.0,0.0,0.0
05FESLTO,Festerbond Litro,195.0,0.0,0.0,0.0
04HCEPLL,Cerr perilla c/llave,8.0,6.0,12.0,1.0
04L470IB,Cerrojo Lock,0.0,6.0,12.0,1.0
04L570DCB,Cerr Der Barra Libre Llave Estandar,19.0,12.0,24.0,2.0
04L570ICB,Cerr Izq Barra Libre Llave Estandar,20.0,6.0,12.0,1.0
04S104,Cerr Sobrep Llave Std Der Look,62.0,6.0,12.0,1.0
04HDDC412,Disco corte makita 1/16  4 1/2 (B-18409),420.0,55.63636363636364,111.27272727272728,9.272727272727273
04HSO1318,Soldadura 6013 1/8,531.1,25.200000000000003,50.400000000000006,4.2
04HSO13332,Soldadura 6013 3/32,519.275,9.0,18.0,1.5
04HFPM2G,Pasador mauser 2 galv/lat,119.0,42.0,84.0,7.0
04HFPM4L,Pasador mauser 4 laton,123.0,18.0,36.0,3.0
04HPPB141,Pijas p/broca 1/4x1,12042.0,1334.25,2668.5,222.375
04HPPB14112,Pijas p/broca 1/4x1 1/2,3394.0,1072.5,2145.0,178.75
04HPPB142,Pijas p/broca 1/4x2,4540.0,120.0,240.0,20.0
04HPPB1434,Pijas p/broca 1/4x3/4,5224.0,1200.0,2400.0,200.0
04HSI2110,Soldadura Infra 6011 1/8,443.86,13.333333333333334,26.666666666666668,2.2222222222222223
04HSI2176,Soldadura Infra 6013 PN 3/32,347.46,30.271428571428572,60.542857142857144,5.045238095238095
04HSI2178,Soldadura Infra 6013 PN 1/8,317.07,36.216,72.432,6.0360000000000005
04HSO11332,Soldadura 6011 3/32,479.75,11.318181818181818,22.636363636363637,1.8863636363636365
04HSO1818,Soldadura 7018 1/8,68.45,74.0,148.0,12.333333333333334
052259,Coladera universal fleximatic 2259,54.0,26.0,52.0,6.0
052264,Coladera universal directa mod 22,21.0,36.833333333333336,73.66666666666667,8.5
05ANCLAV,Anclas p/fijar lavabo,196.0,13.0,26.0,3.0
05BLW,Block Vidrio Nube Cloudy 19x19x8,52.0,24.375,48.75,5.625
05BRIDAFNM,Brida flexible corta 4,17.0,35.75,71.5,8.25
05BRIDFM,Brida flexible para migitorio 2,7.0,6.5,13.0,1.5
05CILIG4,Cilindro Gas 4 kg,1.0,6.5,13.0,1.5
05CODGALV1290,Galv Codo 1/2 x 90,84.0,43.333333333333336,86.66666666666667,10.0
05CODPVR401,Pvc Hco Codo 1/2 x 90 cem/rosc,59.0,6.5,13.0,1.5
05COFLEXC,Coflex lavabo marca coflex,54.0,9.75,19.5,2.25
05COFLEXWCC,Coflex para WC marca coflex,49.0,23.833333333333332,47.666666666666664,5.5
05CONIN1,Cobre Conector int c/f 1,30.0,6.5,13.0,1.5
05COPGAL12,Galv Cople 1/2,72.0,30.875,61.75,7.125
05COPPVCH2,Pvc Hco Cople 2,26.0,65.0,130.0,15.0
05CPH1,Pvc Hco Codo 1 x 90,188.0,15.166666666666668,30.333333333333336,3.5
05CUECERCG,Cuello de Cera c/Guia,81.0,8.666666666666666,17.333333333333332,2.0
05GALVNB2,Galv Niple Botella 2,18.0,13.0,26.0,3.0
05GC114,Galv Cople 1 1/4,15.0,6.5,13.0,1.5
05JUEACB,Juego accesorios p/baño,6.0,58.5,117.0,13.5
05JUEGHH,Juego herrajes p/wc psa005 coflex,20.0,8.666666666666666,17.333333333333332,2.0
05LJBC,Lavabo jazmin blanco cato,14.0,6.5,13.0,1.5
05LLAEROSR,Llave p/empotrar roscable rugo,13.0,6.5,13.0,1.5
05LLAND,Llave nariz 1/2 Rugo,17.0,6.5,13.0,1.5
05NIPGAL123,Galv Niple 1/2 x 3,25.0,6.5,13.0,1.5
05NIPGALV1250,Galv Niple 1/2 x 50cm,22.0,39.0,78.0,9.0
05PEGADO50,Pegamento alta dens omega 50 ml,56.0,9.75,19.5,2.25
05TANQES180,Tanque estacionario 180 lts,2.0,6.5,13.0,1.5
05TAPHGAL12,Galv Tapon Hembra 1/2,87.0,35.75,71.5,8.25
05TAPMGAL12,Galv Tapon Macho 1/2,121.0,19.5,39.0,4.5
05TAPMPVC6,Pvc Tapon Macho 6,17.0,19.5,39.0,4.5
05TEEPVC42,Pvc Tee 4 x 2,20.0,35.75,71.5,8.25
05TG121,Galv Niple 1/2 x 100cm,13.0,26.0,52.0,6.0
05TPCBAGAZ,Tanque p/baño color blanco (Aguazul),12.0,13.0,26.0,3.0
05TUBCOL12,Tubo Cobre Tipo L 1/2,94.78,59.475,118.95,13.725000000000001
05TUBCOL34,Tubo Cobre Tipo L 3/4,166.0,32.5,65.0,7.5
05TUBCOM12,Tubo Cobre Tipo M 1/2,173.24,79.3,158.6,18.299999999999997
05TUBCOM34,Tubo Cobre Tipo M 3/4,175.9,118.95,237.9,27.450000000000003
05TUBGALV12,Tubo galv p/cond agua 1/2 6.4m,31.0,16.25,32.5,3.75
