Claart,Fecncre,Cant,Clacli,Clatipcli,Numfac
03SOL14114,24/11/21,5.1,ITS171,0,ZI053001
05CODPVC490,25/11/21,3.0,MRS2043,0,ZI053123
02ANGA,25/11/21,5.0,MRS2043,0,ZI053155
02ECLE305,25/11/21,7.0,MRS2043,0,ZI053155
01ALAM,25/11/21,20.0,MRS2043,0,ZI053153
03ANG14114,26/11/21,36.0,ROGD74,1,ZI053137
04HDCM7,26/11/21,3.0,ROGD74,1,ZI053137
01CEMCAZ50,26/11/21,10.0,AACE611,0,ZI053011
03LA10126400,29/11/21,12.0,TTS901,1,ZI050162
05ESCC1324,29/11/21,1.0,TTS901,1,ZI050162
0618574,29/11/21,1.0,TTS901,1,ZI050162
01ARM1543,30/11/21,10.0,CAC8710,0,ZI053265
03PC15020Z,30/11/21,9.9,MRS2043,0,ZI053426
01GRA,30/11/21,3.0,MRS2043,0,ZI053426
01CEMB,12/01/21,5.0,MRS379,9,ZI053408
03PC12518,12/01/21,21.6,EAMF78,1,ZI053400
03LAT41014,12/01/21,1.0,MRS2162,0,ZI053236
03PTR214,12/01/21,35.2,MRS2162,0,ZI053236
04HSI2178,12/01/21,1.0,MRS2162,0,ZI053236
03VCUA38,12/03/21,74.8,MRS2043,0,ZI053613
05CODOPLUSMACHO,12/06/21,1.0,MRS2043,0,ZI053680
05CODPL12,12/06/21,2.0,MRS2043,0,ZI053680
05CODPL34,12/06/21,4.0,MRS2043,0,ZI053680
05CONIN12,12/06/21,1.0,MRS2043,0,ZI053680
05CONP34,12/06/21,1.0,MRS2043,0,ZI053680
05COPL12,12/06/21,2.0,MRS2043,0,ZI053680
05COPL34,12/06/21,2.0,MRS2043,0,ZI053680
05TEECO12,12/06/21,1.0,MRS2043,0,ZI053680
04CUEN58,12/06/21,16.0,MRSZI046,0,ZI053716
04PINACANJ3,12/06/21,14.0,MRSZI046,0,ZI053716
05AO2,12/06/21,10.0,MRS2043,0,ZI053725
06PIJ10112,12/06/21,20.0,MRS2043,0,ZI053725
05CODPL34,12/06/21,6.0,MRS2043,0,ZI053740
05CONPL34,12/06/21,4.0,MRS2043,0,ZI053740
05TEEPL34,12/06/21,4.0,MRS2043,0,ZI053740
01PAB,12/07/21,3.0,TSP98,4,ZI051182
01CEMB,12/07/21,1.0,TSP98,4,ZI051182
03SOL18212,12/07/21,18.8,MRS2043,0,ZI053770
03PTR2114,12/07/21,264.0,MRS2043,0,ZI053798
01ARM153,12/08/21,2.0,CDI01,4,ZI053698
03A030,02/09/22,5.6,MRSZI046,0,ZI057290
03LPCR724,12/10/21,5.0,MRS2043,0,ZI054026
01ARE,14/12/21,1.0,MRSZI046,0,ZI054077
03VCUA12,14/12/21,78.0,MRS2043,0,ZI054157
01CEMCAZ50,16/12/21,2.0,MRSZI0052,0,ZI054243
04L570DCB,20/12/21,1.0,ICI1803,0,ZI054469
06MACI12175,21/12/21,20.0,MRS2043,0,ZI054536
02TORE118,24/12/21,500.0,MRS2043,0,ZI054678
01ALREC,24/12/21,50.0,MRSZI0086,0,ZI054479
06PEB1,27/12/21,4.0,MRS2043,0,ZI054729
03SOL182,01/03/22,16.2,MRSZI501,0,ZI054351
03LAMINOX410C18,01/03/22,1.0,MRSZI501,0,ZI054910
04CUE12,01/03/22,49.0,SNM93,1,ZI055088
01CAS651,01/03/22,1.0,MRSZI046,0,ZI055104
03ANG14112,01/03/22,44.0,MRSRNP72,0,ZI054822
03LPCR726,01/03/22,7.0,MRS2286,0,ZI054994
03LN31014,01/03/22,2.0,MRSRNP72,0,ZI054819
03PTR11214,01/03/22,195.0,MRSRNP72,0,ZI054819
03PTR11414,01/03/22,10.8,MRSRNP72,0,ZI054819
04MDG163,01/03/22,9.0,MRSRNP72,0,ZI054819
03PTR2114,01/04/22,66.0,MRS2043,0,ZI055181
01ARECARR,01/07/22,2.0,APA11,0,ZI055361
03TAB33,01/07/22,18.6,MRSZI013,8,ZI055264
05LLAN12UN,01/10/22,5.0,MRSZI0047,0,ZI055205
02ECAG6305,01/11/22,1.0,MRSZI046,0,ZI055478
01CEMCAZ50,01/11/22,3.0,MRS636,8,ZI055450
04HSI2110,01/12/22,1.0,MRSZI046,0,ZI055612
03M22518,01/12/22,7.6,MRSZI046,0,ZI055623
03PTR114,13/01/22,4.2,MRSZI046,0,ZI055667
05ADAPHC34,13/01/22,1.0,MRS2043,0,ZI055722
05CODPVCH3490,13/01/22,3.0,MRS2043,0,ZI055722
05COPPVCH34,13/01/22,2.0,MRS2043,0,ZI055722
05TEEPVCH34,13/01/22,5.0,MRS2043,0,ZI055722
05TUBPVCHA34,13/01/22,0.5,MRS2043,0,ZI055722
01ARM1543,13/01/22,2.0,GURG61,0,ZI055694
03LA10126300,14/01/22,3.0,MRSZI046,0,ZI055758
03TC30L,18/01/22,4.0,HEML77,1,ZI055864
03LG31026,19/01/22,2.0,MRSZI046,0,ZI055791
04HSI2178,20/01/22,1.0,MRSZI046,0,ZI056059
01BLO15,26/01/22,500.0,MRS2043,0,ZI056408
02COMSL5,26/01/22,1.0,MRS2043,0,ZI056470
03LA10126400,29/01/22,15.0,RODH66,6,ZI056472
03LA10126500,29/01/22,5.0,RODH66,6,ZI056472
04CUEF12,29/01/22,5.0,MRS2043,0,ZI056676
06REDG1,02/01/22,1.0,MRS2043,0,ZI056708
03LA10126300,02/01/22,3.0,MRSZI046,0,ZI056797
03PR20018,02/01/22,13.2,MRSZI046,0,ZI056797
04HDDC7,02/01/22,1.0,MRS2043,0,ZI056837
06LIJ86G80,02/01/22,1.0,MRS2043,0,ZI056837
03TM181,02/02/22,17.6,MRSZI046,0,ZI056695
05TUBPVCN2,02/02/22,6.0,MRS2043,0,ZI056930
03CAN4,02/03/22,50.0,COGN81,0,ZI056816
03SOL3164,02/03/22,24.0,COGN81,0,ZI056816
08BICCH10,02/03/22,10.0,MRS2043,0,ZI057011
03PP30020,02/04/22,10.6,MRSZI046,0,ZI057029
03PTR11414,02/04/22,10.8,MRSZI046,0,ZI057029
01ARM1543,02/04/22,3.0,MRS2043,0,ZI057090
03RIEL1500,02/07/22,180.0,MRS2043,0,ZI057213
02EPP6305,02/10/22,15.0,ASM,0,ZI057420
03PR40018,02/10/22,15.8,MRS2043,0,ZI057386
08PASQ30,02/11/22,1.0,MRS2157,0,ZI057524
06CLA1,02/11/22,10.0,MRSZI046,0,ZI057480
06CLA212,02/11/22,2.0,MRSZI046,0,ZI057480
04CUEN12,14/02/22,162.0,EAGI80,4,ZI057484
01CEMCAZ50,18/02/22,1.0,MRS1987,8,ZI057751
04HRGCC3,19/02/22,2.0,MRS2043,0,ZI057961
03LG31026,19/02/22,2.0,FAL03,4,ZI057459
0615191,19/02/22,1.0,MRS2043,0,ZI057972
01CEMCAZ50,22/02/22,2.0,MRS2043,0,ZI058121
03PR40018,22/02/22,23.7,MRS2043,0,ZI058150
03PTR4414,23/02/22,145.6,RODH66,6,ZI058163
04HCR16,23/02/22,2.0,RODH66,6,ZI058163
0649491,23/02/22,1.0,MRS2043,0,ZI058264
03PTR114,25/02/22,84.0,MRSZI046,0,ZI058271
01ARM15254,25/02/22,1.0,MRSZI046,0,ZI058337
01CEMCAZ50,25/02/22,1.0,MRSZI0025,0,ZI058394
01BAB1030,03/02/22,635.0,MRS2043,0,ZI058528
03TC30L,03/02/22,1.0,MRSZI046,0,ZI058588
03PTR2114,03/02/22,19.8,MRSZI046,0,ZI058666
03PTR34,03/02/22,12.6,MRSZI046,0,ZI058666
05PLJLR20,03/02/22,6.0,MRS2043,0,ZI058559
0623209,03/02/22,1.0,MRSZI046,0,ZI058600
03VCUA12,03/02/22,28.0,MRS2043,0,ZI058775
03TC302,03/03/22,1.0,RIZA68,1,ZI058498
03ANG18112,03/03/22,35.4,MRS2043,0,ZI058852
03LN41020,03/04/22,1.0,MRS2043,0,ZI058882
06MACI102,03/04/22,120.0,RUBE79,0,ZI058784
03PR12518,03/04/22,84.0,MHC20,0,ZI058860
01ARM124,03/04/22,3.0,MRSZI046,0,ZI058905
01VAR38,03/04/22,10.0,MRSZI046,0,ZI058894
0846122,03/05/22,2.0,MRS2043,0,ZI058931
03MD1834,03/08/22,3.8,MRS2043,0,ZI059122
03PC10020,03/08/22,4.6,OOFP82,14,ZI059007
01EST1525,03/10/22,50.0,LOGD94,8,ZI059282
08PVAL12,03/10/22,9.0,COE05,4,ZI059230
01ES,03/11/22,1.0,VILJ75,0,ZI059342
01BLO15,03/11/22,25.0,MRSZI046,0,ZI059133
067228,16/03/22,1.0,MRSZI046,0,ZI059677
03LA10126400,16/03/22,3.0,RODH66,6,ZI059339
01ARM1543,18/03/22,7.0,MRS2043,0,ZI059901
01CEMCAZ50,18/03/22,1.0,MRSZI013,8,ZI059766
03K30020,18/03/22,36.0,MRSZI046,0,ZI059836
04HSO11332,18/03/22,2.06,MRS2043,0,ZI059917
04HBISL3,18/03/22,6.0,MRSZI046,0,ZI059863
04HCR,18/03/22,8.0,MRSZI046,0,ZI059863
04HPER,18/03/22,8.0,MRSZI046,0,ZI059863
04MANTUB,18/03/22,12.0,VILJ75,0,ZI059862
06CLAP2,18/03/22,10.0,VILJ75,0,ZI059862
05CODPVC445,19/03/22,1.0,MRSZI046,0,ZI059939
05TUBPVCN4,19/03/22,6.0,MRSZI046,0,ZI059939
06CLA212,23/03/22,6.0,CAC8710,0,ZI060056
01VAR38,23/03/22,1.0,MRSZI046,0,ZI060173
01VAR38,24/03/22,2.0,MRSZI046,0,ZI060185
05VALPVCER112,24/03/22,1.0,MRSZI046,0,ZI060210
04HSI2178,24/03/22,5.0,MRSZI046,0,ZI060305
03SOL316114,28/03/22,7.4,HEML77,1,ZI060382
03TC3031,28/03/22,1.0,HEML77,1,ZI060382
03VRED34,28/03/22,13.8,HEML77,1,ZI060382
06CLA112,30/03/22,1.0,MRSZI046,0,ZI060517
03M22518,30/03/22,3.8,MRS2043,0,ZI060601
03101AL18,04/01/22,11.1,MRSZI046,0,ZI060765
03103TS18,04/01/22,8.4,MRSZI046,0,ZI060765
03121CH20,04/01/22,18.0,MRSZI046,0,ZI060765
03122ES18,04/01/22,7.6,MRSZI046,0,ZI060765
03124GVC18,04/01/22,4.2,MRSZI046,0,ZI060765
03PC10018,04/01/22,17.4,MRSZI046,0,ZI060765
03SOL181,04/01/22,4.0,MRSZI046,0,ZI060765
03SOL1812,04/01/22,6.0,MRSZI046,0,ZI060765
03TM1812,04/01/22,28.6,MRSZI046,0,ZI060765
03VCAR12,04/01/22,7.7,MRSZI046,0,ZI060765
04FLBAR,04/01/22,8.0,MRSZI046,0,ZI060765
04HCR,04/01/22,10.0,MRSZI046,0,ZI060765
04HPER,04/01/22,10.0,MRSZI046,0,ZI060765
04MEDCV,04/01/22,10.0,MRSZI046,0,ZI060765
GTRAS,04/01/22,1.0,MRSZI046,0,ZI060765
03R400C20,04/01/22,11.8,MRS2043,0,ZI060840
03TM181,04/01/22,8.8,MRS2043,0,ZI060840
01ARE,04/04/22,0.5,MRS2043,0,ZI060949
08CONCO114,04/04/22,2.0,MAR03,1,ZI060894
08TUBC114PD,04/04/22,1.0,MAR03,1,ZI060894
03ANG3162,04/05/22,35.0,MRS2043,0,ZI060772
06PIJ8112,04/06/22,200.0,MRSZI046,0,ZI061101
06MED12,04/06/22,1.0,MRS2043,0,ZI061107
01TAR,04/07/22,8.0,ZI0003,0,ZI057037
03PP30018,04/07/22,14.0,OEMC74,0,ZI060861
03SOL316112,04/08/22,17.0,CACX66,0,ZI060787
04HRG,04/08/22,2.0,CACX66,0,ZI060787
05VAL12,04/11/22,1.0,MRS2043,0,ZI061319
03TM183,04/12/22,14.4,MRSZI046,0,ZI061353
01CEMCAZ50,13/04/22,3.0,MRS2043,0,ZI061466
05E308,19/04/22,5.0,RUTR7,0,ZI061570
08E362560,20/04/22,2.0,MRSZI013,8,ZI061454
04HSO1818,23/04/22,5.0,RODH66,6,ZI061402
06PIJ10112,23/04/22,500.0,MRS2043,0,ZI061952
01ARM1543,23/04/22,2.0,MRS2043,0,ZI061944
06CLASC34,25/04/22,0.84,MRS2043,0,ZI062013
02CINJ,26/04/22,1.0,MRS2043,0,ZI062028
01BAB1030,29/04/22,1.0,HEBJ750,0,ZI062172
0848133,29/04/22,10.0,MRSZI0047,0,ZI062053
087595,29/04/22,10.0,MRSZI0047,0,ZI062053
08APASA,29/04/22,10.0,MRSZI0047,0,ZI062053
03103TS18,30/04/22,8.4,MRS2043,0,ZI062297
03127TDC18,30/04/22,11.2,MRS2043,0,ZI062297
01ARM124,05/03/22,10.0,MRS2043,0,ZI062349
01MALSOL10,05/03/22,7.5,MRS2043,0,ZI062142
01PPS,05/05/22,5.0,BMU860,4,ZI059814
08CAJCHR,05/05/22,10.0,MRSZI0096,0,ZI062429
01CEMCAZ50,05/06/22,1.0,MRS2043,0,ZI062553
01COMB34,05/07/22,1.0,FAL03,4,ZI062549
01VAR112,05/07/22,1.0,MRSZI046,0,ZI062510
03PR10018,05/07/22,17.6,MRS2043,0,ZI062709
01VAR38,05/12/22,1.0,MRSZI0025,0,ZI062788
01EST1520,13/05/22,29.2,MRS2043,0,ZI062944
06ESPA34,16/05/22,1.0,MRS2043,0,ZI063034
08RON34,16/05/22,2.0,MRS2043,0,ZI063034
08TUER34,16/05/22,2.0,MRS2043,0,ZI063034
03CABG,18/05/22,35.0,MAAG76,1,ZI061484
03VRED14,19/05/22,14.0,MOSTFETS,0,ZI063119
03PC10018,20/05/22,272.6,MRS2043,0,ZI063374
03PERC050,20/05/22,5.6,MRS2043,0,ZI063374
04CUEF12,21/05/22,20.0,MRS2043,0,ZI063411
05CODPVC645,25/05/22,6.0,RODH66,6,ZI063338
03TM181,25/05/22,2.2,MRSZI046,0,ZI063468
03LAMGT366,26/05/22,2.0,MRS2043,0,ZI063680
05EXXTGT,26/05/22,1.0,MRS2043,0,ZI063681
01ALREC,31/05/22,20.0,MRSZI046,0,ZI063944
03127TDC18,06/02/22,10.8,COGF68,1,ZI064024
03LN31018,06/02/22,1.0,MRS2043,0,ZI063997
01ARECARR,06/03/22,2.0,MRSZI046,0,ZI064089
01CCOMB34,06/03/22,2.0,MRSZI046,0,ZI064089
01EST1520,06/04/22,9.8,MRS2043,0,ZI064211
01SON20,06/04/22,4.0,MRS2043,0,ZI064211
01ES,06/06/22,1.0,MRSZI046,0,ZI064124
03103TS20,06/06/22,6.4,MRS2043,0,ZI064328
03K30020,06/06/22,2.0,MRS2043,0,ZI064328
03LN31018,06/06/22,1.0,MRS2043,0,ZI064328
03M22520,06/06/22,5.8,MRS2043,0,ZI064328
03PP10020,06/06/22,12.4,MRS2043,0,ZI064328
01ARM1543,06/07/22,2.0,MRS2043,0,ZI064321
06TAQ516,06/09/22,12.0,MRS2043,0,ZI064568
04CHPAV,06/10/22,1.0,MRS2043,0,ZI064587
04HTAQ14,06/11/22,10.0,MRS2043,0,ZI064661
05AO2,06/11/22,4.0,MRS2043,0,ZI064661
06PIJ8112,06/11/22,10.0,MRS2043,0,ZI064661
01ARM1530,06/11/22,3.0,MRSZI046,0,ZI064679
03TAB33,13/06/22,4.0,MRS2043,0,ZI064687
01BLO10,13/06/22,100.0,MRS2043,0,ZI064687
03P10018,14/06/22,16.0,MRSZI046,0,ZI064744
01ARM124,14/06/22,1.0,MRS2043,0,ZI064825
01SON15,14/06/22,1.0,MRS2043,0,ZI064825
05TINRTT1100,17/06/22,1.0,MRS2043,0,ZI064970
03TC30114,18/06/22,1.5,MRSZI046,0,ZI064963
03TM18112,20/06/22,21.0,MRS2043,0,ZI065100
05CODPVCH3490,23/06/22,3.0,MRS2043,0,ZI065273
05COPPVCH34,23/06/22,3.0,MRS2043,0,ZI065273
05PEGAD120,23/06/22,1.0,MRS2043,0,ZI065273
05TEEPVCH34,23/06/22,2.0,MRS2043,0,ZI065273
05TUBPVCHA34,23/06/22,4.0,MRS2043,0,ZI065273
04HBISTU12,23/06/22,15.0,MRS650,0,ZI065194
05CODC3490CX,23/06/22,2.0,OCP100,3,ZI065399
05CODCP9034,23/06/22,2.0,OCP100,3,ZI065399
03122ES18,23/06/22,3.8,MRSZI046,0,ZI065339
060025,23/06/22,1.0,MRS2043,0,ZI065436
06BOQUILCH,23/06/22,3.0,MRS2043,0,ZI065436
06MANAS3,24/06/22,7.0,MRS2043,0,ZI065491
03k30018,24/06/22,16.0,MRSZI046,0,ZI065419
04CERRSEGINX,28/06/22,1.0,MRS2043,0,ZI065436
03LA10126300,07/01/22,2.0,COGF68,1,ZI065715
04HPPB141,07/01/22,100.0,COGF68,1,ZI065715
0614240,07/01/22,1.0,COGF68,1,ZI065715
06PES300T,07/01/22,1.0,COGF68,1,ZI065715
06TAQA383,07/01/22,4.0,COGF68,1,ZI065715
05TUBCPVC34,07/01/22,21.2,TGC07,4,ZI065741
01CEMCAZ50,07/02/22,175.0,GOMF64,3,ZI065806
03RIEL18,07/02/22,14.8,MRS2043,0,ZI065908
04HCR16,07/02/22,2.0,MRS2043,0,ZI065908
08POL1234,07/02/22,200.0,MRS2043,0,ZI065948
0847289,07/07/22,2.0,MRS2043,0,ZI066166
08POL12,07/09/22,700.0,MRSZI1234,8,ZI066272
03POL88,07/11/22,43.2,MRS2043,0,ZI066366
06RODRUG,07/11/22,2.0,MRS2043,0,ZI066418
01BLO10,07/12/22,40.0,ZAOC7,0,ZI065694
02CINJ,07/12/22,1.0,MRS2043,0,ZI066502
02COMP12,07/12/22,1.0,MRS2043,0,ZI066502
02PANN2,07/12/22,1.0,MRS2043,0,ZI066502
05TINT750,13/07/22,1.0,MRS2043,0,ZI066653
03TC3012,13/07/22,2.0,EAGI80,4,ZI066219
01SON20,14/07/22,3.0,MRSZI046,0,ZI066260
04HDCM14,14/07/22,3.0,EAGI80,4,ZI066515
01ARM204,16/07/22,4.0,ZUM74,1,ZI064577
01CEMCAZ50,16/07/22,2.0,ZUM74,1,ZI064577
03PTR11210,16/07/22,130.8,ZUM74,1,ZI064577
03PTR11214,16/07/22,104.0,ZUM74,1,ZI064577
04HSI2178,16/07/22,2.0,ZUM74,1,ZI064577
01CEMCAZ50,16/07/22,4.0,ZUM74,1,ZI065471
03SOL141211,16/07/22,3.8,ZUM74,1,ZI065471
03VCUA38,16/07/22,4.4,ZUM74,1,ZI065471
05VALPVCER12,19/07/22,3.0,MRS2043,0,ZI067011
01TAR,21/07/22,6.0,MRS2043,0,ZI067146
03SOL18112,21/07/22,6.2,RIN85,4,ZI066917
08POL1234,21/07/22,30.0,MRS2043,0,ZI067167
03P10018,22/07/22,28.0,MRSZI046,0,ZI067080
08ROS225,25/07/22,4.0,MRSZI046,0,ZI067300
05CONP34,26/07/22,1.0,CACX9110,0,ZI066886
03PERC050,26/07/22,5.6,EAMF78,1,ZI067451
03LPCR723,26/07/22,1.0,MRSZI046,0,ZI067315
03LG416,28/07/22,7.0,FHR18,0,ZI065569
03SOL14112,28/07/22,24.0,FHR18,0,ZI065569
03SOL14114,28/07/22,30.6,FHR18,0,ZI065569
04HDCM14,28/07/22,2.0,FHR18,0,ZI065569
04HDDC7,28/07/22,5.0,FHR18,0,ZI065569
04HSI2110,28/07/22,5.0,FHR18,0,ZI065569
03122ES20,30/07/22,2.9,MRSZI046,0,ZI067688
03PR10020,30/07/22,6.4,MRS2043,0,ZI067763
06MP61,08/01/22,45.0,MRE70,1,ZI067819
0647665,08/02/22,1.0,SARR560,0,ZI067730
06IMPTR19,08/04/22,2.0,MRS2043,0,ZI068133
01CAL,08/06/22,5.0,MRS2043,0,ZI068240
01CEMCAZ50,08/08/22,1.0,MRSZI046,0,ZI068058
04HSI2178,08/09/22,5.0,MRSZI046,0,ZI068288
03PC12518,08/09/22,7.2,MRS2043,0,ZI068418
03PC12520,08/09/22,11.2,MRS2043,0,ZI068418
04PRR5,08/10/22,12.0,UMA96,4,ZI068377
03121CH20,08/10/22,12.0,UMA96,4,ZI068440
03PERC050,08/10/22,2.8,MRSZI046,0,ZI068454
05COFLEXWCC,08/10/22,1.0,MRS2043,0,ZI068518
05CONTD,08/11/22,1.0,MRS2043,0,ZI068528
03TAB3Z,08/11/22,6.2,MRSZI046,0,ZI068496
04HDCM14,08/11/22,5.0,MRSZI046,0,ZI068496
03PP40018,13/08/22,17.6,MRSZI046,0,ZI068588
05TUBGALV522,15/08/22,0.5,MRS2043,0,ZI068713
01CAS651,16/08/22,467.0,MRSZI0025,0,ZI068685
01CEMCAZ50,16/08/22,1.0,RAGA820,8,ZI068705
03SOLP12,16/08/22,34.2,MRSZI046,0,ZI068775
06CLA8,20/08/22,4.0,MRS2043,0,ZI069116
06CLAC212,20/08/22,2.0,MRS2043,0,ZI069116
0611987,22/08/22,1.0,MRS2043,0,ZI069195
01ALREC,25/08/22,25.0,MUNICIPIO5,4,ZI067219
01VAR38,25/08/22,50.0,MUNICIPIO5,4,ZI067219
01VAR38,25/08/22,50.0,MUNICIPIO5,4,ZI067220
01ALREC,25/08/22,25.0,MUNICIPIO5,4,ZI067220
08POL12,25/08/22,100.0,MRS2043,0,ZI069443
03127TDC18,26/08/22,11.2,MRS2043,0,ZI069541
03131MOS20,26/08/22,8.0,MRS2043,0,ZI069541
01BLO12,26/08/22,500.0,MRSZI046,0,ZI069573
04HHROS,30/08/22,100.0,MRSZI046,0,ZI069735
03TC30114,30/08/22,4.0,LOMM64,1,ZI069226
01ALREC,09/01/22,6.0,MRSZI046,0,ZI069874
01ARE,09/01/22,1.0,MRSZI046,0,ZI069874
01ARM124,09/01/22,8.0,MRSZI046,0,ZI069874
01BLO12,09/01/22,400.0,MRSZI046,0,ZI069874
01CAL,09/01/22,1.0,MRSZI046,0,ZI069874
01CEMCAZ50,09/01/22,10.0,MRSZI046,0,ZI069874
01COMB34,09/01/22,2.0,MRSZI046,0,ZI069874
06CLA212,09/01/22,1.0,MRSZI046,0,ZI069874
03TAB33,09/02/22,124.0,EALS741,0,ZI070053
01CAS111,09/02/22,10.0,MRS2043,0,ZI070079
08POL12,09/05/22,15.0,MRS2043,0,ZI070133
01CBCO25F,09/06/22,8.0,MRS2043,0,ZI070279
05TUBPVCN4,09/06/22,12.0,MRS2043,0,ZI070279
01ES,09/06/22,1.0,MRSZI046,0,ZI069973
01BAB1030,09/09/22,234.0,MRS2043,0,ZI070463
03TAB36,09/09/22,12.4,MRSZI046,0,ZI070346
01CEMCAZ50,09/12/22,1.0,MOCR88,0,ZI070449
01LADRIDLL,09/12/22,10.0,MRSZI046,0,ZI070650
01CAS122,13/09/22,1.0,MRSZI046,0,ZI070580
01ARM204,17/09/22,12.0,MRSZI0627,0,ZI070711
06CODP12,19/09/22,18.0,MRS2043,0,ZI070949
01ARM204,20/09/22,2.0,MRS2043,0,ZI071054
03VCUA38,20/09/22,4.4,MRSZI046,0,ZI071018
03PTR4214,20/09/22,27.2,MRS2043,0,ZI071107
06MAG150,21/09/22,45.0,MRS2043,0,ZI071160
05COPCP34,23/09/22,4.0,MRS2043,0,ZI071279
05TEECPVC34,23/09/22,1.0,MRS2043,0,ZI071279
05TUBCPVC34,23/09/22,12.2,MRS2043,0,ZI071279
01CEMCAZ50,23/09/22,3.0,MRS2043,0,ZI071298
01VAR38,23/09/22,20.0,MRSZI0096,0,ZI071138
03POL46,24/09/22,20.0,MRSZI046,0,ZI071304
03126CHC18,29/09/22,20.8,MRS2043,0,ZI071439
03PR10020,29/09/22,3.2,MRS2043,0,ZI071439
06CLAC2,30/09/22,20.0,MRSZI046,0,ZI071737
04CAZ114,10/01/22,25.0,MRS2043,0,ZI071652
01CEMCAZ50,10/03/22,10.0,MRSZI046,0,ZI071678
01ARCRI,10/03/22,2.0,MRSZI046,0,ZI071830
01CEMCAZ50,10/04/22,20.0,MRS2043,0,ZI072017
04HRGCC3,10/06/22,4.0,MRS2043,0,ZI072098
08CENC1,10/06/22,1.0,MRS2043,0,ZI072138
08PASQ30,10/06/22,1.0,MRS2043,0,ZI072138
03PR40018,10/07/22,31.6,RIN85,4,ZI072207
01BLO15,10/07/22,10.0,MRS2043,0,ZI072228
03PC10018,10/07/22,5.8,MRSZI046,0,ZI072146
03PTR114,10/07/22,8.4,MRSZI046,0,ZI072146
01COMB34,10/08/22,2.0,MRSZI046,0,ZI071972
03TAB33,10/10/22,12.2,MRSZI031,0,ZI072272
03127TDC18,14/10/22,33.6,MRSZI046,0,ZI072612
03SOL14110,15/10/22,8.4,GOVJ87,0,ZI072712
03K20018,15/10/22,24.4,MRSZI0025,0,ZI072437
06PESC,17/10/22,2.0,MRS2043,0,ZI072781
03LG41026,18/10/22,2.0,CAZJ67,3,ZI072618
05COFVPF12,18/10/22,1.0,MRS2043,0,ZI072886
04HBL3R,19/10/22,3.0,MRSZI046,0,ZI072799
06PEC1,19/10/22,1.0,MRSZI046,0,ZI072799
04HSI2176,19/10/22,5.0,MRSZI046,0,ZI072802
05TUBGALV51126,21/10/22,3.0,MRS2043,0,ZI073081
01CEMB,21/10/22,2.0,MRSZI046,0,ZI072845
03PP30018,22/10/22,14.0,MRS2043,0,ZI073180
03LA10126400,22/10/22,1.0,MRS2043,0,ZI073180
01BAB1030,24/10/22,260.0,MRS2043,0,ZI073280
01EST1520,26/10/22,23.0,MRSZI046,0,ZI073325
03LN31018,26/10/22,1.0,MRS2043,0,ZI073510
04PAS4,27/10/22,2.0,MRS2043,0,ZI073583
05TEEPVC4,31/10/22,5.0,MRS2043,0,ZI073751
03LG31026,31/10/22,2.0,MRS2043,0,ZI073746
01BLO10,31/10/22,300.0,MRSZI046,0,ZI073743
05RODCPG3,31/10/22,2.0,MRS2043,0,ZI073769
05VALPVCER34,11/02/22,1.0,RONM83,0,ZI073860
03126CHC18,11/02/22,10.4,MRSZI046,0,ZI073800
03PR40018,11/02/22,15.8,MRSZI0025,0,ZI073785
01CEMCAZ50,11/02/22,20.0,MRSZI046,0,ZI073757
05TUBPVCN3,11/02/22,6.0,MRS2043,0,ZI073951
05TUBPL12,11/04/22,4.0,MRSZI046,0,ZI073740
01VAR38,11/04/22,5.0,MERG68,4,ZI073761
05PEGF150,11/04/22,3.0,MRS2043,0,ZI074106
05CODPVC390,11/07/22,1.0,MRS2043,0,ZI074126
05TUBPVCN3,11/07/22,6.0,MRS2043,0,ZI074126
05ADAPHC12,11/07/22,10.0,TOMV77,0,ZI073752
05ADAPMC12,11/07/22,10.0,TOMV77,0,ZI073752
05TEECPVCC12,11/07/22,10.0,TOMV77,0,ZI073752
05TUBCPV12,11/07/22,18.3,TOMV77,0,ZI073752
01CEMCAZ50,11/08/22,1.0,MRSZI046,0,ZI074252
05TUBPVCHA12,11/09/22,0.5,MRS2043,0,ZI074416
03TC3031,11/10/22,0.5,MRS2043,0,ZI074434
08CODCP34,11/12/22,15.0,MRS2043,0,ZI074549
06ALAG16,15/11/22,1.0,MRS2043,0,ZI074539
03ANG18112,15/11/22,11.8,FETS44HOTEL,0,ZI073446
03PC12518,15/11/22,7.2,FETS44HOTEL,0,ZI073446
03TC301,15/11/22,2.0,FETS44HOTEL,0,ZI073446
03VCAR12,15/11/22,15.4,FETS44HOTEL,0,ZI073446
04BISA34,15/11/22,2.0,FETS44HOTEL,0,ZI073446
04FOR,15/11/22,3.35,FETS44HOTEL,0,ZI073446
04HDISC,15/11/22,4.0,FETS44HOTEL,0,ZI073446
04HSI2178,15/11/22,1.0,FETS44HOTEL,0,ZI073446
04PAS4,15/11/22,1.0,FETS44HOTEL,0,ZI073446
01VAR112,16/11/22,6.0,MRS2043,0,ZI074878
03101AL20,17/11/22,11.2,MRS2043,0,ZI074949
03121CH20,17/11/22,6.0,MRS2043,0,ZI074949
04HBL3R,17/11/22,9.0,MRS2043,0,ZI074949
01BLO15,19/11/22,400.0,MRS2043,0,ZI075056
03ANG1834,22/11/22,2.8,MRS2043,0,ZI075088
