Claart,Descripción,Existencia,Stock Minimo,Stock Maximo,Stock de Seguridad,Recomendacion
05LLAN34,Llave nariz 3/4,76.0,13.0,26.0,3.0,-50.0
05NIPGCAM3812,Gas Niple Campana 3/8 x 1/2,33.0,6.5,13.0,1.5,-20.0
05NIPGTERM38,Gas Niple Terminal 3/8,89.0,0.0,0.0,0.0,-89.0
05NUG38,Gas Niple Union 3/8,18.0,6.5,13.0,1.5,-5.0
05PICH1,Pichancha 1,11.0,6.5,13.0,1.5,0.0
05TEECO12,Cobre Tee 1/2,73.0,29.25,58.5,6.75,-14.5
05TEECO34,Cobre Tee 3/4,88.0,6.5,13.0,1.5,-75.0
05TEECPVCC12,Cpvc Tee 1/2,369.0,41.6,83.2,9.600000000000001,-285.8
05TORDNL,Tornillo tanque taza P/acoplar,22.0,13.0,26.0,3.0,0.0
05TUEUC12,Cpvc tuerca union 1/2,157.0,6.5,13.0,1.5,-144.0
05VALBCP12,Cpvc Valvula bola 1/2,97.0,6.5,13.0,1.5,-84.0
05VALER114,Valvula esfera rosc 1 1/4,3.0,6.5,13.0,1.5,3.5
05VALER2,Valvula esfera rosc 2 49005,4.0,6.5,13.0,1.5,2.5
05VALERO12,Valvula esfera rosc 1/2 49000,89.0,13.0,26.0,3.0,-63.0
05VALESOL34,Valvula esfera sold 3/4,29.0,6.5,13.0,1.5,-16.0
05VALESR1,Valvula esfera rosc 1,378.0,6.5,13.0,1.5,-365.0
0610068,Bomba 1/2 HP Truper,3.0,6.5,13.0,1.5,3.5
06100798,Charola 12 acero inox 100798,4.0,6.5,13.0,1.5,2.5
06101525,Aspiradora de 16gal acero inox solidos-liquidos 101525,0.0,6.5,13.0,1.5,6.5
0610234,Arco profesional truper,6.0,6.5,13.0,1.5,0.5
0610235,Fumigador Domestico 2lb 10235,4.0,13.0,26.0,3.0,9.0
0610252,Carretilla Truper 5.5 ft 10252 llanta imp,5.0,10.833333333333334,21.666666666666668,2.5,5.833333333333334
0610547,Extencion de acero para rodillo 1.2 m,2.0,26.0,52.0,6.0,24.0
0610549,Extencion de acero para rodillo 3m,1.0,13.0,26.0,3.0,12.0
0610566,Casco ala ancha amarillo 10566,10.0,13.0,26.0,3.0,3.0
0610612,Azadon c/cabo 1.6 lbs. 610612,12.0,6.5,13.0,1.5,0.0
0610759,Barreta de punta 1 x 150cm,4.0,13.0,26.0,3.0,9.0
0610849,Guante para mecanico alta visibilidad,19.0,6.5,13.0,1.5,-6.0
0610859,Barreta de uña 3/4x75 cm,8.0,6.5,13.0,1.5,0.0
0610862,Barreta de uña 3/4x90cm,6.0,6.5,13.0,1.5,0.5
0611154,Broca fierro 13/32,18.0,6.5,13.0,1.5,-5.0
0611264,Broca c/sist direct de inser 1/4x6,8.0,6.5,13.0,1.5,0.0
0611279,Broca c/sist direc de inser 1/2x6,4.0,6.5,13.0,1.5,2.5
06113416,Remache 3/16x3/8 ala ancha,400.0,650.0,1300.0,150.0,250.0
0611559,Cepillo de alambre c/mango 4x16 pinc 11559,28.0,9.75,19.5,2.25,-8.5
0611570,Carda circular 3 para taladro,2.0,16.25,32.5,3.75,14.25
0611579,Disco Truper Rin Continuo 7,12.0,6.5,13.0,1.5,0.0
0611582,Disco Truper Rin Segmentado 4 1/2,12.0,7.428571428571428,14.857142857142856,1.7142857142857142,0.0
0611585,Disco Truper p/corte Metal Extrafino 4 1/2,259.0,26.0,52.0,6.0,-207.0
0611752,Carretilla Truper 5.5 ft 3 (80 lts) llanta neumatica,4.0,6.5,13.0,1.5,2.5
0611807,Taladro inalambrico prof 3/8 18154,1.0,6.5,13.0,1.5,5.5
0611925,Mechero p/gas 11925,5.0,6.5,13.0,1.5,1.5
0611941,Separador 10 mm,17.0,6.5,13.0,1.5,-4.0
0611979,Cavador Hercules mango 48 11979,3.0,6.5,13.0,1.5,3.5
0612077,Disco Truper rin continuo 4 1/2,0.0,16.25,32.5,3.75,16.25
0612081,Filtro de espuma para aspiradoras 6 12 y 16 gal 12081,0.0,32.5,65.0,7.5,32.5
0612085,Filtro de cartucho para aspiradoras 512 y 16 gal 12085,0.0,13.0,26.0,3.0,13.0
0612087,Filtro cartucho polvo fino p/aspiradoras 12 y 16 gal 12087,0.0,13.0,26.0,3.0,13.0
0612123,Broca Escalonada  12123,0.0,6.5,13.0,1.5,6.5
0612129,Pistola p/pintar 500ml  12129,4.0,6.5,13.0,1.5,2.5
0612147,Punta phillips cruz 2x2 12147,134.0,32.5,65.0,7.5,-69.0
0612163,Cincel de corte fino 1x10,10.0,6.5,13.0,1.5,0.0
0612557,Cinta empaque transp 150m,45.0,9.75,19.5,2.25,-25.5
0612583,Banda de plastico precaucion 1000 ft,10.0,9.75,19.5,2.25,0.0
0612588,Cinta para ductos 50m alta temp 12588,21.0,6.5,13.0,1.5,-8.0
0612589,Cinta masking tape 1/2,44.0,130.0,260.0,30.0,86.0
0612591,Cinta masking tape 1  12591,45.0,22.099999999999998,44.199999999999996,5.1,-0.8000000000000043
0612592,Cinta masking tape 1 1/2 12592,47.0,13.0,26.0,3.0,-21.0
0612593,Cinta masking tape 2,34.0,19.5,39.0,4.5,0.0
0612640,Cinta larga fibravidrio 50m metal 12640,2.0,6.5,13.0,1.5,4.5
0612815,Amarrador de varilla con grip,9.0,13.0,26.0,3.0,4.0
0612838,Repuesto cortaperno 18' 12838,1.0,6.5,13.0,1.5,5.5
0612851,Mini cortador de tubo 12851,1.0,6.5,13.0,1.5,5.5
0612860,Cortador p/Tubo pvc hasta 1 5/8,6.0,13.0,26.0,3.0,7.0
0612876,Espatula flex 8 acero inoxidable,6.0,6.5,13.0,1.5,0.5
0612909,Hidrolavadora motor a gasolina 3300 PSI 12909,0.0,13.0,26.0,3.0,13.0
0612972,Separador mosaico 2 mm,17.0,19.5,39.0,4.5,2.5
0612973,Separador mosaico 3 mm,33.0,19.5,39.0,4.5,0.0
0612974,Separador 5 mm,25.0,35.75,71.5,8.25,10.75
0613214,Matraca de liberación rápida 1/4 cod. 13214,0.0,6.5,13.0,1.5,6.5
0613289,Soldadura rollo 95-5 omega mini 13289,24.0,9.75,19.5,2.25,-4.5
0613292,Guante nailon para mecanico largo,41.0,19.5,39.0,4.5,-2.0
0613295,Guante nailon recubierto con nitrilo largo,60.0,30.333333333333336,60.66666666666667,7.0,0.0
0613413,Matraca doble cuadro dados 3/8 y 1/2,1.0,6.5,13.0,1.5,5.5
0613471,Aceite Multiusos en aerosol 400 ml,37.0,8.666666666666666,17.333333333333332,2.0,-19.666666666666668
0613512,Cinta aislar 9mts c/amarillo,485.0,6.5,13.0,1.5,-472.0
0613595,Desarmador multipunta 33 pz,1.0,6.5,13.0,1.5,5.5
0613879,Rodillo p/pintar extra rugoso 9x11/4,28.0,13.0,26.0,3.0,-2.0
0613907,Felpa para Mini Rodillo esponja 4 x 3/8 Truper 13907,36.0,19.5,39.0,4.5,0.0
0613954,Juego de 25 herr cuadro 3/8 std y mm,2.0,13.0,26.0,3.0,11.0
0614036,Pistola p/pintar 1 lto 14036,2.0,6.5,13.0,1.5,4.5
0614182,Carda copa ondulada de 3 para esmeril,0.0,6.5,13.0,1.5,6.5
0614187,Carda trenzado 4 truper,5.0,6.5,13.0,1.5,1.5
0614216,Faja c/tirantes mediana 14216,6.0,6.5,13.0,1.5,0.5
0614223,Tapon auditivo de espuma c/cordon 14223,21.0,6.5,13.0,1.5,-8.0
0614240,Guante carnaza uso gral largo,75.0,6.5,13.0,1.5,-62.0
0614244,Guante carnaza y loneta uso lig,68.0,6.5,13.0,1.5,-55.0
0614246,Guante carnaza y loneta con refuerzo,31.0,6.5,13.0,1.5,-18.0
0614270,Guante p/manejo quimico med.,13.0,13.0,26.0,3.0,0.0
0614286,Guante Operador 14286,37.0,13.0,26.0,3.0,-11.0
0614419,Impermeable conjunto gde 14419,0.0,32.5,65.0,7.5,32.5
0614448,Espatula Mango Madera 2 14448,22.0,6.5,13.0,1.5,-9.0
0614458,Espatula 5 usos 14458,1.0,13.0,26.0,3.0,12.0
0614578,Flexometro gripper c/impacto 5mts 14578,17.0,6.5,13.0,1.5,-4.0
0614582,Flexometro 10 mts. Truper,4.0,6.5,13.0,1.5,2.5
0614607,Flexometro placa metalica 8mts truper,11.0,6.5,13.0,1.5,0.0
0614613,Flexometro gripper c/impacto 5.5 m,21.0,6.5,13.0,1.5,-8.0
0614687,Atomizador de 1/2lto,13.0,6.5,13.0,1.5,0.0
0615131,Escuadra p/muro de yeso 7   15131,7.0,6.5,13.0,1.5,0.0
0615209,Lima escofina 12 cod 15209,12.0,6.5,13.0,1.5,0.0
0615246,Guantes Truper para Soldador 19458,15.0,6.5,13.0,1.5,-2.0
0615248,Guante carnaza uso gral,22.0,22.75,45.5,5.25,0.75
0615301,Lima triangulo 6 cod 15307,5.0,19.5,39.0,4.5,14.5
0615369,Lona Ref 2x3 Truper 15369,8.0,19.5,39.0,4.5,11.5
0615400,Llana mango madera de 11,8.0,6.5,13.0,1.5,0.0
0615408,Escuadra Magnetica 15408,3.0,13.0,26.0,3.0,10.0
0615495,Zapatos industriales dieléctrico #28 clave 15495,1.0,6.5,13.0,1.5,5.5
0615502,Perico pavonado 10,4.0,13.0,26.0,3.0,9.0
0615503,Llave perica 12 15503,2.0,6.5,13.0,1.5,4.5
0615690,Llave española 9/16x5/8,5.0,6.5,13.0,1.5,1.5
0615694,Llave española 5/8 x 1 1/16 15694,5.0,6.5,13.0,1.5,1.5
0615906,Cabo para marro 23 y 4 lbs,7.0,13.0,26.0,3.0,6.0
0615954,Cabo para marro 6 y 8 lbs de 25,3.0,13.0,26.0,3.0,10.0
0616026,Escalera ext 16 peldaños,0.0,6.5,13.0,1.5,6.5
0616661,Martillo pulido imantado,7.0,6.5,13.0,1.5,0.0
0616683,Esmeriladora angular 4/12 800w  16683,5.0,6.5,13.0,1.5,1.5
0616736,Rotomartillo 3/8 profesional 600 W 16736,2.0,6.5,13.0,1.5,4.5
0616920,Soplete con manguera p/gas,0.0,6.5,13.0,1.5,6.5
0616952,Navaja de repuesto para raspador 16952,40.0,6.5,13.0,1.5,-27.0
0616956,Repuesto navaja multiusos,57.0,6.5,13.0,1.5,-44.0
0616962,Repuesto para Cutter 9mm 16962,39.0,6.5,13.0,1.5,-26.0
0616965,Repuesto para cutter CUT-6 y CUT-6X,61.0,6.5,13.0,1.5,-48.0
0616968,Navaja cutter mini 16968,43.0,6.5,13.0,1.5,-30.0
0616969,Navaja Exacto prof 6 17902,9.0,6.5,13.0,1.5,0.0
0616974,Navaja cutter 6 sin grip,16.0,6.5,13.0,1.5,-3.0
0616977,Navaja Cutter 6 16977,47.0,9.75,19.5,2.25,-27.5
0616981,Navaja 4 abatible mango metalico,7.0,6.5,13.0,1.5,0.0
0617034N,Nivel 3 gotas 45cm cod 17034,3.0,13.0,26.0,3.0,10.0
0617065,Guante de Nylon nitrilo arenoso G,36.0,6.5,13.0,1.5,-23.0
0617164,Pala Carbonera chica truper,13.0,6.5,13.0,1.5,0.0
0617303,Pinza electricista 7,7.0,6.5,13.0,1.5,0.0
0617367,Mini Pinza corte diagonal comfort grip 417367,13.0,6.5,13.0,1.5,0.0
0617419,Pinza de presión 4 mordaza curva,7.0,6.5,13.0,1.5,0.0
0617421,Pinza de presión 7 mordaza curva,4.0,6.5,13.0,1.5,2.5
0617437,Pinza de presion 10,6.0,6.5,13.0,1.5,0.5
0617527,Carda circular 4 Trenzada 17527,15.0,6.5,13.0,1.5,-2.0
0617529,Carda trenzado 3 truper 17529,10.0,6.5,13.0,1.5,0.0
0617543,Cables pasa corriente 3mt 800w,2.0,6.5,13.0,1.5,4.5
0617550,Pistola calafateadora p/ silicon,8.0,8.125,16.25,1.875,0.125
0617606,Hilo Para Desbrozadora Verde,24.0,6.5,13.0,1.5,-11.0
0617624,Aceite p/motor 2 tiempos 4oz 17624,16.0,6.5,13.0,1.5,-3.0
0617629,Hilo Para Desbrozadora Rojo,9.0,19.5,39.0,4.5,10.5
0617831,Punta phillips Cruz 2x2,2.0,19.5,39.0,4.5,17.5
0617880,Rastrillo 16 dient Truper,8.0,6.5,13.0,1.5,0.0
0617960,Remachadora 9 profesional,5.0,6.5,13.0,1.5,1.5
0618100,Segueta bimetalica p/arco 18 dpp,97.0,19.5,39.0,4.5,-58.0
0618101,Segueta bimetilca p/arco 24 dpp,123.0,9.75,19.5,2.25,-103.5
0618244,Calibrador de Presion Uso Rudo Truper 10-200psi 18244,3.0,6.5,13.0,1.5,3.5
0618318,Sierra Circular 7  1/4  30 dientes centro 5/8,0.0,6.5,13.0,1.5,6.5
0618531,Tijera de aviacion recta,3.0,6.5,13.0,1.5,3.5
0618574,Tiralineas 15 m cuerpo de plastico nivel c/gis,15.0,6.5,13.0,1.5,-2.0
0618578,Polvo para tiralineas Rojo truper,6.0,8.666666666666666,17.333333333333332,2.0,2.666666666666666
0618592,Tornillo de banco 4 uso industrial 18592,0.0,6.5,13.0,1.5,6.5
0618646,Zapapico 5 lbs c/mango 36 18646,6.0,6.5,13.0,1.5,0.5
0619073,Aerosol verde fluorescente 19073,8.0,19.5,39.0,4.5,11.5
0619075,Manguera resorte 1/4 19075,5.0,6.5,13.0,1.5,1.5
0619204,Rodillo Exi 9 de Choncho 13878,6.0,47.125,94.25,10.875,41.125
0619295,Filtro de cartucho para aspiradoras 58 12 y 16 gal 19295,0.0,13.0,26.0,3.0,13.0
0619658,Llanta Imponchable Truper,11.0,9.75,19.5,2.25,0.0
0619679,Lima triangulo 6 con mango,6.0,6.5,13.0,1.5,0.5
0619680,Lima triangulo 7,13.0,6.5,13.0,1.5,0.0
0619710,Martillo pulido uña 16 pz mango fibra vidrio 19710,6.0,6.5,13.0,1.5,0.5
0619963,Barreta de punta 1 x 175 cms,4.0,13.0,26.0,3.0,9.0
0620401,Lente pretul transparente,107.0,15.166666666666668,30.333333333333336,3.5,-76.66666666666666
0620402,Lente seguridad negro pretul 20402,79.0,8.666666666666666,17.333333333333332,2.0,-61.66666666666667
0620576,Cabo para Talache,3.0,29.25,58.5,6.75,26.25
0621025,Chaleco de Seguridad con cintas reflejantes eco.,8.0,65.0,130.0,15.0,57.0
0621606,Flexometro 5 mts 21606,16.0,9.75,19.5,2.25,0.0
0621624,Flexometros 5.5 mt pretul 21624,15.0,9.75,19.5,2.25,0.0
0621641,Cuñas sin mango 13x10cm jgo 21641,58.0,6.5,13.0,1.5,-45.0
0621690,Bomba para inflar 23 pretul,6.0,19.5,39.0,4.5,13.5
0621854,Juego de llaves Allen org plastico abatible 21854,2.0,6.5,13.0,1.5,4.5
0621855,Juego llave allen cod. 21855,11.0,6.5,13.0,1.5,0.0
0622462,Plomada p/al 11 oz pretul 22462,2.0,6.5,13.0,1.5,4.5
0622502,Pala Redonda 22502,13.0,13.0,26.0,3.0,0.0
0623512,Candado laton 75mm antipalanca hermex,6.0,13.0,26.0,3.0,7.0
0625991,Zapato industrial #26 25991,1.0,6.5,13.0,1.5,5.5
0625993,Zapatos industriales #28 25993,2.0,6.5,13.0,1.5,4.5
0626030,Conector senc 1/2 hembra 26030,27.0,6.5,13.0,1.5,-14.0
0626031,Conector senc 1/2 macho 26031,13.0,6.5,13.0,1.5,0.0
0627175,Aerosol blanco mate 400 ml Pretul 27175,24.0,32.5,65.0,7.5,8.5
0643030,Guardapolvo 100m aluminio,18.0,9.75,19.5,2.25,0.0
0643318,Candado de hierro en blister 38 mm,10.0,32.5,65.0,7.5,22.5
0643319,Candado de hierro en blister 45mm,10.0,19.5,39.0,4.5,9.5
0643320,Candado de hierro en blister 50mm,19.0,6.5,13.0,1.5,-6.0
0643321,Candados Gemelos 43321,9.0,6.5,13.0,1.5,0.0
0643327,Candado hierro 45mm largo,35.0,32.5,65.0,7.5,0.0
0643338,Candado acero redondo 65mm tetra,15.0,13.0,26.0,3.0,0.0
0643355,Candado antipalanca 50mm cuerpo de laton,25.0,19.5,39.0,4.5,0.0
0643427,Candado laton 30mm,19.0,19.5,39.0,4.5,0.5
0643430,Candado Laton 50mm  43430,16.0,32.5,65.0,7.5,16.5
0644020,Bandola c/seguro 1/8,14.0,26.0,52.0,6.0,12.0
0644021,Bandola c/seguro 3/16,7.0,13.0,26.0,3.0,6.0
0644075,Ganchos eslinga 3/4 44075,6.0,6.5,13.0,1.5,0.5
0644076,Ganchos eslinga 5/8 44076,7.0,6.5,13.0,1.5,0.0
0644099,Destorcedores metalicos 3/16 44099,0.0,39.0,78.0,9.0,39.0
0644100,Destorcedores metalicos 1/4 44100,10.0,13.0,26.0,3.0,3.0
0644213,Cable de acero 7x19 1/4 cod. 44213,144.7,1300.0,2600.0,300.0,1155.3
0644241,Abrazadera sin fin #32 44241,106.0,32.5,65.0,7.5,-41.0
0644242,Abrazadera sin fin #36 44242,90.0,65.0,130.0,15.0,0.0
0644243,Abrazadera sin fin #40 44243,107.0,39.0,78.0,9.0,-29.0
0644245,Abrazadera sin fin #48 44245,108.0,13.0,26.0,3.0,-82.0
0644248,Abrazadera sin fin # 60,105.0,32.5,65.0,7.5,-40.0
0644309,Cincho plastico truper 350 mm,34.0,19.5,39.0,4.5,0.0
0644322,Cincho plástico 200 mm negro cod 0644322,185.0,6.5,13.0,1.5,-172.0
0644323,Cincho Plastico 40lb 15cm Negro  44323,12.0,7.8,15.6,1.7999999999999998,0.0
0644328,Cincho plastico 300 mm Ngo,69.0,6.5,13.0,1.5,-56.0
0644330,Cincho plástico 400 mm negro cod 0644330,91.0,9.75,19.5,2.25,-71.5
064434,Acoplador p/válvula de llenado  3/4,9.0,6.5,13.0,1.5,0.0
0644345,Pija multiusos #8 x1 1/2 44345,3004.0,325.0,650.0,75.0,-2354.0
0644347,Pija multiusos 8x2 44347,2276.0,3250.0,6500.0,750.0,974.0
0644350,Pija multiusos # 10 2 44350,4538.0,221.0,442.0,51.0,-4096.0
0644486,Mecate Cuerda de polipropileno de 8 mm( 5/16),420.05,130.0,260.0,30.0,-160.05
0644487,Mecate Cuerda de polipropileno de 10 mm (3/8) 44487,160.0,314.1666666666667,628.3333333333334,72.5,154.16666666666669
0644489,Mecate Cuerda de polipropileno de 13 mm ( 1/2),500.0,54.16666666666667,108.33333333333334,12.5,-391.66666666666663
0645004,Caja cuadrada plas 4x4,55.0,26.0,52.0,6.0,-3.0
0645067,Regadera Redonda 4-1/4 c/brazo 45067,10.0,6.5,13.0,1.5,0.0
0645305,Canastilla malla p/lavabo 1/2 45305,8.0,13.0,26.0,3.0,5.0
0646102,Contacto duplex 2 polos 3 hilos std 46102,78.0,13.0,26.0,3.0,-52.0
0646207,Clavija indus ref 2 polo 3 hilos 15a 125v 46207,46.0,9.75,19.5,2.25,-26.5
0646226,Lampara led alta pot 250w 46226,5.0,16.25,32.5,3.75,11.25
0646308,Calentador de agua #6 voltech,34.0,35.285714285714285,70.57142857142857,8.142857142857142,1.2857142857142847
0646331,Tapa de acero para caja octagonal 4x4,70.0,6.5,13.0,1.5,-57.0
0647223,taquete fiero 1/4-3/8 47223,367.0,26.0,52.0,6.0,-315.0
0647311,PUNTA POL CON ORING 47311,36.0,32.5,65.0,7.5,0.0
0647339,Taquete fiero 3/8 xx 1/2,307.0,166.83333333333334,333.6666666666667,38.5,0.0
0648006,Extencion blanca 3 mts 48006,11.0,6.5,13.0,1.5,0.0
0648036,Extencion blanca 10 mts 48036,15.0,6.5,13.0,1.5,-2.0
0648150,Parrilla de Gas 4 Quemadores Bca 48150,3.0,10.214285714285714,20.428571428571427,2.357142857142857,7.2142857142857135
0648216,Foco 55w Espiral T5 Caja Voltech 48216,10.0,13.0,26.0,3.0,3.0
0648690,Pija multiusos 8x 21/2 48690,3331.0,1950.0,3900.0,450.0,0.0
0648691,Pija multiusos #8x3,3335.0,1950.0,3900.0,450.0,0.0
0649033,Valvula p/flotador de laton 1/2 refo,9.0,6.5,13.0,1.5,0.0
0649185,Gas Coflex 1.50mts Truper 49185,8.0,19.5,39.0,4.5,11.5
0649191,Mezcladora fregadero cuello cobra,2.0,6.5,13.0,1.5,4.5
0649221,Mezcladora fregadero Truper 49221,5.0,6.5,13.0,1.5,1.5
0649242,Juego de 2 manerales para regadera acrilico,8.0,26.0,52.0,6.0,18.0
0649245,Regadera redonda 2 1/2 49245,16.0,32.5,65.0,7.5,16.5
0649282,Mezcladora plastico lavabo cuello curvo,11.0,9.75,19.5,2.25,0.0
0649283,Mezcladora Fregadero Plastico Std 49283,6.0,52.0,104.0,12.0,46.0
0649330,Pijas p/wc 49330,63.0,8.666666666666666,17.333333333333332,2.0,-45.66666666666667
0649370,Cespol p/ fregadero foset,45.0,6.5,13.0,1.5,-32.0
0657006,Cepillo 12cm plastico,10.0,6.5,13.0,1.5,0.0
0657008,Cepillo de Plastico Tipo Plancha 57008,7.0,6.5,13.0,1.5,0.0
0657024,Recogedor con bastón 57024,11.0,6.5,13.0,1.5,0.0
0657095,Liquido protector vinil 960ml 57095,4.0,6.5,13.0,1.5,2.5
06ABRASF10,Abrazadera sin fin # 10 12.7 mm,122.0,58.5,117.0,13.5,-5.0
06ABRASF16,Abrazadera sin fin #16 44237,183.0,6.5,13.0,1.5,-170.0
06ABRASF4,Abrazadera sin fin #4 44230,426.0,39.0,78.0,9.0,-348.0
06ABRASF6,Abrazadera sin fin #6  44233,271.0,55.9,111.8,12.899999999999999,-159.2
06ABRASNF12,Abrazadera sin fin # 12 12.7 mm,113.0,19.5,39.0,4.5,-74.0
06ACE31,Aceite Multi Usos 90ml,13.0,6.5,13.0,1.5,0.0
06AERDOSV,Aerosol verde manzana 102850,13.0,13.0,26.0,3.0,0.0
06AEROAMM,Aerosol amarillo 19049,4.0,19.5,39.0,4.5,15.5
06AEROB,Aerosol blanco brillante 19032,16.0,34.125,68.25,7.875,18.125
06AEROC,Aerosol cafe/Tabaco 19050,6.0,6.5,13.0,1.5,0.5
06AEROCR,Aerosol cromo 19053,8.0,9.75,19.5,2.25,1.75
06AERONE,Aerosol negro brillante 19031,10.0,15.88888888888889,31.77777777777778,3.666666666666667,5.888888888888889
06AERONEM,Aerosol Negro Mate 19033,18.0,6.5,13.0,1.5,-5.0
06AERORM,Aerosol rojo metalico brillante 19040,17.0,13.0,26.0,3.0,0.0
06AEROSLV,Aerosol azul claro cielo real diamante 19039,4.0,13.0,26.0,3.0,9.0
06AEROSPL,Aerosol Plata metalica 19059,10.0,8.666666666666666,17.333333333333332,2.0,0.0
06AERT,Aerosol transparente 19036,8.0,6.5,13.0,1.5,0.0
06ALAG145,Alambre galv c14.5,74.0,14.083333333333332,28.166666666666664,3.25,-45.833333333333336
06ARE,Arco segueta pretul 20017,13.0,13.0,26.0,3.0,0.0
06BALCA,Balero p/carretilla,24.0,6.5,13.0,1.5,-11.0
06BC3164,Broca concreto 3/16x6,17.0,19.5,39.0,4.5,2.5
06BRC144,Broca concreto 1/4x4,1.0,6.5,13.0,1.5,5.5
06BRC146,Broca concreto 1/4x6,81.0,9.75,19.5,2.25,-61.5
06BRC386,Broca concreto 3/8x6,13.0,6.5,13.0,1.5,0.0
06BRC516,Broca concreto 5/16x4,7.0,6.5,13.0,1.5,0.0
06BRF116,Broca fierro 1/16,14.0,6.5,13.0,1.5,-1.0
06BRF12,Broca fierro 1/2,12.0,6.5,13.0,1.5,0.0
06BRF14,Broca fierro 1/4,31.0,6.5,13.0,1.5,-18.0
06BRF18,Broca fierro 1/8,38.0,6.5,13.0,1.5,-25.0
06BRF316,Broca fierro 3/16,6.0,13.0,26.0,3.0,7.0
06BRF38,Broca fierro 3/8,9.0,6.5,13.0,1.5,0.0
06BRIC1,Brocha 1,18.0,35.75,71.5,8.25,17.75
06BRIC112,Brocha 1 1/2,25.0,30.333333333333336,60.66666666666667,7.0,5.333333333333336
06BRIC2,Brocha 2,30.0,23.0,46.0,5.3076923076923075,0.0
06BRIC3,Brocha 3,20.0,16.25,32.5,3.75,0.0
06BRIC4,Brocha 4,2.0,45.5,91.0,10.5,43.5
06BRIC5,Brocha 5,22.0,31.2,62.4,7.199999999999999,9.2
06BRIC6,Brocha 6,35.0,45.5,91.0,10.5,10.5
06CABMZT,Cabo p/zapapico y talacho,10.0,13.0,26.0,3.0,3.0
06CADG18,Cadena 1/8,137.0,19.5,39.0,4.5,-98.0
06CADP14,Cadena  1/4,7.4,66.3,132.6,15.299999999999999,58.9
06CAT60ND,Carretilla Truper 6 ft 11776,7.0,10.833333333333334,21.666666666666668,2.5,3.833333333333334
06CCA150,Cinta Canela 150m 12556,32.0,39.0,78.0,9.0,7.0
06CHALB14667,Chaleco Brigadista c/cinta reflejante14667,20.0,6.5,13.0,1.5,-7.0
06CINAIS6018,Cinta aislar 18mts 12500,123.0,41.29411764705882,82.58823529411764,9.529411764705882,-40.41176470588236
06CINT1,Cinta Teflon 1 12511,169.0,6.5,13.0,1.5,-156.0
06CINT12,Cinta Teflon 1/2  12520,208.0,35.5,71.0,8.192307692307693,-137.0
06CINT34,Cinta Teflon 3/4  12521,421.0,13.0,26.0,3.0,-395.0
06CONCR,Concertina rollo,24.0,58.5,117.0,13.5,34.5
06CONMX12,Conexion p/mang jardin 1/2 juego 12704,32.0,26.0,52.0,6.0,0.0
06CORT24B,Cortapernos 24 truper 12833,1.0,6.5,13.0,1.5,5.5
06CORTP,Cortapernos Truper 36,0.0,6.5,13.0,1.5,6.5
06CUCH,Cuchara p/albañileria 9 12991,12.0,6.5,13.0,1.5,0.0
06CUCH21053,Cuchara p/albañileria 9 21053,9.0,6.5,13.0,1.5,0.0
06CUÑ,Cuñas c/mang juego 4 pz,9.0,6.5,13.0,1.5,0.0
06DESC516,Destorcedor galv 5/16,4.0,13.0,26.0,3.0,9.0
06DL740,Disco Laminado 7 grano 40 7/8,13.0,6.5,13.0,1.5,0.0
06EC12,Escuadra Carpintero 12 14376,4.0,6.5,13.0,1.5,2.5
06ESCC,Escuadra Combinacion 12 14380,8.0,6.5,13.0,1.5,0.0
06ESCJ22,Escoba t/ Cepillo Med 57054,10.0,22.75,45.5,5.25,12.75
06ESP10,Espatula Tapizadora 10 14460,11.0,6.5,13.0,1.5,0.0
06ESPMA4,Espatula Mango Madera 4 14450,19.0,6.5,13.0,1.5,-6.0
06FEL,Felpa 9 para rodillo 13885,0.0,61.75,123.5,14.25,61.75
06FRANE,Franela roja,53.0,6.5,13.0,1.5,-40.0
06FRANG,Franela gris,64.0,6.5,13.0,1.5,-51.0
06GASTPC,Gas tuerca izquierda p/pigtail,18.0,35.75,71.5,8.25,17.75
06GRAPP6,Grapa p/cable 6mm 48272 redonda,17.0,13.0,26.0,3.0,0.0
06GUAN,Guantes Nailon p/mecanico 13291,57.0,13.0,26.0,3.0,-31.0
06GUANH,Guante de hule 23260,54.0,74.75,149.5,17.25,20.75
06GUAPVC,Guantes algodón puntos PVC trupper,23.0,15.166666666666668,30.333333333333336,3.5,0.0
06GUIA15,Guia p/cable 15m 17751,2.0,6.5,13.0,1.5,4.5
06IMPERUN,Impermeable Conjunto Med 14418,6.0,19.5,39.0,4.5,13.5
06LA120,Lija grano 120,45.0,32.5,65.0,7.5,0.0
06LAG125R,Alambre galv c12.5,18.0,16.25,32.5,3.75,0.0
06LI1000,Lija a 99 1000,43.0,6.5,13.0,1.5,-30.0
06LIJA99150,Lija grano 150,41.0,32.5,65.0,7.5,0.0
06LIJA99220,Lija grano 220,62.0,32.5,65.0,7.5,0.0
06LIJA99240,Lija grano 240,46.0,162.5,325.0,37.5,116.5
06LIJA99280,Lija grano 280,56.0,32.5,65.0,7.5,0.0
06LIJA99320,Lija grano 320,44.0,22.75,45.5,5.25,0.0
06LIJAA99360,Lija grano 360,46.0,32.5,65.0,7.5,0.0
06LIJAA99500,Lija grano 500,27.0,32.5,65.0,7.5,5.5
06LIJAC99100,Lija grano 100,30.0,52.0,104.0,12.0,22.0
