"Claart","Desart","iva","Costo","CosPro","Ex","Min","Max","Clauni","Numcla","Clalin","Clapro","imp2","Estado","DescMax","BarCode","FecAltart","FecUltCom","FecUltven","AcuMon","Acucan","Peso","Precios","claubi","Equivale","poraum","descuenta","presenta","obsart","depto","despa","monfon","poruti","flete","fraccion","feccam","descuento","feccampre","Volumen","barcja","barpza","unitar","barfar","negar","especial","claalt","feccad","ubicacion","unaen","fecbaj","frical","claproser","claunidsat","clafam","pteorico","numuser","nusermod","objimp"
"0625550","Juego cortacirculos kit de 5 piezas 25550","16","43.05167","43.05167","0","0","0","5","30","6","THE7911","0","yes","0","","29/06/21","26/08/22","","0","0","0","66.58658","0","0","0","yes","","","no","no","0","0","0","no","26/08/22","0","","0","000000","","0","","no","no","","","","","","no","27111536","H87","0","0","0","0","02"
"0625990","Zapatos industriales #25 25990","16","415.02","415.02","2","0","0","5","0","0","THE7911","0","yes","0","","02/06/22","17/06/22","","0","0","0","641.8976","0","0","0","yes","","","no","no","0","0","0","no","17/06/22","0","","0","","","0","","no","no","","","","","","no","46181604","H87","0","0","0","0","02"
"0625991","Zapato industrial #26 25991","16","395.73","408.59","1","8","8","5","0","0","THE7911","0","yes","0","","16/02/22","09/12/22","","0","0","0","612.0624","0","0","0","yes","","","no","no","0","0","0","no","09/12/22","0","","3","","","0","","no","no","","","","","","no","46181604","H87","0","0","0","0","02"
"0625992","Zapatos Industriales #27 25992","16","395.72667","395.72667","2","0","0","5","0","0","THE7911","0","yes","0","","16/07/18","09/12/22","","-528.45","-2","0","612.05725","0","0","0","yes","","","no","no","0","0","0","no","09/12/22","0","","0","","","0","","no","no","","","","","","no","46181604","H87","0","0","0","0","02"
"0625993","Zapatos industriales #28 25993","16","395.73","402.16","2","8","8","5","0","0","THE7911","0","yes","0","","02/06/22","09/12/22","","-528.45","-2","0","612.0624","0","0","0","yes","","","no","no","0","0","0","no","09/12/22","0","","3","","","0","","no","no","","","","","","no","46181604","H87","0","0","0","0","02"
"0625994","Zapatos industriales #29 25994","16","395.73","408.59","2","0","0","5","0","0","THE7911","0","yes","0","","02/06/22","09/12/22","","0","0","0","612.0624","0","0","0","yes","","","no","no","0","0","0","no","09/12/22","0","","0","","","0","","no","no","","","","","","no","46181604","H87","0","0","0","0","02"
"0625995","Zapatos industriales #30 25995","16","395.73","413.86333","3","0","0","5","0","0","THE7911","0","yes","0","","02/06/22","09/12/22","","0","0","0","612.0624","0","0","0","yes","","","no","no","0","0","0","no","09/12/22","0","","0","","","0","","no","no","","","","","","no","46181604","H87","0","0","0","0","02"
"0626003","Linterna LED tipo llavero en display box con 60 pz","16","27.31033","27.31033","0","0","0","5","0","0","THE7911","0","yes","0","26003","28/04/23","28/04/23","","0","0","0","42.23998","0","0","0","yes","","","no","no","0","0","0","no","28/04/23","0","","0","","","0","","no","no","","","","","","no","39111610","H87","0","0","0","0","02"
"0626004","Repuesto para Careta Electronica","16","19.7","19.7","0","0","0","5","0","6","","0","yes","0","","03/06/20","03/06/20","","0","0","0","30.46933","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","","","0","","no","no","","","","","","no","46181700","H87","0","0","0","0","02"
"0626005","Careta para soldar pretul","16","83.915","83.915","19","0","0","5","31","6","THE7911","0","yes","0","","09/09/14","18/10/23","","0","0","0","129.78853","0","0","0","yes","","","no","no","0","0","0","no","18/10/23","0","","0","000000","","0","","no","no","","","","","","no","46181703","H87","0","0","0","0","02"
"0626006","Careta electronica para soldar pretul","16","565.51","565.51","0","0","0","5","31","6","THE7911","0","yes","0","","14/01/15","25/02/19","","0","0","0","874.65547","0","0","0","yes","","","no","no","0","0","0","no","01/09/15","0","","0","000000","","0","","no","no","","","","","","no","46181703","H87","0","0","0","0","02"
"0626022","Coflex para sanitario 26022","16","36.93","36.93","6","0","0","5","0","0","","0","yes","0","","13/09/23","21/09/23","","0","0","0","0","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","","","0","","no","no","","","","","","no","47101525","H87","0","0","0","0","02"
"0626030","Conector senc 1/2 hembra 26030","16","18.97208","18.9721","27","8","8","5","0","0","THE7911","0","yes","0","","24/07/23","07/10/23","","-25.86","-1","0","29.34348","0","0","0","yes","","","no","no","0","0","0","no","07/10/23","0","","3","","","0","","no","no","","","","","","no","31163100","H87","0","0","0","0","02"
"0626031","Conector senc 1/2 macho 26031","16","11.675","11.67529","13","8","8","5","0","0","THE7911","0","yes","0","","24/07/23","28/07/23","","0","0","0","18.05733","0","0","0","yes","","","no","no","0","0","0","no","28/07/23","0","","3","","","0","","no","no","","","","","","no","31163100","H87","0","0","0","0","02"
"0626039","Tornillo de banco 4","16","480.4","480.4","0","0","0","5","0","0","MRS53","0","yes","0","","08/11/22","08/11/22","","0","0","0","743.01867","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","","","0","","no","no","","","","","","no","31161500","H87","0","0","0","0","02"
"0627020","Juego coples y conectores rapidos","16","64.94167","64.94167","6","0","0","5","0","0","THE7911","0","yes","0","27020","18/06/18","28/11/22","","0","0","0","100.44312","0","0","0","yes","","","no","no","0","0","0","no","28/11/22","0","","0","000000","","0","","no","no","","","","","","no","31163100","H87","0","0","0","0","02"
"0627022","Conector Rapido 1/4 hembra 27022","16","9.48611","9.77045","45","0","0","5","0","0","THE7911","0","yes","0","","27/10/20","25/08/23","","-21.55","-1","0","14.67185","0","0","0","yes","","","no","no","0","0","0","no","25/08/23","0","","0","000000","","0","","no","no","","","","","","no","31163100","H87","0","0","0","0","02"
"0627023","Conector Rapido Macho 1/4 27023","16","9.48611","9.48608","36","0","0","5","0","0","THE7911","0","yes","0","","05/08/21","25/08/23","","-12.93","-1","0","14.67185","0","0","0","yes","","","no","no","0","0","0","no","25/08/23","0","","0","000000","","0","","no","no","","","","","","no","31163100","H87","0","0","0","0","02"
"0627175","Aerosol blanco mate 400 ml Pretul 27175","16","24.3165","24.38634","24","40","40","5","26","6","THE7911","0","yes","0","","25/05/23","22/09/23","","0","0","0","37.60952","0","0","0","yes","","","no","no","0","0","0","no","22/09/23","0","","15","","","0","","no","no","","","","","","no","31211507","H87","0","0","0","0","02"
"0628044","Felpa para Rodillo 9x1 Superficies muy Rugosas Pretul 28044","16","12.81333","12.81333","0","0","0","5","0","0","THE7911","0","yes","0","28044","10/02/23","10/02/23","","0","0","0","19.82","0","0","0","yes","","","no","no","0","0","0","no","10/02/23","0","","0","000000","","0","","no","no","","","","","","no","31211900","H87","0","0","0","0","02"
"0628152","JUEGO 3 CEPILLOS MULTIUSOS","16","62.024","62.024","2","0","0","5","24","6","THE7911","0","yes","0","","20/06/22","02/07/22","","0","0","0","95.93045","0","0","0","yes","","","no","no","0","0","0","no","02/07/22","0","","0","","","0","","no","no","","","","","","no","27111900","H87","0","0","0","0","02"
"0629966","Báscula electrónica multifunciones 40 kg pretul 29966","16","0","0","0","0","0","5","0","6","","0","yes","0","","08/11/23","","","0","0","0","0","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","","","0","","no","no","","","","","","no","31162800","H87","0","0","0","0","02"
"0629978","Careta Electronica p/soldar Pretul 29978","16","396.75375","397.555","10","0","0","5","31","6","THE7911","0","yes","0","","14/07/22","07/07/23","","-534.48","-1","0","613.6458","0","0","0","yes","","","no","no","0","0","0","no","07/07/23","0","","0","","","0","","no","no","","","","","","no","46181703","H87","0","0","0","0","02"
"0629991","Desarmador de caja 29991","16","27.72833","27.72833","5","0","0","5","0","0","THE7911","0","yes","0","","02/06/23","09/06/23","","0","0","0","42.88648","0","0","0","yes","","","no","no","0","0","0","no","09/06/23","0","","0","","","0","","no","no","","","","","","no","27111701","H87","0","0","0","0","02"
"06300143","Tapa 1 Ventana iusa","16","7.05","7.05","35","0","0","5","18","8","THE7911","0","yes","0","","06/07/12","31/03/19","","-83.69","-21","0","10.904","0","0","0","yes","","","no","no","0","0","0","no","22/03/16","0","","0","000000","","0","","no","no","","","","","","no","39121416","H87","0","0","0","0","02"
"06300144","Tapa 2 Ventanas Iusa","16","7.05","7.05","110","0","0","5","18","8","THE7911","0","yes","0","","06/07/12","31/03/19","","-112.39","-55","0","10.904","0","0","0","yes","","","no","no","0","0","0","no","22/03/16","0","","0","000000","","0","","no","no","","","","","","no","39121416","H87","0","0","0","0","02"
"06300145","Tapa 3 Ventanas Iusa","16","7.05","7.05","141","0","0","5","18","8","THE7911","0","yes","0","","06/07/12","31/03/19","","-87.87","-23","0","10.904","0","0","0","yes","","","no","no","0","0","0","no","06/07/15","0","","0","000000","","0","","no","no","","","","","","no","39121416","H87","0","0","0","0","02"
"06300427","Filtro de Discos Lavable","16","306.81","306.81","5","0","0","5","0","0","ROT78","0","yes","0","","30/11/22","11/01/23","","0","0","0","474.5328","0","0","0","yes","","","no","no","0","0","0","no","11/01/23","0","","0","","","0","","no","no","","","","","","no","40151500","H87","0","0","0","0","02"
"06310055","Multiconector rotoplas 310055","16","58.564","58.564","20","0","0","5","0","0","ROT78","0","yes","0","","28/06/23","14/07/23","","0","0","0","90.57899","0","0","0","yes","","","no","no","0","0","0","no","14/07/23","0","","0","","","0","","no","no","","","","","","no","31162800","H87","0","0","0","0","02"
"06310756","Soquet con Clavija 46525","16","5.8375","5.83753","35","0","0","5","16","8","THE7911","0","yes","0","","06/07/12","17/01/23","","-18.1","-2","0","9.03","0","0","0","yes","","","no","no","0","0","0","no","17/01/23","0","","0","000000","","0","","no","no","","","","","","no","39111500","H87","0","0","0","0","02"
"06310841","Regadera electrica Mod 5000w","16","287.71","287.71","4","7","7","5","0","0","ROT78","0","yes","0","","30/11/22","05/12/22","","0","0","0","444.99147","0","0","0","yes","","","no","no","0","0","0","no","05/12/22","0","","2","","","0","","no","no","","","","","","no","30181800","H87","0","0","0","0","02"
"0631123","Malla criba 5x5 .915m 30 m","16","68.545","68.545","0","0","0","4","0","0","MRS53","0","yes","0","","18/01/23","25/05/23","","0","0","0","106.01627","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","","","0","","no","no","","","","","","no","31163400","LM","0","0","0","0","02"
"063116280","Espuma Poliuretano 12oz 340gr touch n foam","16","64.94167","65.78625","2","0","0","5","0","0","THE7911","0","yes","0","","11/09/19","17/03/23","","0","0","0","100.44312","0","0","0","yes","","","no","no","0","0","0","no","17/03/23","0","","0","","","0","","no","no","","","","","","no","31162800","H87","0","0","0","0","02"
"0631687002","Urr Disco Diamante u/ind cont 4 1/2","16","50.4","50.4","0","0","0","5","0","0","THE7911","0","yes","0","","08/01/18","08/01/18","","0","0","0","77.952","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","000000","","0","","no","no","","","","","","no","27112838","H87","0","0","0","0","02"
"06320068","Bomba presurizadora 12HP 110V","16","1375.324","1375.324","4","7","7","5","0","0","ROT78","0","yes","0","","30/11/22","05/12/22","","0","0","0","2127.16779","0","0","0","yes","","","no","no","0","0","0","no","05/12/22","0","","2","","","0","","no","no","","","","","","no","40151510","H87","0","0","0","0","02"
"06366129","Urr Placa Plas Interperie Doble","16","15.12","15.12","0","0","0","5","0","0","","0","yes","0","","19/09/20","19/09/20","","0","0","0","23.3856","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","","","0","","no","no","","","","","","no","39121416","H87","0","0","0","0","02"
"0640077","Manguera flexible negra pvc 3/8 250psi 3 mt","16","83.9155","76.65912","35","0","0","5","0","0","THE7911","0","yes","0","","27/08/20","09/03/23","","0","0","0","129.78931","0","0","0","yes","","","no","no","0","0","0","no","09/03/23","0","","0","","","0","","no","no","","","","","","no","40142000","H87","0","0","0","0","02"
"0640190","Extensión electrica uso rudo 10m 2x16","16","0","0","0","0","0","5","0","0","","0","yes","0","","21/09/23","","","0","0","0","0","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","","","0","","no","no","","","","","","no","39121440","H87","0","0","0","0","02"
"06402OB3","Esmeriladora dewalt 4 1/2 4020B3","16","1367.9","1367.9","0","0","0","5","0","0","MRS53","0","yes","0","","29/03/22","29/03/22","","0","0","0","2115.68533","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","","","0","","no","no","","","","","","no","23101506","H87","0","0","0","0","02"
"06422846","Termiticida termidel 48 1LT","16","361.21","361.21","0","0","0","5","0","0","THE7911","0","yes","0","","01/09/18","01/09/18","","0","0","0","558.67147","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","","","0","","no","no","","","","","","no","10191509","H87","0","0","0","0","02"
"0643030","Guardapolvo 100m aluminio","16","24.121","24.13059","18","8","16","5","27","6","THE7911","0","yes","0","43030","06/02/15","07/10/23","","-78.02","-15","0","37.30715","0","0","0","yes","","","no","no","0","0","0","no","07/10/23","0","","4.5","000000","","0","","no","no","","","","","","no","31162800","H87","0","0","0","0","02"
"0643034","Guardapolvo 120 cm aluminio","16","29.397","29.65943","16","0","0","5","27","6","THE7911","0","yes","0","43034","24/05/14","13/04/23","","-53.44","-2","0","45.46736","0","0","0","yes","","","no","no","0","0","0","no","13/04/23","0","","0","000000","","0","","no","no","","","","","","no","31162800","H87","0","0","0","0","02"
"0643076","Caja de dinero 30cm 43076","16","0","0","0","0","0","5","0","0","","0","yes","0","","22/04/23","","","0","0","0","0","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","","","0","","no","no","","","","","","no","24112400","H87","0","0","0","0","02"
"0643189","Bisagra de libro 3","16","3.286","3.286","0","0","0","5","0","0","THE7911","0","yes","0","43189","23/08/16","22/03/17","","0","0","0","5.08235","0","0","0","yes","","","no","no","0","0","0","no","22/12/16","0","","0","000000","","0","","no","no","","","","","","no","31162403","H87","0","0","0","0","02"
"0643318","Candado de hierro en blister 38 mm","16","36.93417","36.93429","10","40","40","5","31","6","THE7911","0","yes","0","43318","28/03/15","18/09/23","","-99.14","-7","0","57.12485","0","0","0","yes","","","no","no","0","0","0","no","18/09/23","0","","15","000000","","0","","no","no","","","","","","no","46171501","H87","0","0","0","0","02"
"0643319","Candado de hierro en blister 45mm","16","44.4725","44.46066","10","8","40","5","31","6","THE7911","0","yes","0","43319","28/03/15","25/08/23","","-123.27","-7","0","68.78413","0","0","0","yes","","","no","no","0","0","0","no","25/08/23","0","","9","000000","","0","","no","no","","","","","","no","46171501","H87","0","0","0","0","02"
"0643320","Candado de hierro en blister 50mm","16","52.01","52.01","19","8","8","5","31","6","THE7911","0","yes","0","43320","28/04/15","23/06/23","","-281.04","-10","0","80.44213","0","0","0","yes","","","no","no","0","0","0","no","23/06/23","0","","3","000000","","0","","no","no","","","","","","no","46171501","H87","0","0","0","0","02"
"0643321","Candados Gemelos 43321","16","64.82333","64.82333","9","8","8","5","0","0","THE7911","0","yes","0","","27/07/23","25/08/23","","0","0","0","100.26008","0","0","0","yes","","","no","no","0","0","0","no","25/08/23","0","","3","","","0","","no","no","","","","","","no","46171501","H87","0","0","0","0","02"
"0643327","Candado hierro 45mm largo","16","46.7358","46.54746","35","40","40","5","31","6","THE7911","0","yes","0","43327","14/01/15","09/11/23","","0","0","0","72.2847","0","0","0","yes","","","no","no","0","0","0","no","09/11/23","0","","15","000000","","0","","no","no","","","","","","no","46171501","H87","0","0","0","0","02"
"0643333","Candado de hierro 38 mm juego 4pz","16","131.90833","129.99394","11","0","0","5","2","6","THE7911","0","yes","0","43333","04/07/15","14/10/23","","0","0","0","204.01822","0","0","0","yes","","","no","no","0","0","0","no","14/10/23","0","","0","000000","","0","","no","no","","","","","","no","46171501","H87","0","0","0","0","02"
"0643336","Candado acero redondo 65m","16","142.46083","145.15479","16","0","0","5","31","6","THE7911","0","yes","0","43338","08/08/14","25/08/23","","-338.62","-2","0","220.33942","0","0","0","yes","","","no","no","0","0","0","no","25/08/23","0","","0","000000","","0","","no","no","","","","","","no","46171501","H87","0","0","0","0","02"
"0643337","Candado acero red 65mm largo","16","164.18","163.2675","0","0","0","5","31","6","THE7911","0","yes","0","43339","08/08/14","02/09/22","","0","0","0","253.93173","0","0","0","yes","","","no","no","0","0","0","no","02/09/22","0","","0","000000","","0","","no","no","","","","","","no","46171501","H87","0","0","0","0","02"
"0643338","Candado acero redondo 65mm tetra","16","142.46167","148.23116","15","16","16","5","31","6","THE7911","0","yes","0","43338","27/01/15","23/06/23","","0","0","0","220.34072","0","0","0","yes","","","no","no","0","0","0","no","23/06/23","0","","6","000000","","0","","no","no","","","","","","no","46171501","H87","0","0","0","0","02"
"0643339","Candado redondo 65mm largo tetra","16","146.985","148.704","10","0","0","5","31","6","THE7911","0","yes","0","","27/01/15","09/11/23","","-229.32","-2","0","227.3368","0","0","0","yes","","","no","no","0","0","0","no","09/11/23","0","","0","000000","","0","","no","no","","","","","","no","46171501","H87","0","0","0","0","02"
"0643355","Candado antipalanca 50mm cuerpo de laton","16","116.83417","116.83274","25","24","24","5","0","0","THE7911","0","yes","0","","14/11/22","23/06/23","","0","0","0","180.70352","0","0","0","yes","","","no","no","0","0","0","no","23/06/23","0","","9","","","0","","no","no","","","","","","no","46171501","H87","0","0","0","0","02"
"0643358","Candado Antipalanca 88mm","16","288.23333","288.23333","6","0","0","5","0","0","THE7911","0","yes","0","43358","28/10/21","13/01/22","","0","0","0","445.80088","0","0","0","yes","","","no","no","0","0","0","no","13/01/22","0","","0","","","0","","no","no","","","","","","no","46171501","H87","0","0","0","0","02"
"0643427","Candado laton 30mm","16","14.32083","27.34091","19","24","24","5","31","6","THE7911","0","yes","0","","03/05/14","17/03/23","","-87.93","-3","0","22.14955","0","0","0","yes","","","no","no","0","0","0","no","17/03/23","0","","9","000000","","0","","no","no","","","","","","no","46171501","H87","0","0","0","0","02"
"0643430","Candado Laton 50mm  43430","16","116.83417","116.92148","16","40","40","5","0","0","THE7911","0","yes","0","43430","29/03/19","17/03/23","","-171.55","-1","0","180.70352","0","0","0","yes","","","no","no","0","0","0","no","17/03/23","0","","15","","","0","","no","no","","","","","","no","46171501","H87","0","0","0","0","02"
"0643439","Candado laton 50mm ganc largo 43325","16","48.99417","48.77466","23","0","0","5","31","6","THE7911","0","yes","0","","22/08/14","18/09/23","","0","0","0","75.77765","0","0","0","yes","","","no","no","0","0","0","no","18/09/23","0","","0","000000","","0","","no","no","","","","","","no","46171501","H87","0","0","0","0","02"
"0643483","Cerradura de sobreponer doble cerroj izq","16","346.608","346.608","0","0","0","5","0","0","THE7911","0","yes","0","","08/04/17","08/04/17","","0","0","0","536.08704","0","0","0","yes","","","no","no","0","0","0","no","08/04/17","0","","0","000000","","0","","no","no","","","","","","no","31162402","H87","0","0","0","0","02"
"0643646","Gancho p/puerta cromo 43646","16","72.24","72.24","6","0","0","5","0","0","THE7911","0","yes","0","43646","03/08/22","12/08/22","","0","0","0","111.7312","0","0","0","yes","","","no","no","0","0","0","no","12/08/22","0","","0","","","0","","no","no","","","","","","no","31162600","H87","0","0","0","0","02"
"0643672","Mirilla de Seguridad 43672","16","72.24","72.24","4","0","0","5","0","0","THE7911","0","yes","0","","31/07/21","05/08/21","","0","0","0","111.7312","0","0","0","yes","","","no","no","0","0","0","no","05/08/21","0","","0","000000","","0","","no","no","","","","","","no","46171617","H87","0","0","0","0","02"
"0643791","Candado de hierro 32 mm 43791","16","22.61333","22.61329","19","0","0","5","31","6","THE7911","0","yes","0","","20/05/20","18/10/23","","0","0","0","34.97528","0","0","0","yes","","","no","no","0","0","0","no","18/10/23","0","","0","000000","","0","","no","no","","","","","","no","46171501","H87","0","0","0","0","02"
"0643795","Candado de hierro 25 mm 43795","16","17.33667","17.33667","23","0","0","5","31","6","THE7911","0","yes","0","","20/05/20","17/03/23","","0","0","0","26.81405","0","0","0","yes","","","no","no","0","0","0","no","17/03/23","0","","0","","","0","","no","no","","","","","","no","46171501","G87","0","0","0","0","02"
"0643923","Candado p/bici con llave 12x100 mm","16","76.61833","76.61833","4","0","0","5","0","0","THE7911","0","yes","0","","08/04/17","08/07/22","","0","0","0","118.50302","0","0","0","yes","","","no","no","0","0","0","no","08/07/22","0","","0","000000","","0","","no","no","","","","","","no","46171501","H87","0","0","0","0","02"
"0644000","Mensula 4x5 blanco","16","3.64875","3.61953","48","0","0","5","27","6","THE7911","0","yes","0","","10/03/14","12/08/22","","-3.02","-4","0","5.6434","0","0","0","yes","","","no","no","0","0","0","no","12/08/22","0","","0","000000","","0","","no","no","","","","","","no","31162506","H87","0","0","0","0","02"
"0644003","Mensula 5x6 blanco","16","4.37833","4.37833","32","0","0","5","27","6","THE7911","0","yes","0","","10/03/14","12/08/22","","-8.62","-8","0","6.77182","0","0","0","yes","","","no","no","0","0","0","no","12/08/22","0","","0","000000","","0","","no","no","","","","","","no","31162506","H87","0","0","0","0","02"
"0644007","Mensula 6x8 gris","16","4.3783","4.3783","0","0","0","5","27","6","THE7911","0","yes","0","","05/02/15","01/02/19","","-5.17","-6","0","6.77177","0","0","0","yes","","","no","no","0","0","0","no","18/03/15","0","","0","000000","","0","","no","no","","","","","","no","31162506","H87","0","0","0","0","02"
"0644020","Bandola c/seguro 1/8","16","5.8375","5.73321","14","32","32","5","27","6","THE7911","0","yes","0","","08/08/14","09/06/23","","0","0","0","9.02867","0","0","0","yes","","","no","no","0","0","0","no","09/06/23","0","","12","000000","","0","","no","no","","","","","","no","31162600","H87","0","0","0","0","02"
"0644021","Bandola c/seguro 3/16","16","8.02667","8.02667","7","16","16","5","27","6","THE7911","0","yes","0","","08/08/14","28/11/22","","-10.34","-1","0","12.41458","0","0","0","yes","","","no","no","0","0","0","no","28/11/22","0","","6","000000","","0","","no","no","","","","","","no","31162600","H87","0","0","0","0","02"
"0644022","Bandola c/seguro 1/4","16","8.75667","8.75667","12","0","0","5","27","0","THE7911","0","yes","0","","28/10/23","06/11/23","","0","0","0","13.54365","0","0","0","yes","","","no","no","0","0","0","no","06/11/23","0","","0","","","0","","no","no","","","","","","no","31162600","H87","0","0","0","0","02"
"0644023","Bandola c/seguro 5/16","16","13.135","13.135","12","0","0","5","27","0","THE7911","0","yes","0","","28/10/23","06/11/23","","0","0","0","20.31547","0","0","0","yes","","","no","no","0","0","0","no","06/11/23","0","","0","","","0","","no","no","","","","","","no","31162600","H87","0","0","0","0","02"
"0644024","Bandola c/seguro 3/8","16","0","0","0","0","0","5","27","0","","0","yes","0","","28/10/23","","","0","0","0","0","0","0","0","yes","","","no","no","0","0","0","no","","0","","0","","","0","","no","no","","","","","","no","31162600","H87","0","0","0","0","02"
"0644025","Bandola c/seguro 1/2","16","30.6475","30.6475","12","0","0","5","27","0","THE7911","0","yes","0","","28/10/23","06/11/23","","0","0","0","47.40147","0","0","0","yes","","","no","no","0","0","0","no","06/11/23","0","","0","","","0","","no","no","","","","","","no","31162600","H87","0","0","0","0","02"
"0644038","Bandola mosqueton de acero 1/4 44038","16","7.2975","7.2975","12","0","0","5","0","0","THE7911","0","yes","0","","03/10/23","07/10/23","","0","0","0","11.2868","0","0","0","yes","","","no","no","0","0","0","no","07/10/23","0","","0","","","0","","no","no","","","","","","no","31162600","H87","0","0","0","0","02"
"0644039","Bandola mosqueton de acero 5/16 44039","16","9.48583","9.48583","12","0","0","5","0","0","THE7911","0","yes","0","","03/10/23","07/10/23","","0","0","0","14.67142","0","0","0","yes","","","no","no","0","0","0","no","07/10/23","0","","0","","","0","","no","no","","","","","","no","31162600","H87","0","0","0","0","02"
"0644040","Bandola mosqueton de acero 3/8 44040","16","14.59333","14.59333","12","0","0","5","0","0","THE7911","0","yes","0","","03/10/23","07/10/23","","0","0","0","22.57102","0","0","0","yes","","","no","no","0","0","0","no","07/10/23","0","","0","","","0","","no","no","","","","","","no","31162600","H87","0","0","0","0","02"
"0644045","Bandola destorcedor laton 5/8","16","40.13417","39.79726","3","0","0","5","27","6","THE7911","0","yes","0","","12/09/12","01/08/22","","0","0","0","62.07418","0","0","0","yes","","","no","no","0","0","0","no","01/08/22","0","","0","000000","","0","","no","no","","","","","","no","31162600","H87","0","0","0","0","02"
"0644060","Tensor Zinc 3/16 Gancho-Gancho 44060","16","9.48583","9.48583","12","0","0","5","0","0","THE7911","0","yes","0","","29/03/23","10/04/23","","0","0","0","14.67142","0","0","0","yes","","","no","no","0","0","0","no","10/04/23","0","","0","","","0","","no","no","","","","","","no","31162405","H87","0","0","0","0","02"
"0644061","Tensor 1/4 gancho-gancho","16","16.05333","16.05333","18","0","0","5","27","6","THE7911","0","yes","0","","03/04/13","07/07/23","","0","0","0","24.82915","0","0","0","yes","","","no","no","0","0","0","no","07/07/23","0","","0","000000","","0","","no","no","","","","","","no","31162405","H87","0","0","0","0","02"
"0644067","Tensor Forjado 1/2 Gancho-Argolla","16","105.80625","105.80625","0","0","0","5","27","6","THE7911","0","yes","0","","06/08/21","10/08/21","","0","0","0","163.647","0","0","0","yes","","","no","no","0","0","0","no","10/08/21","0","","0","","","0","","no","no","","","","","","no","31162405","H87","0","0","0","0","02"
"0644075","Ganchos eslinga 3/4 44075","16","28.45875","28.45875","6","8","8","5","0","0","THE7911","0","yes","0","","03/10/23","07/10/23","","0","0","0","44.0162","0","0","0","yes","","","no","no","0","0","0","no","07/10/23","0","","3","","","0","","no","no","","","","","","no","24101611","H87","0","0","0","0","02"
"0644076","Ganchos eslinga 5/8 44076","16","40.13375","40.13375","7","8","8","5","0","0","THE7911","0","yes","0","","03/10/23","07/10/23","","0","0","0","62.07353","0","0","0","yes","","","no","no","0","0","0","no","07/10/23","0","","3","","","0","","no","no","","","","","","no","24101611","H87","0","0","0","0","02"
"0644078","Gancho eslinga 5/8 p/ 4400 lbs","16","33.31","33.31","0","0","0","5","27","6","THE7911","0","yes","0","","01/06/12","28/02/19","","-37.07","-4","0","51.51947","0","0","0","yes","","","no","no","0","0","0","no","25/01/14","0","","0","000000","","0","","no","no","","","","","","no","24101611","H87","0","0","0","0","02"
"0644091","Gancho S de acero 3/16 44091","16","5.1075","5.1075","12","0","0","5","0","0","THE7911","0","yes","0","","03/10/23","07/10/23","","0","0","0","7.8996","0","0","0","yes","","","no","no","0","0","0","no","07/10/23","0","","0","","","0","","no","no","","","","","","no","31162600","H87","0","0","0","0","02"
"0644092","Gancho S de acero 1/4 44092","16","5.8375","5.8375","12","0","0","5","0","0","THE7911","0","yes","0","","03/10/23","07/10/23","","0","0","0","9.02867","0","0","0","yes","","","no","no","0","0","0","no","07/10/23","0","","0","","","0","","no","no","","","","","","no","31162600","H87","0","0","0","0","02"
"0644093","Gancho S de acero 5/16 44093","16","8.02667","8.02667","12","0","0","5","0","0","THE7911","0","yes","0","","03/10/23","07/10/23","","0","0","0","12.41458","0","0","0","yes","","","no","no","0","0","0","no","07/10/23","0","","0","","","0","","no","no","","","","","","no","31162600","H87","0","0","0","0","02"
"0644099","Destorcedores metalicos 3/16 44099","16","14.59333","14.59333","0","16","80","5","0","0","THE7911","0","yes","0","","03/10/23","07/10/23","","0","0","0","22.57102","0","0","0","yes","","","no","no","0","0","0","no","07/10/23","0","","18","","","0","","no","no","","","","","","no","31162600","H87","0","0","0","0","02"
"0644100","Destorcedores metalicos 1/4 44100","16","16.05333","16.05333","10","16","16","5","0","0","THE7911","0","yes","0","","03/10/23","07/10/23","","0","0","0","24.82915","0","0","0","yes","","","no","no","0","0","0","no","07/10/23","0","","6","","","0","","no","no","","","","","","no","31162600","H87","0","0","0","0","02"
"0644172","Cadena Plastica Amarilla 44172","16","11.6752","11.7413","78.12","0","0","4","0","0","THE7911","0","yes","0","","06/02/19","24/02/23","","0","0","0","18.05764","0","0","0","yes","","","no","no","0","0","0","no","24/02/23","0","","0","000000","","0","","no","no","","","","","","no","31151600","H87","0","0","0","0","02"
"0644176","Cadena plastica roja 5mm","16","11.6752","11.6752","0","0","0","5","0","0","THE7911","0","yes","0","","22/06/23","30/06/23","","0","0","0","18.05764","0","0","0","yes","","","no","no","0","0","0","no","30/06/23","0","","0","","","0","","no","no","","","","","","no","31151600","H87","0","0","0","0","02"
