"Numren","Claart","Precio","Cant","Des","Estado","Costo","Piva","Pimp2","Nummov","facren","Nncre","Numfac","Tipo","canfon","observacion","Clauni"
"3","01CEMCAZ50","138","100","0","yes","112.5","16","0","302149","0","00002238","ZI004466","yes","0","","0"
"1","01CEMBIG","2375","4","0","yes","1818","16","0","302217","0","00002239","ZI004466","yes","0","","0"
"1","01CEMCAZ50","143","10","0","yes","112.5","16","0","302229","0","00002240","ZI004466","yes","0","","0"
"2","01VAR38","93.1","70","0","yes","72.9366","16","0","302229","0","00002240","ZI004466","yes","0","","0"
"3","08POL1234","5.2","100","0","yes","3.4649","16","0","302229","0","00002240","ZI004466","yes","0","","0"
"1","01ALREC","23","30","0","yes","12.5","16","0","302246","0","00002241","ZI006573","yes","0","","0"
"2","01YEM","58","25","0","yes","35.4","16","0","302246","0","00002241","ZI006573","yes","0","","0"
"3","05CODPVC245","2.5","1","0","yes","1.37","16","0","302246","0","00002241","ZI006573","yes","0","","0"
"4","05CODPVC290","2.5","2","0","yes","1.3905","16","0","302246","0","00002241","ZI006573","yes","0","","0"
"5","05CODPVC445","7.5","1","0","yes","6.5455","16","0","302246","0","00002241","ZI006573","yes","0","","0"
"6","05CODPVC490","10","1","0","yes","6.4748","16","0","302246","0","00002241","ZI006573","yes","0","","0"
"7","05PEGAD240","70","1","0","yes","43.905","16","0","302246","0","00002241","ZI006573","yes","0","","0"
"8","06CLA212","27","5","0","yes","14.07","16","0","302246","0","00002241","ZI006573","yes","0","","0"
"9","06CLA4","27","5","0","yes","15.0248","16","0","302246","0","00002241","ZI006573","yes","0","","0"
"1","01CEMBIG","2500","24","0","yes","1818","16","0","302319","0","00002242","ZI006725","yes","0","","0"
"1","04HSO1818","56","20","0","yes","29.9","16","0","302700","0","00002243","ZI007315","yes","0","","0"
"1","04HSO1818","56","20","0","yes","29.9","16","0","302723","0","00002244","ZI007315","yes","0","","0"
"1","06CINAIS6018","13","1","0","yes","8.3952","16","0","302823","0","00002245","ZI004466","yes","0","","0"
"2","06CJCHP","4","1","0","yes","2.31112","16","0","302823","0","00002245","ZI004466","yes","0","","0"
"3","08CONSEN","10","2","0","yes","6.79","16","0","302823","0","00002245","ZI004466","yes","0","","0"
"4","08TAPV2","25","1","0","yes","20.55","16","0","302823","0","00002245","ZI004466","yes","0","","0"
"1","01ALAM","18","200","0","yes","14.1","16","0","302965","0","00002248","ZI007315","yes","0","","0"
"2","01ALREC","20","100","0","yes","12.5","16","0","302965","0","00002248","ZI007315","yes","0","","0"
"3","01BLO15","8.5","2000","0","yes","5.60344","16","0","302965","0","00002248","ZI007315","yes","0","","0"
"4","01CEMCAZ50","145","250","0","yes","112.5","16","0","302965","0","00002248","ZI007315","yes","0","","0"
"5","01VAR38","100","175","0","yes","72.9366","16","0","302965","0","00002248","ZI007315","yes","0","","0"
"6","06CLA2","23","50","0","yes","13.95","16","0","302965","0","00002248","ZI007315","yes","0","","0"
"7","06CLA212","23","20","0","yes","14.07","16","0","302965","0","00002248","ZI007315","yes","0","","0"
"1","01CEMBIG","2375","6","0","yes","1818","16","0","302978","0","00002246","ZI004466","yes","0","","0"
"1","01ALAM","18","200","0","yes","14.1","16","0","303042","0","00002247","ZI007315","yes","0","","0"
"2","01ALREC","20","100","0","yes","12.5","16","0","303042","0","00002247","ZI007315","yes","0","","0"
"3","01BLO15","8","2000","0","yes","5.60344","16","0","303042","0","00002247","ZI007315","yes","0","","0"
"4","01CEMCAZ50","145","250","0","yes","112.5","16","0","303042","0","00002247","ZI007315","yes","0","","0"
"5","01VAR38","100","175","0","yes","72.9366","16","0","303042","0","00002247","ZI007315","yes","0","","0"
"1","02PANN2","122.5","15","0","yes","78.1","16","0","303189","0","00002249","ZI004466","yes","0","","0"
"2","08CAJCHR","9","5","0","yes","7.13","16","0","303189","0","00002249","ZI004466","yes","0","","0"
"3","08POL12","2.9","15","0","yes","1.8154","16","0","303189","0","00002249","ZI004466","yes","0","","0"
"1","01CEMBIG","2375","4","0","yes","1818","16","0","303235","0","00002251","ZI004466","yes","0","","0"
"1","01CEMBIG","2375","4","0","yes","1818","16","0","303246","0","00002252","ZI004466","yes","0","","0"
"1","01CEMBIG","2375","2","0","yes","1818","16","0","303272","0","00002253","ZI004466","yes","0","","0"
"1","01BLO12","7.8402","37","0","yes","5.34482","16","0","303395","0","00002254","ZI003610","yes","0","","0"
"1","01BLO12","7.81075","265","0","yes","5.34482","16","0","303417","0","00002255","ZI002718","yes","0","","0"
"1","01BLO12","7.7952","98","0","yes","5.34482","16","0","303421","0","00002256","ZI002990","yes","0","","0"
"1","01CEMMCA50","101.99999","29","0","yes","80.17249","16","0","303489","0","00002257","ZI003395","yes","0","","0"
"1","01CR200","1779.9968","13","0","yes","1448.27586","16","0","303498","0","00002258","ZI004533","yes","0","","0"
"5","01VAR38","110","134","0","yes","72.9366","16","0","303605","0","00002259","ZI007504","yes","0","","0"
"6","03LA10126300","495","5","0","yes","370.10366","16","0","303605","0","00002259","ZI007504","yes","0","","0"
"7","03LA10126400","660","36","0","yes","410.6","16","0","303605","0","00002259","ZI007504","yes","0","","0"
"1","01ARM204","160","20","0","yes","78","16","0","303605","0","00002259","ZI007504","yes","0","","0"
"2","01BAB1030","11.6","670","0","yes","7","16","0","303605","0","00002259","ZI007504","yes","0","","0"
"3","01BLO15","10","1500","0","yes","6.46551","16","0","303605","0","00002259","ZI007504","yes","0","","0"
"4","01CEMCAZ50","150","274","0","yes","112.5","16","0","303605","0","00002259","ZI007504","yes","0","","0"
"8","03LA10126500","825","41","0","yes","616.8027","16","0","303605","0","00002259","ZI007504","yes","0","","0"
"9","03LA10126600","990","18","0","yes","615.9","16","0","303605","0","00002259","ZI007504","yes","0","","0"
"10","03POL46","24","840","0","yes","15.61","16","0","303605","0","00002259","ZI007504","yes","0","","0"
"11","06ALAPJ34","820","6","0","yes","509.31384","16","0","303605","0","00002259","ZI007504","yes","0","","0"
"1","01CEMBIG","2375","4","0","yes","1818","16","0","304011","0","00002260","ZI004466","yes","0","","0"
"1","02EES244","15.9","70","0","yes","11.14","16","0","304138","0","00002261","ZI004466","yes","0","","0"
"2","02TORS118",".15","800","0","yes",".0742","16","0","304138","0","00002261","ZI004466","yes","0","","0"
"1","01CEMCAZ50","138","400","0","yes","112.5","16","0","304193","0","00002262","ZI007818","yes","0","","0"
"1","02PANH2","127.6","4","0","yes","98.99","16","0","304265","0","00002263","ZI004466","yes","0","","0"
"1","01CEMCAZ50","138","200","0","yes","112.5","16","0","304270","0","00002264","ZI007818","yes","0","","0"
"1","01VAR38","98","9.71","0","yes","72.9366","16","0","304341","0","00002270","ZI004736","yes","0","","0"
"1","01ALAM","18","20","0","yes","14.1","16","0","304385","0","00002265","ZI006744","yes","0","","0"
"2","01ALREC","23","5","0","yes","12.5","16","0","304385","0","00002265","ZI006744","yes","0","","0"
"3","01VAR38","96","10","0","yes","72.9366","16","0","304385","0","00002265","ZI006744","yes","0","","0"
"1","01CEMBIG","2600","2","0","yes","1818","16","0","304393","0","00002266","ZI007066","yes","0","","0"
"1","01ALREC","22","20","0","yes","12.5","16","0","304403","0","00002267","ZI006573","yes","0","","0"
"2","06CLA212","25","5","0","yes","14.07","16","0","304403","0","00002267","ZI006573","yes","0","","0"
"1","06CORT24B","383.5","1","0","yes","251.7471","16","0","304435","0","00002268","ZI007066","yes","0","","0"
"2","06SERS24","110.5","1","0","yes","69.3228","16","0","304435","0","00002268","ZI007066","yes","0","","0"
"1","01VAR38","98.07787","20.29","0","yes","72.9366","16","0","304445","0","00002269","ZI004734","yes","0","","0"
"1","05SILL124","138.5","5","0","yes","113.43","16","0","304504","0","00002271","ZI007786","yes","0","","0"
"2","05TPVCAC4S20","249.46923","13","0","yes","201.75","16","0","304504","0","00002271","ZI007786","yes","0","","0"
"3","05TUBPVCALC12","1630","17","0","yes","1333.27","16","0","304504","0","00002271","ZI007786","yes","0","","0"
"1","01CEMCAZ50","138","10","0","yes","112.5","16","0","304748","0","00002272","ZI006744","yes","0","","0"
"2","01COMB34","411.8","3","0","yes","301.72","16","0","304748","0","00002272","ZI006744","yes","0","","0"
"1","01VAR112","171.4","1","0","yes","125.6139","16","0","304801","0","00002273","ZI006744","yes","0","","0"
"1","01CEMCAZ50","138","10","0","yes","112.5","16","0","304839","0","00002274","ZI006744","yes","0","","0"
"1","01ARM204","152","5","0","yes","78","16","0","304864","0","00002275","ZI004737","yes","0","","0"
"1","08POL12","3","100","0","yes","1.8154","16","0","304888","0","00002276","ZI006573","yes","0","","0"
"1","08CAJO4R","15","20","0","yes","9.77","16","0","304903","0","00002277","ZI006573","yes","0","","0"
"2","08POL12","3","100","0","yes","1.8154","16","0","304903","0","00002277","ZI006573","yes","0","","0"
"1","01CAL","58","180","0","yes","40.45","16","0","305037","0","00002278","ZI007818","yes","0","","0"
"2","01VAR38","90.13333","75","0","yes","72.9366","16","0","305037","0","00002278","ZI007818","yes","0","","0"
"1","01VAR38","90","225","0","yes","72.9366","16","0","305043","0","00002279","ZI007828","yes","0","","0"
"1","01CEMMCA50","114.5009","11","0","yes","80.1725","16","0","305129","0","00002280","ZI004632","yes","0","","0"
"1","01CEMCAZ50","148","1","0","yes","112.5","16","0","305133","0","00002281","ZI004631","yes","0","","0"
"1","05MFC12","3.0044","64","0","yes","1.6051","16","0","305137","0","00002282","ZI003496","yes","0","","0"
"2","0645004","11.9944","7","0","yes","3.28364","16","0","305137","0","00002282","ZI003496","yes","0","","0"
"3","06CJCHP","4.002","8","0","yes","2.31112","16","0","305137","0","00002282","ZI003496","yes","0","","0"
"4","08CENC2","63.4984","1","0","yes","36.64","16","0","305137","0","00002282","ZI003496","yes","0","","0"
"1","06PP6112",".3944","14","0","yes",".1764","16","0","305152","0","00002283","ZI004557","yes","0","","0"
"2","08PP10212","1.1948","39","0","yes",".975","16","0","305152","0","00002283","ZI004557","yes","0","","0"
"1","04HTAQ14",".4988","28","0","yes",".1384","16","0","305159","0","00002284","ZI004556","yes","0","","0"
"2","04HTAQ38",".4988","2","0","yes",".29","16","0","305159","0","00002284","ZI004556","yes","0","","0"
"3","04HTAQ516",".4988","40","0","yes",".16","16","0","305159","0","00002284","ZI004556","yes","0","","0"
"1","06PES300A","41.992","9","0","yes","26.8","16","0","305167","0","00002285","ZI004554","yes","0","","0"
"1","0549165-6","589.99","1","0","yes","434.1744","16","0","305171","0","00002286","ZI004550","yes","0","","0"
"2","05LAVB","280","1","0","yes","200.61","16","0","305171","0","00002286","ZI004550","yes","0","","0"
"3","05MEZCL","232","1","0","yes","177.4901","16","0","305171","0","00002286","ZI004550","yes","0","","0"
"4","05REGADD","80","1","0","yes","68.11","16","0","305171","0","00002286","ZI004550","yes","0","","0"
"5","05TANB","479.99","1","0","yes","331.16","16","0","305171","0","00002286","ZI004550","yes","0","","0"
"6","05TAZB","390","1","0","yes","366.22","16","0","305171","0","00002286","ZI004550","yes","0","","0"
"7","06MEZCRBH","239.98","1","0","yes","172.02","16","0","305171","0","00002286","ZI004550","yes","0","","0"
"1","04MENS1214","12.79","2","0","yes","10.2158","16","0","305251","0","00002287","ZI004552","yes","0","","0"
"2","05ANCLAV","8.004","2","0","yes","3.5","16","0","305251","0","00002287","ZI004552","yes","0","","0"
"3","05CESPFF","29","1","0","yes","21.8909","16","0","305251","0","00002287","ZI004552","yes","0","","0"
"4","05CESPLA","30","1","0","yes","21.8909","16","0","305251","0","00002287","ZI004552","yes","0","","0"
"5","05CHU1122","5.00745","1","0","yes","3.6531","16","0","305251","0","00002287","ZI004552","yes","0","","0"
"6","05CHUH1142","5","1","0","yes","3.6484","16","0","305251","0","00002287","ZI004552","yes","0","","0"
"7","05CUECER","9.5004","1","0","yes","7.86","16","0","305251","0","00002287","ZI004552","yes","0","","0"
"8","0649330","11","2","0","yes","1.52","16","0","305251","0","00002287","ZI004552","yes","0","","0"
"9","06CONTD","37.004","1","0","yes","24.8096","16","0","305251","0","00002287","ZI004552","yes","0","","0"
"1","01CANABAR","120","2","0","yes","65","16","0","305279","0","00002288","ZI004555","yes","0","","0"
"1","0621025","41","20","0","yes","25.542","16","0","305319","0","00002289","ZI007849","yes","0","","0"
"1","01CEMMCA50","101.99999","10","0","yes","80.1725","16","0","305327","0","00002290","ZI003395","yes","0","","0"
"1","03LGP41026","610","14","0","yes","432","16","0","305413","0","00002291","ZI007315","yes","0","","0"
"2","03POL56","19.8","1056","0","yes","14.2","16","0","305413","0","00002291","ZI007315","yes","0","","0"
"3","03PTR11211","19.8","332.8","0","yes","13.5","16","0","305413","0","00002291","ZI007315","yes","0","","0"
"4","03VRED12","18","120","0","yes","12.4","16","0","305413","0","00002291","ZI007315","yes","0","","0"
"5","04HPPB141","1","800","0","yes",".6518","16","0","305413","0","00002291","ZI007315","yes","0","","0"
"1","01BLO15","7.20023","276.38","0","yes","6.46551","16","0","305484","0","00002299","ZI004740","yes","0","","0"
"1","01BLO15","7.2","86.54","0","yes","6.46551","16","0","305488","0","00002300","ZI004741","yes","0","","0"
"2","01CEMMCA50","120","10","0","yes","80.1725","16","0","305488","0","00002300","ZI004741","yes","0","","0"
"1","01BLO15","7.21153","4.16","0","yes","6.46551","16","0","305508","0","00002292","ZI004720","yes","0","","0"
"1","01BLO15","7.21153","4.16","0","yes","6.46551","16","0","305512","0","00002293","ZI004721","yes","0","","0"
"1","01BLO15","7.20101","39.55","0","yes","6.46551","16","0","305516","0","00002294","ZI004735","yes","0","","0"
"1","01BLO15","7.20024","144.22","0","yes","6.46551","16","0","305520","0","00002295","ZI004736","yes","0","","0"
"1","01BLO15","7.2","170.83","0","yes","6.46551","16","0","305524","0","00002296","ZI004737","yes","0","","0"
"1","01BLO15","7.20023","276.38","0","yes","6.46551","16","0","305528","0","00002297","ZI004738","yes","0","","0"
"1","01BLO15","7.20023","276.38","0","yes","6.46551","16","0","305532","0","00002298","ZI004739","yes","0","","0"
"1","01CEMCAZ50","138","5","0","yes","112.5","16","0","305545","0","00002301","ZI006744","yes","0","","0"
"1","01ARE","482.4","2","0","yes","353.45","16","0","305549","0","00002302","ZI006744","yes","0","","0"
"2","01CEMCAZ50","138","10","0","yes","112.5","16","0","305549","0","00002302","ZI006744","yes","0","","0"
"1","01CEMBIG","2500","8","0","yes","1835.97258","16","0","305718","0","00002303","ZI007828","yes","0","","0"
"1","01CEMCAZ50","138","4","0","yes","112.5","16","0","305722","0","00002304","ZI004466","yes","0","","0"
"2","02PANN2","100.66","2","0","yes","78.1","16","0","305722","0","00002304","ZI004466","yes","0","","0"
"1","01ALREC","21","10","0","yes","12.5","16","0","305770","0","00002305","ZI006135","yes","0","","0"
"2","01ARM1538","242","2","0","yes","169","16","0","305770","0","00002305","ZI006135","yes","0","","0"
"1","01CEMBIG","2400","6","0","yes","1835.97258","16","0","305901","0","00002306","ZI007672","yes","0","","0"
"1","03PLA310038","22.6","150","0","yes","17.23","16","0","305921","0","00002307","ZI007315","yes","0","","0"
"1","01ARM204","160","137","0","yes","78","16","0","305990","0","00002308","ZI007881","yes","0","","0"
"2","01BAB1030","11.6","1820","0","yes","7","16","0","305990","0","00002308","ZI007881","yes","0","","0"
"3","01BLO15","10","9900","0","yes","6.46551","16","0","305990","0","00002308","ZI007881","yes","0","","0"
"4","01CEMCAZ50","150","1532","0","yes","112.5","16","0","305990","0","00002308","ZI007881","yes","0","","0"
"5","01VAR38","110","693","0","yes","67.69747","16","0","305990","0","00002308","ZI007881","yes","0","","0"
"6","03LA10126300","495","5","0","yes","370.10366","16","0","305990","0","00002308","ZI007881","yes","0","","0"
"7","03LA10126400","660","143","0","yes","431.1926","16","0","305990","0","00002308","ZI007881","yes","0","","0"
"8","03LA10126500","825","92","0","yes","616.8027","16","0","305990","0","00002308","ZI007881","yes","0","","0"
"9","03LA10126600","990","36","0","yes","615.9","16","0","305990","0","00002308","ZI007881","yes","0","","0"
"10","03POL46","24","3560","0","yes","15.61","16","0","305990","0","00002308","ZI007881","yes","0","","0"
"11","06ALAPJ34","820","10","0","yes","509.31384","16","0","305990","0","00002308","ZI007881","yes","0","","0"
"1","01CEMCAZ50","140","29","0","yes","112.5","16","0","306049","0","00002309","ZI007849","yes","0","","0"
"2","01VAR38","90","80","0","yes","67.69747","16","0","306049","0","00002309","ZI007849","yes","0","","0"
"3","0611585","17.308","10","0","yes","9.4842","16","0","306049","0","00002309","ZI007849","yes","0","","0"
"1","05TRD263","283.22044","1","0","yes","219.74","16","0","306154","0","00002310","ZI004466","yes","0","","0"
"2","05VE3","322.58311","1","0","yes","250.28","16","0","306154","0","00002310","ZI004466","yes","0","","0"
"1","01CEMCAZ50","145.83333","12","0","yes","112.5","16","0","306370","0","00002327","ZI007888","yes","0","","0"
"1","01CEMCAZ50","151","120","0","yes","112.5","16","0","306374","0","00002328","ZI007888","yes","0","","0"
"1","01BLO15","8.5","148","0","yes","6.46551","16","0","306378","0","00002329","ZI007888","yes","0","","0"
"1","01BLO15","8","300","0","yes","6.46551","16","0","306403","0","00002321","ZI007888","yes","0","","0"
"2","01CAL","64","10","0","yes","40.45","16","0","306403","0","00002321","ZI007888","yes","0","","0"
"1","01ALAM","18","200","0","yes","14.1","16","0","306409","0","00002322","ZI007888","yes","0","","0"
"2","01ALREC","22","50","0","yes","12.5","16","0","306409","0","00002322","ZI007888","yes","0","","0"
"3","01CEMCAZ50","147","400","0","yes","112.5","16","0","306409","0","00002322","ZI007888","yes","0","","0"
"4","01VAR38","110","25","0","yes","67.69747","16","0","306409","0","00002322","ZI007888","yes","0","","0"
"5","05CODPVC645","20.5","1","0","yes","13.29","16","0","306409","0","00002322","ZI007888","yes","0","","0"
"6","05CPOPVC6","13","3","0","yes","7.88","16","0","306409","0","00002322","ZI007888","yes","0","","0"
"7","05PEGAD500","100","1","0","yes","72.5","16","0","306409","0","00002322","ZI007888","yes","0","","0"
"1","01CEMCAZ50","150","50","0","yes","112.5","16","0","306434","0","00002318","ZI007888","yes","0","","0"
"1","01ALAM","18","400","0","yes","14.1","16","0","306438","0","00002319","ZI007888","yes","0","","0"
"1","01ALAM","18","400","0","yes","14.1","16","0","306442","0","00002320","ZI007888","yes","0","","0"
"2","01VAR38","110","12","0","yes","67.69747","16","0","306442","0","00002320","ZI007888","yes","0","","0"
"1","01BLO15","8","250","0","yes","6.46551","16","0","306499","0","00002325","ZI007888","yes","0","","0"
"2","05ATPVC4","34","24","0","yes","22.0242","16","0","306499","0","00002325","ZI007888","yes","0","","0"
"3","05CODPVC490","10","16","0","yes","6.4748","16","0","306499","0","00002325","ZI007888","yes","0","","0"
"1","01CEMCAZ50","145.83333","12","0","yes","112.5","16","0","306507","0","00002326","ZI007888","yes","0","","0"
"1","01BLO15","8.5","152","0","yes","6.46551","16","0","306597","0","00002330","ZI007888","yes","0","","0"
"2","01CEMCAZ50","152.66666","3","0","yes","112.5","16","0","306597","0","00002330","ZI007888","yes","0","","0"
"1","03LA10126500","725","5","0","yes","616.8027","16","0","306678","0","00002323","ZI007888","yes","0","","0"
"1","01CEMCAZ50","145","400","0","yes","112.5","16","0","306682","0","00002324","ZI007888","yes","0","","0"
"1","01ALAM","18","40","0","yes","14.1","16","0","306689","0","00002311","ZI007888","yes","0","","0"
"2","01ALREC","22.5","20","0","yes","12.5","16","0","306689","0","00002311","ZI007888","yes","0","","0"
"3","01ARM204","164.7","15","0","yes","78","16","0","306689","0","00002311","ZI007888","yes","0","","0"
"4","01CEMCAZ50","150","65","0","yes","112.5","16","0","306689","0","00002311","ZI007888","yes","0","","0"
"5","01VAR38","110","72","0","yes","67.69747","16","0","306689","0","00002311","ZI007888","yes","0","","0"
"6","06CLA2","23","1","0","yes","13.95","16","0","306689","0","00002311","ZI007888","yes","0","","0"
"7","06CLA212","23","8","0","yes","14.07","16","0","306689","0","00002311","ZI007888","yes","0","","0"
"8","08CAJCHR","10","2","0","yes","7.13","16","0","306689","0","00002311","ZI007888","yes","0","","0"
"9","08CAJO4R","13.5","4","0","yes","9.77","16","0","306689","0","00002311","ZI007888","yes","0","","0"
"10","08POL12","3","50","0","yes","1.8154","16","0","306689","0","00002311","ZI007888","yes","0","","0"
"1","01BLO15","8","1000","0","yes","6.46551","16","0","306785","0","00002312","ZI007888","yes","0","","0"
"1","01BLO15","8","1000","0","yes","6.46551","16","0","306789","0","00002313","ZI007888","yes","0","","0"
"1","01BLO15","8","700","0","yes","6.46551","16","0","306793","0","00002314","ZI007888","yes","0","","0"
"1","01CAL","64","15","0","yes","40.45","16","0","306797","0","00002315","ZI007888","yes","0","","0"
"2","01CEMCAZ50","150","35","0","yes","112.5","16","0","306797","0","00002315","ZI007888","yes","0","","0"
"3","01VAR38","110","7","0","yes","67.69747","16","0","306797","0","00002315","ZI007888","yes","0","","0"
"1","01CEMCAZ50","150","25","0","yes","112.5","16","0","306805","0","00002316","ZI007888","yes","0","","0"
"1","01ALAM","18","200","0","yes","14.1","16","0","306809","0","00002317","ZI007888","yes","0","","0"
"2","06ALAPUVAQ","518","10","0","yes","341.70011","16","0","306809","0","00002317","ZI007888","yes","0","","0"
"1","01CEMCAZ50","138","10","0","yes","112.5","16","0","306857","0","00002331","ZI006744","yes","0","","0"
"1","02COMST21","141.2","2","0","yes","109.48","16","0","306882","0","00002332","ZI004797","yes","0","","0"
"1","01CEMCAZ50","145","60","0","yes","112.5","16","0","306887","0","00002333","ZI007269","yes","0","","0"
"1","08POL1234","5.5","100","0","yes","3.4649","16","0","306946","0","00002334","ZI006744","yes","0","","0"
"1","01CEMBIG","2327.5","20","0","yes","1835.97258","16","0","306956","0","00002335","ZI004466","yes","0","","0"
"2","01CEMCAZ50","136","400","0","yes","112.5","16","0","306956","0","00002335","ZI004466","yes","0","","0"
"1","01CEMBIG","2600","2","0","yes","1835.97258","16","0","307009","0","00002336","ZI007066","yes","0","","0"
"1","01CEMBIG","2400","2","0","yes","1835.97258","16","0","307105","0","00002337","ZI007672","yes","0","","0"
"5","05CONPL12","27","7","0","yes","17.5771","16","0","307127","0","00002338","ZI007066","yes","0","","0"
"6","05PLJLR20","315","1","0","yes","206.86","16","0","307127","0","00002338","ZI007066","yes","0","","0"
"1","05CODPL12","3.5","17","0","yes","2.1635","16","0","307127","0","00002338","ZI007066","yes","0","","0"
"2","05CODPL34","5","8","0","yes","3.1425","16","0","307127","0","00002338","ZI007066","yes","0","","0"
"3","05CODPLH","27","1","0","yes","16.78","16","0","307127","0","00002338","ZI007066","yes","0","","0"
"4","05CODPVC290","2.5","1","0","yes","1.39","16","0","307127","0","00002338","ZI007066","yes","0","","0"
"7","05REDPL3412","4","9","0","yes","2.4866","16","0","307127","0","00002338","ZI007066","yes","0","","0"
"8","05TEEPL12","5","1","0","yes","3.12","16","0","307127","0","00002338","ZI007066","yes","0","","0"
"9","05TEEPL34","9.5","7","0","yes","5.9457","16","0","307127","0","00002338","ZI007066","yes","0","","0"
"10","05TP34","6","4","0","yes","3.57","16","0","307127","0","00002338","ZI007066","yes","0","","0"
"11","08CAJCHR","11","26","0","yes","7.13","16","0","307127","0","00002338","ZI007066","yes","0","","0"
"1","01BLO15","7.2","84.32","0","yes","6.46551","16","0","307156","0","00002339","ZI004740","yes","0","","0"
"2","01CEMMCA50","120","10","0","yes","80.1725","16","0","307156","0","00002339","ZI004740","yes","0","","0"
"1","02ANGA","15.5","204","0","yes","11.99","16","0","307164","0","00002340","ZI004797","yes","0","","0"
"2","02CCC22158","27","187","0","yes","20.83","16","0","307164","0","00002340","ZI004797","yes","0","","0"
"3","02CINJ","32","10","0","yes","24.9","16","0","307164","0","00002340","ZI004797","yes","0","","0"
"4","02COMPP","247.6","8","0","yes","192.05","16","0","307164","0","00002340","ZI004797","yes","0","","0"
"5","02COMST21","141.2","15","0","yes","109.48","16","0","307164","0","00002340","ZI004797","yes","0","","0"
"6","02ECLE305","30","289","0","yes","23.14","16","0","307164","0","00002340","ZI004797","yes","0","","0"
"7","02EES244","14.5","51","0","yes","11.14","16","0","307164","0","00002340","ZI004797","yes","0","","0"
"8","02PRF58","122","119","0","yes","94.61","16","0","307164","0","00002340","ZI004797","yes","0","","0"
"9","02PWRFR58","318","34","0","yes","246.24","16","0","307164","0","00002340","ZI004797","yes","0","","0"
"10","02TOR812",".15","4000","0","yes",".1121","16","0","307164","0","00002340","ZI004797","yes","0","","0"
"11","02TORS118",".1","6000","0","yes",".0742","16","0","307164","0","00002340","ZI004797","yes","0","","0"
"12","02TORS2",".15","3000","0","yes",".0907","16","0","307164","0","00002340","ZI004797","yes","0","","0"
"13","06ALAG145","20","30","0","yes","20.07","16","0","307164","0","00002340","ZI004797","yes","0","","0"
"14","06LIJAESM","9.8","85","0","yes","7.58","16","0","307164","0","00002340","ZI004797","yes","0","","0"
"15","06PL4","30.5","6","0","yes","23.64","16","0","307164","0","00002340","ZI004797","yes","0","","0"
"16","06TM38112",".2","1400","0","yes",".0554","16","0","307164","0","00002340","ZI004797","yes","0","","0"
"17","06TM5112",".2","2000","0","yes",".0392","16","0","307164","0","00002340","ZI004797","yes","0","","0"
"1","01CR200","1779.9968","13","0","yes","1448.27586","16","0","307228","0","00002341","ZI004533","yes","0","","0"
"1","01BLO12","7.7952","100","0","yes","5.34482","16","0","307246","0","00002342","ZI002990","yes","0","","0"
"1","01CEMCAZ50","145","20","0","yes","112.5","16","0","307277","0","00002343","ZI007269","yes","0","","0"
"1","01CEMCAZ50","145","120","0","yes","112.5","16","0","307281","0","00002344","ZI007438","yes","0","","0"
"1","01CEMCAZ50","145","60","0","yes","112.5","16","0","307396","0","00002345","ZI007438","yes","0","","0"
"1","01CEMBIG","2327.5","20","0","yes","1835.97258","16","0","307414","0","00002346","ZI004466","yes","0","","0"
"1","06CLA4","27","2","0","yes","15.0248","16","0","307444","0","00002348","ZI006744","yes","0","","0"
"2","06CLAC212","34","1","0","yes","22.11","16","0","307444","0","00002348","ZI006744","yes","0","","0"
"1","01CEMCAZ50","138","10","0","yes","112.5","16","0","307585","0","00002347","ZI006744","yes","0","","0"
"1","02ANGA","15.5","72","0","yes","11.99","16","0","307778","0","00002349","ZI004466","yes","0","","0"
"2","02CCC22158","27","66","0","yes","20.83","16","0","307778","0","00002349","ZI004466","yes","0","","0"
"3","02CINJ","32","4","0","yes","24.9","16","0","307778","0","00002349","ZI004466","yes","0","","0"
"4","02COMPP","247.6","4","0","yes","192.05","16","0","307778","0","00002349","ZI004466","yes","0","","0"
"5","02COMST21","141.2","6","0","yes","109.48","16","0","307778","0","00002349","ZI004466","yes","0","","0"
"6","02ECLE305","30","102","0","yes","23.14","16","0","307778","0","00002349","ZI004466","yes","0","","0"
"7","02EES244","14.5","18","0","yes","11.14","16","0","307778","0","00002349","ZI004466","yes","0","","0"
"8","02PRF58","122","42","0","yes","94.61","16","0","307778","0","00002349","ZI004466","yes","0","","0"
"9","02PWRFR58","318","13","0","yes","246.24","16","0","307778","0","00002349","ZI004466","yes","0","","0"
"10","02TOR812",".15","1500","0","yes",".1121","16","0","307778","0","00002349","ZI004466","yes","0","","0"
"11","02TORS118",".1","2200","0","yes",".0742","16","0","307778","0","00002349","ZI004466","yes","0","","0"
"12","02TORS2",".15","1100","0","yes",".0907","16","0","307778","0","00002349","ZI004466","yes","0","","0"
"13","06ALAG145","20","10","0","yes","20.07","16","0","307778","0","00002349","ZI004466","yes","0","","0"
"14","06LIJAESM","9.8","30","0","yes","7.58","16","0","307778","0","00002349","ZI004466","yes","0","","0"
"15","06PL4","30.5","6","0","yes","23.64","16","0","307778","0","00002349","ZI004466","yes","0","","0"
"16","06TM38112",".2","500","0","yes",".0554","16","0","307778","0","00002349","ZI004466","yes","0","","0"
"17","06TM5112",".2","710","0","yes",".0392","16","0","307778","0","00002349","ZI004466","yes","0","","0"
