"Clacli","Fecncre","Monto","Estado","Miva","MImp2","MDes","Mcosto","Piva","Pimp2","PDes","Nummov","Nncar","Numfac","facreal","Mfondo","TipoNC","Claven","Clazon","hora","numaprfol","numcer","perapr","cladep","Numuser","Refori","impreso","metpagele","bancosele","cuentaele","imprcan","Tpeso","usocfdi","periodo","mes","ano","objimp","version"
"MRSZI046","25/10/22","183.6","yes","158.28","0","0","0","16","0","0","3307168","ZINC0945","ZI073285","","0","no","48","0","58939","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","25/10/22","47.6","yes","41.03","0","0","0","16","0","0","3307181","ZINC0946","ZI073266","","0","no","97","0","58995","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","26/10/22","173.5","yes","149.57","0","0","0","16","0","0","3309463","ZINC0947","ZI073300","","0","no","306","0","40864","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"CAAL86","26/10/22","448","yes","386.21","0","0","0","16","0","0","3311607","ZINC0948","ZI073359","","0","no","152","0","59046","","00001000000505967194","2015","1","153","","no","02-Cheque nominativo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","26/10/22","629.52","yes","542.69","0","0","0","16","0","0","3311618","ZINC0949","ZI073385","","0","no","97","0","59072","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","26/10/22","143","yes","123.28","0","0","0","16","0","0","3311623","ZINC0950","ZI073286","","0","no","48","0","59096","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","26/10/22","48.96","yes","42.21","0","0","0","16","0","0","3311626","ZINC0951","ZI073332","","0","no","97","0","59121","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","26/10/22","48.96","yes","42.21","0","0","0","16","0","0","3311629","ZINC0952","ZI073334","","0","no","97","0","59139","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","27/10/22","175.48","yes","151.28","0","0","0","16","0","0","3313586","ZINC0953","ZI073400","","0","no","307","0","42614","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","27/10/22","75","yes","64.66","0","0","0","16","0","0","3313601","ZINC0954","ZI073423","","0","no","306","0","42637","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"VIL69","27/10/22","3714.5","no","3202.16","0","0","0","16","0","0","3309593","ZINC0955","ZI073413","","0","no","13","0","42697","","00001000000505967194","2015","1","153","","no","99-Por definir","02","","yes","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"OESM970","28/10/22","6400","yes","5517.24","0","0","0","16","0","0","3317037","ZINC0956","ZI072851","","0","no","97","0","40512","","00001000000505967194","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"LOMM64","28/10/22","192","yes","165.52","0","0","0","16","0","0","3317121","ZINC0957","ZI073299","","0","no","48","0","41319","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","28/10/22","60.72","yes","52.34","0","0","0","16","0","0","3319066","ZINC0958","ZI073530","","0","no","307","0","56704","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","28/10/22","139.2","yes","120","0","0","0","16","0","0","3318252","ZINC0959","ZI073497","","0","no","48","0","56720","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","28/10/22","627.2","yes","540.69","0","0","0","16","0","0","3318821","ZINC0960","ZI073501","","0","no","48","0","56745","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","28/10/22","224","yes","193.1","0","0","0","16","0","0","3318824","ZINC0961","ZI073475","","0","no","07","0","56759","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MOQR63","31/10/22","3714.5","yes","3202.16","0","0","0","16","0","0","3325772","ZINC0962","ZI073599","","0","no","13","0","58584","","00001000000505967194","2015","1","153","","no","03-Transferencia electrónica de fondos","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","31/10/22","57.6","yes","49.66","0","0","0","16","0","0","3325775","ZINC0963","ZI073577","","0","no","48","0","58608","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"RUTR7","31/10/22","527.04","yes","454.34","0","0","0","16","0","0","3325778","ZINC0964","ZI073526","","0","no","07","0","58647","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","31/10/22","51.2","yes","44.14","0","0","0","16","0","0","3325781","ZINC0965","ZI073565","","0","no","306","0","58693","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","31/10/22","7.5","yes","6.47","0","0","0","16","0","0","3325784","ZINC0966","ZI073562","","0","no","306","0","58712","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","31/10/22","144","yes","124.14","0","0","0","16","0","0","3325787","ZINC0967","ZI073575","","0","no","48","0","58733","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"CRA00","01/11/22","604.2","yes","520.86","0","0","0","16","0","0","3327036","ZINC0968","ZI071463","","0","no","07","0","32997","","00001000000505967194","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","01/11/22","295.24","yes","254.52","0","0","0","16","0","0","3329505","ZINC0969","ZI073704","","0","no","306","0","65275","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","02/11/22","13.5","yes","11.64","0","0","0","16","0","0","3331779","ZINC0970","ZI073759","","0","no","306","0","48460","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","02/11/22","42.7","yes","36.81","0","0","0","16","0","0","3331782","ZINC0971","ZI073805","","0","no","13","0","48482","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","02/11/22","803","yes","692.24","0","0","0","16","0","0","3331785","ZINC0972","ZI073800","","0","no","48","0","48501","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS81","02/11/22","198.72","yes","171.31","0","0","0","16","0","0","3331788","ZINC0973","ZI073775","","0","no","306","0","48533","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"HEML77","02/11/22","94.15","yes","81.16","0","0","0","16","0","0","3331794","ZINC0974","ZI073750","","0","no","07","0","48550","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"RUTR7","05/11/22","927.36","yes","799.45","0","0","0","16","0","0","3340161","ZINC0975","ZI073889","","0","no","306","0","45613","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MEPJ79","05/11/22","3.5","yes","3.02","0","0","0","16","0","0","3340164","ZINC0976","ZI073949","","0","no","307","0","45641","","00001000000505967194","2015","1","153","","no","28-Tarjeta de débito","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","05/11/22","73.88","yes","63.69","0","0","0","16","0","0","3340167","ZINC0977","ZI073961","","0","no","306","0","45659","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","05/11/22","391.56","yes","337.55","0","0","0","16","0","0","3340170","ZINC0978","ZI073919","","0","no","48","0","45677","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","08/11/22","662.4","yes","571.03","0","0","0","16","0","0","3345985","ZINC0979","ZI073992","","0","no","306","0","34984","","00001000000505967194","2015","1","43","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","08/11/22","102.4","yes","88.28","0","0","0","16","0","0","3345988","ZINC0980","ZI074012","","0","no","48","0","35074","","00001000000505967194","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","08/11/22","19","yes","16.38","0","0","0","16","0","0","3345991","ZINC0981","ZI074021","","0","no","48","0","35133","","00001000000505967194","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","08/11/22","200","yes","172.41","0","0","0","16","0","0","3345998","ZINC0982","ZI074032","","0","no","307","0","35183","","00001000000505967194","2015","1","43","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","08/11/22","61","yes","52.59","0","0","0","16","0","0","3345967","ZINC0983","ZI074067","","0","no","306","0","35215","","00001000000505967194","2015","1","43","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"OEHC82","08/11/22","824.47","yes","710.75","0","0","0","16","0","0","3345970","ZINC0984","ZI074060","","0","no","07","0","35237","","00001000000505967194","2015","1","43","","no","28-Tarjeta de débito","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","09/11/22","121.2","yes","104.48","0","0","0","16","0","0","3352353","ZINC0985","ZI074129","","0","no","13","0","56957","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","09/11/22","25.76","yes","22.21","0","0","0","16","0","0","3352356","ZINC0986","ZI074116","","0","no","306","0","56987","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"VIL69","09/11/22","1010.24","yes","870.9","0","0","0","16","0","0","3352359","ZINC0987","ZI074137","","0","no","07","0","57006","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"COCH82","09/11/22","224.4","yes","193.45","0","0","0","16","0","0","3352373","ZINC0988","ZI074140","","0","no","307","0","57033","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","09/11/22","177.48","yes","153","0","0","0","16","0","0","3352130","ZINC0989","ZI074144","","0","no","48","0","57061","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI013","09/11/22","10","yes","8.62","0","0","0","16","0","0","3352133","ZINC0990","ZI074058","","0","no","152","0","57103","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"GACA64","10/11/22","198","yes","170.69","0","0","0","16","0","0","3354639","ZINC0991","ZI074349","","0","no","306","0","46115","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","10/11/22","11.08","yes","9.55","0","0","0","16","0","0","3354642","ZINC0992","ZI074285","","0","no","306","0","46167","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","10/11/22","44","yes","37.93","0","0","0","16","0","0","3354645","ZINC0993","ZI074161","","0","no","07","0","46183","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MEPB63","10/11/22","114","yes","98.28","0","0","0","16","0","0","3354652","ZINC0994","ZI074214","","0","no","97","0","46203","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","10/11/22","99.2","yes","85.52","0","0","0","16","0","0","3354666","ZINC0995","ZI074216","","0","no","13","0","46250","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MEJC69","10/11/22","440","yes","379.31","0","0","0","16","0","0","3354669","ZINC0996","ZI074229","","0","no","97","0","46272","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"JEVR86","10/11/22","3950","yes","3405.17","0","0","0","16","0","0","3354785","ZINC0997","ZI074324","","0","no","13","0","46632","","00001000000505967194","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"RORM64","11/11/22","340","yes","293.1","0","0","0","16","0","0","3358118","ZINC0998","ZI074263","","0","no","306","0","55790","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI21","11/11/22","78","yes","67.24","0","0","0","16","0","0","3358121","ZINC0999","ZI074377","","0","no","152","0","55807","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","11/11/22","174.24","yes","150.21","0","0","0","16","0","0","3358124","ZINC1000","ZI074359","","0","no","07","0","55831","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"CAAS86","15/11/22","1350","yes","0","1350","0","0","0","0","0","3368450","ZINC1001","ZI074582","","0","no","13","0","54518","","00001000000505967194","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","15/11/22","153.6","yes","132.41","0","0","0","16","0","0","3368516","ZINC1002","ZI074468","","0","no","48","0","56492","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","15/11/22","66.6","yes","57.41","0","0","0","16","0","0","3368519","ZINC1003","ZI074523","","0","no","118","0","56514","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","15/11/22","660","yes","568.97","0","0","0","16","0","0","3368522","ZINC1004","ZI074484","","0","no","118","0","56537","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","15/11/22","333","yes","287.07","0","0","0","16","0","0","3368577","ZINC1005","ZI074440","","0","no","97","0","56700","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS112","16/11/22","700","yes","603.45","0","0","0","16","0","0","3371949","ZINC1006","ZI074676","","0","no","07","0","53109","","00001000000505967194","2015","1","43","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","16/11/22","3.78","yes","3.26","0","0","0","16","0","0","3372145","ZINC1007","ZI074583","","0","no","248","0","55619","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"CAGF670","16/11/22","57.39","yes","49.47","0","0","0","16","0","0","3372149","ZINC1008","ZI074627","","0","no","307","0","55655","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MOCC87","16/11/22","18.56","yes","16","0","0","0","16","0","0","3372152","ZINC1009","ZI074654","","0","no","48","0","55686","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","16/11/22","200","yes","172.41","0","0","0","16","0","0","3372232","ZINC1010","ZI074660","","0","no","306","0","55786","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","18/11/22","32.7","yes","28.19","0","0","0","16","0","0","3377719","ZINC1011","ZI074754","","0","no","306","0","45867","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","19/11/22","374.1","yes","322.5","0","0","0","16","0","0","3380386","ZINC1012","ZI074911","","0","no","48","0","42188","","00001000000505967194","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","19/11/22","19.2","yes","16.55","0","0","0","16","0","0","3380428","ZINC1013","ZI074812","","0","no","48","0","42510","","00001000000505967194","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","19/11/22","366","yes","315.52","0","0","0","16","0","0","3380432","ZINC1014","ZI074786","","0","no","48","0","42644","","00001000000505967194","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"UMA96","19/11/22","278.1","yes","239.74","0","0","0","16","0","0","3380758","ZINC1015","ZI072682","","0","no","118","0","47322","","00001000000505967194","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","24/11/22","432","yes","372.41","0","0","0","16","0","0","3392167","ZINC1016","ZI075050","","0","no","07","0","52823","","00001000000505967194","2015","1","43","","no","28-Tarjeta de débito","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","24/11/22","165.3","yes","142.5","0","0","0","16","0","0","3392170","ZINC1017","ZI075057","","0","no","07","0","52914","","00001000000505967194","2015","1","43","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"LOMM64","24/11/22","91.8","yes","79.14","0","0","0","16","0","0","3392173","ZINC1018","ZI075042","","0","no","48","0","52942","","00001000000505967194","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MEVJ54","26/11/22","30","yes","25.86","0","0","0","16","0","0","3397616","ZINC1019","ZI072732","","0","no","13","0","46645","","00001000000505967194","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"PERC80","28/11/22","1197.12","yes","1032","0","0","0","16","0","0","3401133","ZINC1020","ZI075179","","0","no","07","0","51848","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"ADO07","28/11/22","97.65","yes","84.18","0","0","0","16","0","0","3401136","ZINC1021","ZI075259","","0","no","306","0","51914","","00001000000505967194","2015","1","153","","no","03-Transferencia electrónica de fondos","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","28/11/22","885.72","yes","763.55","0","0","0","16","0","0","3401139","ZINC1022","ZI075260","","0","no","306","0","51955","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"EJO100","28/11/22","70","yes","60.34","0","0","0","16","0","0","3401142","ZINC1023","ZI075360","","0","no","97","0","51978","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"GVE2","28/11/22","1070","yes","922.41","0","0","0","16","0","0","3401154","ZINC1024","ZI075376","","0","no","306","0","52007","","00001000000505967194","2015","1","153","","no","03-Transferencia electrónica de fondos","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","30/11/22","553.8","yes","477.41","0","0","0","16","0","0","3410177","ZINC1025","ZI070395","","0","no","07","0","54983","","00001000000505967194","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"AOLH68","30/11/22","346","yes","298.28","0","0","0","16","0","0","3410381","ZINC1026","ZI075503","","0","no","72","0","57132","","00001000000505967194","2015","1","153","","no","28-Tarjeta de débito","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","30/11/22","294","yes","253.45","0","0","0","16","0","0","3410385","ZINC1027","ZI075507","","0","no","97","0","57204","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","01/12/22","268.5","yes","231.47","0","0","0","16","0","0","3413058","ZINC1028","ZI075636","","0","no","306","0","45788","","00001000000505967194","2015","1","153","","no","03-Transferencia electrónica de fondos","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"PERC80","01/12/22","994.16","yes","857.03","0","0","0","16","0","0","3413098","ZINC1029","ZI075578","","0","no","306","0","45823","","00001000000505967194","2015","1","153","","no","28-Tarjeta de débito","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI013","03/12/22","363.18","yes","313.09","0","0","0","16","0","0","3419123","ZINC1030","ZI075838","","0","no","152","0","47672","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","05/12/22","200","yes","172.41","0","0","0","16","0","0","3422049","ZINC1031","ZI075834","","0","no","97","0","58701","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","05/12/22","60","yes","51.72","0","0","0","16","0","0","3422053","ZINC1032","ZI075822","","0","no","118","0","58744","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","05/12/22","226.8","yes","195.52","0","0","0","16","0","0","3422081","ZINC1033","ZI075800","","0","no","97","0","58772","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","07/12/22","6.4","yes","5.52","0","0","0","16","0","0","3428866","ZINC1034","ZI075934","","0","no","306","0","55539","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","07/12/22","18.17","yes","15.66","0","0","0","16","0","0","3428869","ZINC1035","ZI075956","","0","no","248","0","55581","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"CAEL80","09/12/22","7040","yes","6068.97","0","0","0","16","0","0","3434919","ZINC1036","ZI076126","","0","no","07","0","45789","","00001000000505967194","2015","1","153","","no","03-Transferencia electrónica de fondos","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","09/12/22","17.39","yes","14.99","0","0","0","16","0","0","3434922","ZINC1037","ZI076135","","0","no","97","0","45840","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","13/12/22","58.4","yes","50.34","0","0","0","16","0","0","3442596","ZINC1038","ZI076195","","0","no","307","0","42949","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"OCP100","13/12/22","5.95","yes","5.13","0","0","0","16","0","0","3442599","ZINC1039","ZI076216","","0","no","97","0","42981","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","13/12/22","44.1","yes","38.02","0","0","0","16","0","0","3442602","ZINC1040","ZI076254","","0","no","13","0","43001","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","13/12/22","148.67","yes","128.16","0","0","0","16","0","0","3442690","ZINC1041","ZI076124","","0","no","306","0","43023","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","14/12/22","40","yes","34.48","0","0","0","16","0","0","3449106","ZINC1042","ZI076338","","0","no","307","0","65288","","00001000000505967194","2015","1","153","","no","28-Tarjeta de débito","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","14/12/22","74.52","yes","64.24","0","0","0","16","0","0","3449109","ZINC1043","ZI076342","","0","no","306","0","65304","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"SAGB84","14/12/22","11.09","yes","9.56","0","0","0","16","0","0","3449112","ZINC1044","ZI076369","","0","no","248","0","65322","","00001000000505967194","2015","1","153","","no","28-Tarjeta de débito","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"ZABR67","14/12/22","3504","yes","3020.69","0","0","0","16","0","0","3449006","ZINC1045","ZI076370","","0","no","13","0","65338","","00001000000505967194","2015","1","153","","no","28-Tarjeta de débito","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","14/12/22","37.68","yes","32.48","0","0","0","16","0","0","3449009","ZINC1046","ZI076336","","0","no","48","0","65365","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","14/12/22","220.5","yes","190.09","0","0","0","16","0","0","3449012","ZINC1047","ZI076378","","0","no","48","0","65382","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"OTC09","16/12/22","62","yes","53.45","0","0","0","16","0","0","3455598","ZINC1048","ZI076433","","0","no","97","0","56549","","00001000000505967194","2015","1","153","","no","03-Transferencia electrónica de fondos","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","16/12/22","280","yes","241.38","0","0","0","16","0","0","3455874","ZINC1049","ZI076413","","0","no","306","0","56568","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","16/12/22","348.4","yes","300.34","0","0","0","16","0","0","3455877","ZINC1050","ZI076453","","0","no","13","0","56585","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","17/12/22","65.14","yes","56.16","0","0","0","16","0","0","3458120","ZINC1051","ZI076547","","0","no","306","0","50634","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","17/12/22","183.48","yes","158.17","0","0","0","16","0","0","3458177","ZINC1052","ZI076211","","0","no","306","0","50678","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","17/12/22","6.75","yes","5.82","0","0","0","16","0","0","3458180","ZINC1053","ZI076544","","0","no","48","0","50731","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
