"Clacli","Fecncre","Monto","Estado","Miva","MImp2","MDes","Mcosto","Piva","Pimp2","PDes","Nummov","Nncre","Numfac","facreal","Mfondo","TipoNC","Claven","Clazon","hora","numaprfol","numcer","perapr","cladep","ocurre","numuser","observa","frem","pagada","nusercan","paga","enviado"
"PSP14","05/10/18","632","yes","544.83","0","0","0","16","0","0","661175","00003661","ZI015887","F","0","no","109","0","32759","linea 3: obra: villas de san jose // recibe: ing geovanny // pendiente fac zi 15887 //","","0","10","no","0","linea 3: obra: villas de san jose // recibe: ing geovanny // pendiente fac zi 15887 //","no","no","0","",""
"RODH66","05/10/18","3248.68","yes","2800.59","0","0","0","16","0","0","708449","00003662","ZI004466","F","0","no","107","0","39130","vale:            /// enviar a obra: Fabrica de Hielo // recibe: sr. Carlos //","","0","10","no","0","vale:            /// enviar a obra: Fabrica de Hielo // recibe: sr. Carlos //","no","no","0","",""
"RODH66","05/10/18","1478.6","yes","1274.66","0","0","0","16","0","0","708602","00003663","ZI004466","F","0","no","107","0","44301","vale: 213 // obra: escalera p/ silo (Gguarda de proteccion) //","","0","10","no","0","vale: 213 // obra: escalera p/ silo (Gguarda de proteccion) //","no","no","0","",""
"RODH66","05/10/18","206.57","yes","178.08","0","0","0","16","0","0","708616","00003664","ZI004466","F","0","no","107","0","44403","vale: 221 // obra: Escalera p/ silo de cemento //","","0","10","no","0","vale: 221 // obra: Escalera p/ silo de cemento //","no","no","0","",""
"RODH66","05/10/18","95.4","yes","82.24","0","0","0","16","0","0","708625","00003665","ZI004466","F","0","no","107","0","44585","vale: 219// obra: fabrica de hielo faldon delantero y contraventeos //","","0","10","no","0","vale: 219// obra: fabrica de hielo faldon delantero y contraventeos //","no","no","0","",""
"RODH66","05/10/18","323.14","yes","278.57","0","0","0","16","0","0","708738","00003666","ZI004466","F","0","no","","0","45520","VALE 222 PARA LA ESCALERA DE CILO","","0","10","no","0","VALE 222 PARA LA ESCALERA DE CILO","no","no","0","",""
"PSP14","05/10/18","5570.7","yes","4802.33","0","0","0","16","0","0","708847","00003667","ZI016336","F","0","no","109","0","47769","req: 158 // obra: villas de san jose linea 3 // recibe: Ing. Giovanny Alejandro //","","0","10","no","0","req: 158 // obra: villas de san jose linea 3 // recibe: Ing. Giovanny Alejandro //","no","no","0","",""
"RODH66","06/10/18","2629.44","yes","2266.76","0","0","0","16","0","0","698113","00003668","ZI004466","F","0","no","107","0","40586","VALE:        // OBRA:  ZONA INDUSTRIAL (BODEGAS ) // RECIBE: TRABAJDORES (SR. CARLOS )","","0","10","no","0","VALE:        // OBRA:  ZONA INDUSTRIAL (BODEGAS ) // RECIBE: TRABAJDORES (SR. CARLOS )","no","no","0","",""
"MOST1118","06/10/18","14200","yes","12241.38","0","0","0","16","0","0","712188","00003669","ZI016128","F","0","no","152","0","47717","ENVIAR ALOS MATERIALES // RECIBE: ABEL MOLINA //","","0","10","no","0","ENVIAR ALOS MATERIALES // RECIBE: ABEL MOLINA //","no","no","0","",""
"RODH66","06/10/18","112076.05","no","96617.28","0","0","0","16","0","0","711335","00003670","ZI004466","F","0","no","13","0","49775","PAQUETES ZACATECAS- CAPRINOS","","0","10","no","0","PAQUETES ZACATECAS- CAPRINOS","no","no","0","",""
"RODH66","06/10/18","112076.05","yes","96617.28","0","0","0","16","0","0","712308","00003671","ZI004466","F","0","no","13","0","50249","PAQUETES ZACATECAS - CAPRINOS","","0","10","no","0","PAQUETES ZACATECAS - CAPRINOS","no","no","0","",""
"RODH66","06/10/18","7980.51","yes","6879.75","0","0","0","16","0","0","712321","00003672","ZI004797","F","0","no","13","0","50597","PAQ ZACATECAS- CISTERNA","","0","10","no","0","PAQ ZACATECAS- CISTERNA","no","no","0","",""
"RODH66","06/10/18","586430.21","yes","505543.28","0","0","0","16","0","0","712353","00003673","ZI011124","F","0","no","13","0","51157","PAQ ZACATECAS-ZAHURDAS-CISTERNAS","","0","10","no","0","PAQ ZACATECAS-ZAHURDAS-CISTERNAS","no","no","0","",""
"RODH66","06/10/18","700000","yes","603448.27","0","0","0","16","0","0","712430","00003674","ZI018058","F","0","no","13","0","52221","PAQ ZAC-CISTERNA CAPRINOS ZAHURDAS","","0","10","no","0","PAQ ZAC-CISTERNA CAPRINOS ZAHURDAS","no","no","0","",""
"RODH66","06/10/18","373007.06","yes","321557.81","0","0","0","16","0","0","709446","00003675","ZI011155","F","0","no","13","0","53021","PAQ. ZACATECAS-ZAHURDAS-CAPRINOS","","0","10","no","0","PAQ. ZACATECAS-ZAHURDAS-CAPRINOS","no","no","0","",""
"RODH66","06/10/18","298800","no","0","298800","0","0","0","0","0","710790","00003676","ZI008924","F","0","no","13","0","53254","PAQ ZACATECAS-MOLINO FORRAJERO","","0","10","no","0","PAQ ZACATECAS-MOLINO FORRAJERO","no","no","0","",""
"RODH66","06/10/18","1054.93","no","0","1054.93","0","0","0","0","0","712481","00003677","ZI008924","F","0","no","13","0","53500","PAQ ZAC - HUERTOS","","0","10","no","0","PAQ ZAC - HUERTOS","no","no","0","",""
"RODH66","06/10/18","129300","no","0","129300","0","0","0","0","0","712485","00003678","ZI011123","F","0","no","13","0","53635","-PAQ ZACATECAS- MOLINOS","","0","10","no","0","-PAQ ZACATECAS- MOLINOS","no","no","0","",""
"RODH66","08/10/18","6042.6","yes","5209.14","0","0","0","16","0","0","712880","00003679","ZI004797","F","0","no","","0","38269","OBRA: AMPLIACION DE CUBIERTA METALICA CENTRO//","","0","10","no","0","OBRA: AMPLIACION DE CUBIERTA METALICA CENTRO//","no","no","0","",""
"RODH66","08/10/18","2176.2","no","1876.03","0","0","0","16","0","0","711880","00003680","ZI004797","F","0","no","","0","38423","OBRA: INSTALACION DE REJILLA PARA ZONA INDUSTRIAL//","","0","10","no","0","OBRA: INSTALACION DE REJILLA PARA ZONA INDUSTRIAL//","no","no","0","",""
"MRS2043","08/10/18","618","yes","532.76","0","0","0","16","0","0","710146","00003681","ZI016430","F","0","no","107","0","40628","RECIBE: SRA. MARGARITA //","","0","10","no","0","RECIBE: SRA. MARGARITA //","no","no","0","",""
"RODH66","09/10/18","6978.02","yes","6015.53","0","0","0","16","0","0","710468","00003682","ZI004797","F","0","no","107","0","38427","vale:233 // obra: portones p/fabricade hielo //","","0","10","no","0","vale:233 // obra: portones p/fabricade hielo //","no","no","0","",""
"RODH66","09/10/18","4339.98","yes","3741.36","0","0","0","16","0","0","713633","00003683","ZI011155","F","0","no","107","0","39388","vale:233 // obra: portones p/fabricade hielo // pt 2//","","0","10","no","0","vale:233 // obra: portones p/fabricade hielo // pt 2//","no","no","0","",""
"MRSZI014","09/10/18","2082","yes","1794.83","0","0","0","16","0","0","710631","00003684","ZI015622","F","0","no","","0","52786","CARBONERA--- POR EL SUPER SAN MARCO CASA COLOR AMARILLA CON EL SR RUBEN MORENO","","0","10","no","0","CARBONERA--- POR EL SUPER SAN MARCO CASA COLOR AMARILLA CON EL SR RUBEN MORENO","no","no","0","",""
"MRS2897","09/10/18","18000","yes","15517.24","0","0","0","16","0","0","714185","00003685","ZI016464","F","0","no","","0","60545","ENVIAR A PRIV LOS MORENO S/N COL OJO DE AGUA ENTRE LA IGLESIA Y LA ESCUELA  FRENTE AL DEPOSITO CON EL SR RUBEN CHAVEZ TEL 488 88 339 87","","0","10","no","0","ENVIAR A PRIV LOS MORENO S/N COL OJO DE AGUA ENTRE LA IGLESIA Y LA ESCUELA  FRENTE AL DEPOSITO CON EL SR RUBEN CHAVEZ TEL 488 88 339 87","no","no","0","",""
"FUBE7112","09/10/18","247.66","yes","213.5","0","0","0","16","0","0","714275","00003686","ZI009275","F","0","no","","0","67332","","","0","10","no","0","","no","no","0","",""
"HETC670","09/10/18","183.79","yes","158.44","0","0","0","16","0","0","714279","00003687","ZI006744","F","0","yes","","0","67388","","","17","10","no","0","","no","no","0","",""
"LOCC76","09/10/18","776.5","yes","669.4","0","0","0","16","0","0","714283","00003688","ZI006442","F","0","no","","0","67510","","","0","10","no","0","","no","no","0","",""
"MEGH69","09/10/18","279.8","yes","241.21","0","0","0","16","0","0","714287","00003689","ZI006199","F","0","no","","0","67560","","","0","10","no","0","","no","no","0","",""
"MGZ85","09/10/18","204.91","yes","176.65","0","0","0","16","0","0","714291","00003690","ZI004271","F","0","no","","0","67694","","","0","10","no","0","","no","no","0","",""
"MRS2157","09/10/18","5","yes","4.31","0","0","0","16","0","0","714295","00003691","ZI007066","F","0","no","","0","67792","","","0","10","no","0","","no","no","0","",""
"MRSZI00056","09/10/18",".64","yes",".55","0","0","0","16","0","0","714299","00003692","ZI015704","F","0","no","","0","67854","","","0","10","no","0","","no","no","0","",""
"MRSZI5423","09/10/18","164","yes","141.38","0","0","0","16","0","0","714303","00003693","ZI015067","F","0","no","","0","67943","","","0","10","no","0","","no","no","0","",""
"MUNICIPIO1","09/10/18","19.79","yes","17.06","0","0","0","16","0","0","714256","00003694","ZI014151","F","0","no","","0","68094","","","0","10","no","0","","no","no","0","",""
"RODH66","10/10/18","44.55","yes","38.41","0","0","0","16","0","0","714541","00003695","ZI004797","F","0","no","107","0","38171","vale:        /// obra: porton enfabricade hielo // recibe: Alvaro Yañez","","0","10","no","0","vale:        /// obra: porton enfabricade hielo // recibe: Alvaro Yañez","no","no","0","",""
"MRS2157","10/10/18","2625","yes","2262.93","0","0","0","16","0","0","714547","00003696","ZI013775","F","0","no","107","0","38501","enviar a calle: San Agustin // recibe: trabajadores //","","0","10","no","0","enviar a calle: San Agustin // recibe: trabajadores //","no","no","0","",""
"PAP07","10/10/18","195.7","yes","168.71","0","0","0","16","0","0","711558","00003697","ZI004427","F","0","no","","0","40596","","","0","10","no","0","","no","no","0","",""
"PED02","10/10/18","170","yes","146.55","0","0","0","16","0","0","714561","00003698","ZI007583","F","0","no","","0","40773","","","0","10","no","0","","no","no","0","",""
"RDM13","10/10/18","24.75","yes","21.34","0","0","0","16","0","0","714565","00003699","ZI003375","F","0","no","","0","40982","","","0","10","no","0","","no","no","0","",""
"RDM13EX","10/10/18","80.08","yes","69.03","0","0","0","16","0","0","714569","00003700","ZI004573","F","0","no","","0","41034","","","0","10","no","0","","no","no","0","",""
"RDM13EX","10/10/18","95.03","yes","81.92","0","0","0","16","0","0","714573","00003701","ZI004574","F","0","no","","0","41165","","","0","10","no","0","","no","no","0","",""
"RDM13EX","10/10/18","10","yes","8.62","0","0","0","16","0","0","714577","00003702","ZI004584","F","0","no","","0","41212","","","0","10","no","0","","no","no","0","",""
"RDM13EX","10/10/18","50.03","yes","43.13","0","0","0","16","0","0","714581","00003703","ZI004585","F","0","no","","0","41263","","","0","10","no","0","","no","no","0","",""
"RDM13EX","10/10/18","8","yes","6.9","0","0","0","16","0","0","714585","00003704","ZI004625","F","0","no","","0","41332","","","0","10","no","0","","no","no","0","",""
"RME15","10/10/18","3465","yes","2987.07","0","0","0","16","0","0","711390","00003705","ZI005359","F","0","no","","0","41398","","","0","10","no","0","","no","no","0","",""
"RME15","10/10/18","4995","yes","4306.03","0","0","0","16","0","0","710692","00003706","ZI005461","F","0","no","","0","41458","","","0","10","no","0","","no","no","0","",""
"SIG72","10/10/18","296.8","yes","255.86","0","0","0","16","0","0","711267","00003707","ZI005545","F","0","no","","0","41724","","","0","10","no","0","","no","no","0","",""
"VARB82","10/10/18","204","no","175.86","0","0","0","16","0","0","714372","00003708","ZI004776","F","0","no","","0","42302","","","0","10","no","0","","no","no","0","",""
"VARB82","10/10/18","41.16","no","35.48","0","0","0","16","0","0","714376","00003709","ZI004777","F","0","no","","0","42367","","","0","10","no","0","","no","no","0","",""
"VARB82","10/10/18","118.2","no","101.9","0","0","0","16","0","0","714380","00003710","ZI004781","F","0","no","","0","42488","","","0","10","no","0","","no","no","0","",""
"VARB82","10/10/18","22","no","18.97","0","0","0","16","0","0","714319","00003711","ZI004791","F","0","no","","0","43063","","","0","10","no","0","","no","no","0","",""
"ZUTL81","10/10/18","692.8","yes","597.24","0","0","0","16","0","0","714328","00003712","ZI004875","F","0","no","","0","43407","","","0","10","no","0","","no","no","0","",""
"SIGR76","10/10/18","8638.2","yes","7446.72","0","0","0","16","0","0","710348","00003713","ZI004179","F","0","no","","0","45061","","","0","10","no","0","","no","no","0","",""
"RODH66","10/10/18","71.55","yes","61.68","0","0","0","16","0","0","714764","00003714","ZI004797","F","0","no","107","0","49420","VALE.:                      //OBRA: REJILLAS EN ZONA INDUSTRIAL // RECIBE: MIGUEL ANGEL //","","0","10","no","0","VALE.:                      //OBRA: REJILLAS EN ZONA INDUSTRIAL // RECIBE: MIGUEL ANGEL //","no","no","0","",""
"RODH66","11/10/18","95.4","no","82.24","0","0","0","16","0","0","715185","00003715","ZI004797","F","0","no","107","0","38687","vale: 0219 /// obra: fabrica de hielo faldon delanterony contravientos //","","0","10","no","0","vale: 0219 /// obra: fabrica de hielo faldon delanterony contravientos //","no","no","0","",""
"RODH66","11/10/18","1510","yes","1301.72","0","0","0","16","0","0","715554","00003716","ZI011123","F","0","no","107","0","57858","VALE:           //// OBRA: REJILLAS EN ZONA INDUSTRIAL // RECIBE: SR. LUIS /*/","","0","10","no","0","VALE:           //// OBRA: REJILLAS EN ZONA INDUSTRIAL // RECIBE: SR. LUIS /*/","no","no","0","",""
"RODH66","12/10/18","1203.6","yes","1037.59","0","0","0","16","0","0","715947","00003717","ZI011155","F","0","no","107","0","43655","vale: 0246 // obra:ampliacion de cubierta centro (anillos ) //","","0","10","no","0","vale: 0246 // obra:ampliacion de cubierta centro (anillos ) //","no","no","0","",""
"MRS2157","12/10/18","5600","yes","4827.59","0","0","0","16","0","0","716113","00003718","ZI013775","F","0","no","107","0","47146","ENVIAR A OBRA  EN CALLE SAN AGUSTIN //","","0","10","no","0","ENVIAR A OBRA  EN CALLE SAN AGUSTIN //","no","no","0","",""
"RODH66","12/10/18","1120","yes","965.52","0","0","0","16","0","0","716201","00003719","ZI004797","F","0","no","107","0","49539","FIRMA // OBRA: INSTALKACION DE REJILLA PARAZONA INDUSTRIAL// SUSTITUYE LA 3680//*/","","0","10","no","0","FIRMA // OBRA: INSTALKACION DE REJILLA PARAZONA INDUSTRIAL// SUSTITUYE LA 3680//*/","no","no","0","",""
"MRS2043","12/10/18","15450.68","yes","13319.55","0","0","0","16","0","0","716211","00003720","ZI016484","F","0","no","107","0","50319","ENVIAR A: LA LAGUNA LOS RANCHOS NUEVOS // KM 73 A ORILLA DE CARRETERA MATEHUALA SALTILLO // TEL: 488 117 57 70","","0","10","no","0","ENVIAR A: LA LAGUNA LOS RANCHOS NUEVOS // KM 73 A ORILLA DE CARRETERA MATEHUALA SALTILLO // TEL: 488 117 57 70","no","no","0","",""
"MRS2043","12/10/18","9382","yes","8087.93","0","0","0","16","0","0","716185","00003721","ZI016430","F","0","no","107","0","50972","RECIBE: SRA. MARGARITA GONZALEZ HINOJOSA // 488 117 57 70 // RANCHO LOS NUEVOS KM 73 //*","","0","10","no","0","RECIBE: SRA. MARGARITA GONZALEZ HINOJOSA // 488 117 57 70 // RANCHO LOS NUEVOS KM 73 //*","no","no","0","",""
"MRS2043","12/10/18","222.32","yes","191.66","0","0","0","16","0","0","716229","00003722","ZI016484","F","0","no","107","0","51060","","","0","10","no","0","","no","no","0","",""
"RODH66","13/10/18","2160","yes","1862.07","0","0","0","16","0","0","716626","00003723","ZI011155","F","0","no","107","0","39709","OC: 250 //* OBRA: PLAFON EN TIENDA SEVILLANAS KIBRAMIENTO // RECIBE:  Sr. Adrián Méndez /*/*","","0","10","no","0","OC: 250 //* OBRA: PLAFON EN TIENDA SEVILLANAS KIBRAMIENTO // RECIBE:  Sr. Adrián Méndez /*/*","no","no","0","",""
"RODH66","13/10/18","8721","yes","7518.1","0","0","0","16","0","0","716662","00003724","ZI011155","F","0","no","107","0","41022","VALE: 252 // Enviar el Día Lunes 15 de Octubre. A CENTRO // OBRA: EXTERIOR PLAFON EN TIENDA LAS SEVILLAS LIBRAMIENTO //*/*","","0","10","no","0","VALE: 252 // Enviar el Día Lunes 15 de Octubre. A CENTRO // OBRA: EXTERIOR PLAFON EN TIENDA LAS SEVILLAS LIBRAMIENTO //*/*","no","no","0","",""
"MRS2897","15/10/18","7750","yes","6681.03","0","0","0","16","0","0","717345","00003725","ZI016464","F","0","no","","0","33447","ENVIAR A MISMA DIRECCION FRENTE A DEPOSITO DE CERVEZA ENTRE LA IGLESIA Y ESCUELA TEL 488 88 339 87","","0","10","no","0","ENVIAR A MISMA DIRECCION FRENTE A DEPOSITO DE CERVEZA ENTRE LA IGLESIA Y ESCUELA TEL 488 88 339 87","no","no","0","",""
"MRSZI0017","16/10/18","6240","yes","5379.31","0","0","0","16","0","0","718181","00003726","ZI016557","F","0","no","107","0","38376","ENVIARA: LOS POCITOS A LA SEGUNDA CALLE DONDE ESTA EL ULTIMO POSTE CASA COLOR VERDE /*/* RECIBE: SR. ISAIAS // TEL: 488 127 97 35 /","","0","10","no","0","ENVIARA: LOS POCITOS A LA SEGUNDA CALLE DONDE ESTA EL ULTIMO POSTE CASA COLOR VERDE /*/* RECIBE: SR. ISAIAS // TEL: 488 127 97 35 /","no","no","0","",""
"MRS2043","19/10/18","11499.98","yes","9913.78","0","0","0","16","0","0","721209","00003727","ZI016632","F","0","no","","0","38224","ENVIAR A CEDRAL ZONA CENTRO CALLE LERDO DE TEJADA 303 ENTRE MANUEL DOBLADO Y LIBRAMIENTO FLORES MAGON CON LA SRTA ZANDRA IRENE MOLINA TEL 488 112 88 12","","0","10","no","0","ENVIAR A CEDRAL ZONA CENTRO CALLE LERDO DE TEJADA 303 ENTRE MANUEL DOBLADO Y LIBRAMIENTO FLORES MAGON CON LA SRTA ZANDRA IRENE MOLINA TEL 488 112 88 12","no","no","0","",""
"RAGA820","20/10/18","13900","yes","11982.76","0","0","0","16","0","0","722052","00003728","ZI016648","F","0","no","152","0","31066","ENVIAR A: CALLE PROLONGACION // RECIBE: AZUCENA RANGEL//","","0","10","no","0","ENVIAR A: CALLE PROLONGACION // RECIBE: AZUCENA RANGEL//","no","no","0","",""
"MRS2157","20/10/18","1300","yes","1120.69","0","0","0","16","0","0","722794","00003729","ZI013775","F","0","no","107","0","50139","ENVIAR A: OBRA EN CALLE SAN AGUSTIN // RECIBE: TRABAJADORES //","","0","10","no","0","ENVIAR A: OBRA EN CALLE SAN AGUSTIN // RECIBE: TRABAJADORES //","no","no","0","",""
"MRS818","23/10/18","5460","yes","4706.9","0","0","0","16","0","0","718856","00003730","ZI016684","F","0","no","","0","52626","POCITOS","","0","10","no","0","POCITOS","no","no","0","",""
"MRS2897","24/10/18","6025","yes","5193.97","0","0","0","16","0","0","725941","00003731","ZI016464","F","0","no","","0","32277","ENVIAR A MISMA DIRECCION ENTRE LA IGLESIA Y LA ESCUELA CON EL SR RUBEN CHAVEZ","","0","10","no","0","ENVIAR A MISMA DIRECCION ENTRE LA IGLESIA Y LA ESCUELA CON EL SR RUBEN CHAVEZ","no","no","0","",""
"RODH66","24/10/18","437.4","yes","377.07","0","0","0","16","0","0","726249","00003732","ZI004797","F","0","no","107","0","40572","VALE: 294 // OBRA: FABRICA DE HIELO EN ZONA INDUSTRIAL ///","","0","10","no","0","VALE: 294 // OBRA: FABRICA DE HIELO EN ZONA INDUSTRIAL ///","no","no","0","",""
"RODH66","26/10/18","66.6","yes","57.41","0","0","0","16","0","0","727533","00003733","ZI004797","F","0","no","","0","37716","OBRA FABRICA DE HIELO (ILUMINACIÓN) RECIBE: MIGUEL ANGEL AVILA//","","0","10","no","0","OBRA FABRICA DE HIELO (ILUMINACIÓN) RECIBE: MIGUEL ANGEL AVILA//","no","no","0","",""
"RAGA820","26/10/18","13900","yes","11982.76","0","0","0","16","0","0","728525","00003734","ZI016648","F","0","no","152","0","56551","ENVIAR A LOS MATERIALES // RECIBE:AZUCENA RANGEL//","","0","10","no","0","ENVIAR A LOS MATERIALES // RECIBE:AZUCENA RANGEL//","no","no","0","",""
"RODH66","27/10/18","317.77","yes","273.94","0","0","0","16","0","0","728799","00003735","ZI004797","F","0","no","107","0","31893","VALE: 310 // OBRA: FABRICA DE HIELO // RECIBE: MAISTRO LUIS //","","0","10","no","0","VALE: 310 // OBRA: FABRICA DE HIELO // RECIBE: MAISTRO LUIS //","no","no","0","",""
"RODH66","27/10/18","39.08","yes","33.69","0","0","0","16","0","0","728807","00003736","ZI004797","F","0","no","107","0","32091","VALE: 310  // OBRA: FABRICA DE HIELO //","","0","10","no","0","VALE: 310  // OBRA: FABRICA DE HIELO //","no","no","0","",""
"RODH66","29/10/18","977.85","yes","842.97","0","0","0","16","0","0","729207","00003737","ZI011123","F","0","no","107","0","35358","VALE: 297 /*/* OBRA: FABRICA DE HIELO //","","0","10","no","0","VALE: 297 /*/* OBRA: FABRICA DE HIELO //","no","no","0","",""
"MRS2897","29/10/18","7800","yes","6724.14","0","0","0","16","0","0","729482","00003738","ZI016464","F","0","no","","0","45200","ENVIAR A MISMA DIRECCION ENTRE LA IGLESIA Y LA ESCUELA TEL  48888 339 87","","0","10","no","0","ENVIAR A MISMA DIRECCION ENTRE LA IGLESIA Y LA ESCUELA TEL  48888 339 87","no","no","0","",""
"MRS2897","29/10/18","6250","yes","5387.93","0","0","0","16","0","0","729486","00003739","ZI016464","F","0","no","","0","45877","VA CON OTRO PEDIDO","","0","10","no","0","VA CON OTRO PEDIDO","no","no","0","",""
"MRS2157","29/10/18","1300","yes","1120.69","0","0","0","16","0","0","729504","00003740","ZI013775","F","0","no","107","0","46466","enviar a obra: calle San Agustin // recibe: trabjadores //","","0","10","no","0","enviar a obra: calle San Agustin // recibe: trabjadores //","no","no","0","",""
"MRS2897","31/10/18","7800","no","6724.14","0","0","0","16","0","0","731148","00003741","ZI016464","F","0","no","","0","34583","ENTRE LA IGLESIA Y LA ESCUELA TEL 488 88 339 87","","0","10","no","0","ENTRE LA IGLESIA Y LA ESCUELA TEL 488 88 339 87","no","no","0","",""
"MRS2157","31/10/18","288.52","yes","248.72","0","0","0","16","0","0","731495","00003742","ZI013025","F","0","no","107","0","44775","ENVIAR A OBRA EN CALLE SAN AGUSTIN // RECIBE: TRABAJADORES //","","0","10","no","0","ENVIAR A OBRA EN CALLE SAN AGUSTIN // RECIBE: TRABAJADORES //","no","no","0","",""
"MRS2157","31/10/18","1542.58","yes","1329.81","0","0","0","16","0","0","731499","00003743","ZI013775","F","0","no","107","0","44979","ENVIAR A OBRA EN CALLE SAN AGUSTIN // RECIBE: TRABAJADORES //","","0","10","no","0","ENVIAR A OBRA EN CALLE SAN AGUSTIN // RECIBE: TRABAJADORES //","no","no","0","",""
"RODH66","31/10/18","406.89","yes","350.77","0","0","0","16","0","0","731633","00003744","ZI004797","F","0","no","107","0","48807","vale: 326 //* obra: fabrica de Hileo instalaciones // rcibe: sr. Miguel Angel //","","0","10","no","0","vale: 326 //* obra: fabrica de Hileo instalaciones // rcibe: sr. Miguel Angel //","no","no","0","",""
"RODH66","31/10/18","52.2","yes","45","0","0","0","16","0","0","731785","00003745","ZI004797","F","0","no","107","0","54534","vale: 325 // obra: fabrica de hielo// recibe: Miguel Angel //","","0","10","no","0","vale: 325 // obra: fabrica de hielo// recibe: Miguel Angel //","no","no","0","",""
"MRS2897","31/10/18","3120","yes","2689.66","0","0","0","16","0","0","727981","00003746","ZI016464","F","0","no","","0","61772","YA SE ENTREGO MATERIAL","","0","10","no","0","YA SE ENTREGO MATERIAL","no","no","0","",""
"RAGA820","31/10/18","13900","yes","11982.76","0","0","0","16","0","0","727985","00003747","ZI016648","F","0","no","152","0","61947","ENVIAR A: LOS MATERIALES EN PROLONGACION //","","0","10","no","0","ENVIAR A: LOS MATERIALES EN PROLONGACION //","no","no","0","",""
"MRS2157","01/11/18","578","yes","498.28","0","0","0","16","0","0","732045","00003748","ZI013775","F","0","no","107","0","32795","FIRMA //RECIBE: RICARDO RODRIGUEZ //","","0","10","no","0","FIRMA //RECIBE: RICARDO RODRIGUEZ //","no","no","0","",""
"MARG73","03/11/18","2064","no","1779.31","0","0","0","16","0","0","734112","00003749","ZI016879","F","0","no","107","0","33911","VALE: N. 80 // RECIBE: GUSTAVO ORTEGA //","","0","10","no","0","VALE: N. 80 // RECIBE: GUSTAVO ORTEGA //","no","no","0","",""
"MRS2043","05/11/18","5370","yes","4629.31","0","0","0","16","0","0","734538","00003750","ZI016927","F","0","no","","0","30091","","","0","10","no","0","","no","no","0","",""
"MRS2897","07/11/18","4680","yes","4034.48","0","0","0","16","0","0","736775","00003751","ZI016464","F","0","no","","0","33575","entre la escuela y la iglesia","","0","10","no","0","entre la escuela y la iglesia","no","no","0","",""
"MRSZI004","07/11/18","690","yes","594.83","0","0","0","16","0","0","737201","00003752","ZI006910","F","0","no","","0","49441","AND URUGUAY 304 COL 22 DE MAYO ENTRE BOLIVIA Y LERDO DE TEJADA MARCAR AL CLIENTE CUANDO VAYAN EN CAMINO TEL 488 105 37 36 PARA Q VAYA A RECOGER","","0","10","no","0","AND URUGUAY 304 COL 22 DE MAYO ENTRE BOLIVIA Y LERDO DE TEJADA MARCAR AL CLIENTE CUANDO VAYAN EN CAMINO TEL 488 105 37 36 PARA Q VAYA A RECOGER","no","no","0","",""
"RAGA820","08/11/18","13900","yes","11982.76","0","0","0","16","0","0","739980","00003753","ZI016648","F","0","no","152","0","32041","ENVIAR A LOS MATERIALES // RFECIBE: AZUCENA RANGEL //","","0","10","no","0","ENVIAR A LOS MATERIALES // RFECIBE: AZUCENA RANGEL //","no","no","0","",""
"MARG73","08/11/18","5700","yes","4913.79","0","0","0","16","0","0","740108","00003754","ZI016879","F","0","no","107","0","39751"," ENVIAR MATERIAL PROLONGACIÓN MATAMOROS # 520 ESQ. CALLE MÉXICO  // recibe: trabajadores //","","0","10","no","0"," ENVIAR MATERIAL PROLONGACIÓN MATAMOROS # 520 ESQ. CALLE MÉXICO  // recibe: trabajadores //","no","no","0","",""
"MRS2157","08/11/18","6900","yes","5948.28","0","0","0","16","0","0","740693","00003755","ZI013775","F","0","no","107","0","46558","ENVIAR A OBRA: EN CALLE SAN AGUSTIN // RECIBE: TRABAJADORES //","","0","10","no","0","ENVIAR A OBRA: EN CALLE SAN AGUSTIN // RECIBE: TRABAJADORES //","no","no","0","",""
"MARG73","08/11/18","2280","yes","1965.52","0","0","0","16","0","0","739779","00003756","ZI016879","F","0","no","107","0","48525","NS sutituye a 3749 // vale: no. 80 // recibe: Gustavo Ortega // nota 3749 cancelada por cambio de precio material entregado el 3/11/2018//","","0","10","no","0","NS sutituye a 3749 // vale: no. 80 // recibe: Gustavo Ortega // nota 3749 cancelada por cambio de precio material entregado el 3/11/2018//","no","no","0","",""
"RAGA820","08/11/18","13900","yes","11982.76","0","0","0","16","0","0","738213","00003757","ZI016648","F","0","no","152","0","52338","ENVIAR A MAÑANA VIERNES","","0","10","no","0","ENVIAR A MAÑANA VIERNES","no","no","0","",""
"MRS2157","09/11/18","2012.5","yes","1734.91","0","0","0","16","0","0","741260","00003758","ZI013775","F","0","no","107","0","37652","ENVIAR A: OBRA CALLE SAN AGUSTIN //","","0","10","no","0","ENVIAR A: OBRA CALLE SAN AGUSTIN //","no","no","0","",""
"RAGA820","09/11/18","13900","yes","11982.76","0","0","0","16","0","0","741602","00003759","ZI016648","F","0","no","152","0","60540","enviar a los materiales // recibe: Azucena Rangel //","","0","10","no","0","enviar a los materiales // recibe: Azucena Rangel //","no","no","0","",""
"MRS2897","13/11/18","5400","yes","4655.17","0","0","0","16","0","0","742913","00003760","ZI016464","F","0","no","","0","33352","entre la iglesia y la escuela","","0","10","no","0","entre la iglesia y la escuela","no","no","0","",""
